,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
15,158.09570403657222,-0.0216733942999912,110.36333607617745,-133.61408118445,685.073634343861,0.12911030700520024,2.623331194673088,1.2181276649806632,498.29085848790606,-43428.7812991517,0.4498119547888713,0.858854076165049,-0.012297210582009556,True,221.8986835944586,108.9185565213707,-1.3151305469324869e-09,3.194907328330589,94.59205737509878,55.045991925465096,0.019494518049122538,0.6674645601177129,0.6797550796070934,True,1.0,0.019494518049122538,55.045991925465096,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6427591241441449,0.04875999594174962,0.0,205.60342704093628,0.04875997293847823,0.45038480800630987,4.535481715219711,107.43153816931613,Hybrid,0.011441175784642594,0.5773502691896258,0.4837342781000044,0.6505675179306968,1.1425111868913287
16,140.7478305154506,-0.019032193504485442,114.61376941184172,-129.4979095433869,518.5252367779216,0.12908653166298978,1.7126398060354615,1.132670229700491,421.82139374434433,-36847.2884719269,0.4462393406477588,0.6169383231256139,-0.058188960347733465,True,221.78874508748788,113.68475161469446,-1.8760241153345169e-06,3.2691538528935693,94.40170101580726,55.91570416719122,0.019370538987212128,0.6653181663257443,0.6794661796413733,True,1.0,0.019370538987212128,55.91570416719122,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6399752835849214,0.04878339129003057,0.0,205.82995590519974,0.04878336867862739,0.45636454774236207,4.5902373998339945,112.6875333202573,Hybrid,0.011489586299164427,0.5773502691896258,0.4835239750117872,0.6484113355937848,1.1394856540520235
17,152.21775594246918,-0.0205189257415612,120.22850590692028,-121.2236649129644,552.191481557785,0.12910021874163194,2.040767537518688,1.013490534686882,575.7462881328029,-36732.07834897709,0.4412803635615129,0.6791069734941524,0.003269735232863391,True,221.1426926633167,118.43513355588942,4.826287759099687e-07,3.241171702881932,95.62724167249657,55.54915897041872,0.01925614328021594,0.6703299358731704,0.6791985787650855,True,1.0,0.01925614328021594,55.54915897041872,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6499163972966603,0.04849649187709414,0.0,203.4927343995552,0.048496468374643185,0.42624752889063944,4.784959581255203,116.57781337692924,Hybrid,0.01103009614886416,0.5773502691896258,0.48553632490158405,0.6559035938710261,1.1494691516631093
18,137.21459678988052,-0.02095517436811304,107.81849852104288,-134.52034815933888,646.2858499935647,0.12908561427989612,2.1804643135298303,1.2501654484539826,587.1498071084052,-44257.977977428935,0.4511345160709409,0.7534769864581213,-0.05010943592228248,True,222.88724315206355,107.00379218051116,3.00448648945222e-06,3.5299552291537872,92.92205995737257,47.89907652285294,0.019137942061330147,0.6490587233730786,0.6789210252930441,True,1.0,0.019137942061330147,47.89907652285294,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.5429775737293723,0.05774818960318378,0.0,216.64913326273947,0.05774816913097121,0.49591130980041015,3.9869128964837715,106.70704616071427,Deflagration,0.015226520764388303,0.5429775737293723,0.4634905748988867,0.589786130056789,1.0588246602267033
19,146.3269207942485,-0.01719682133910654,121.77181179772028,-119.60589595411535,499.7520823096265,0.12908815573615712,1.7701679232521346,0.985518968266298,566.8016145055917,-34506.81933263545,0.4401088501245845,0.60679514219075,-0.008080700400991486,True,220.8539217504606,120.0222125092887,2.1186135259169997e-06,3.3183423994020305,95.8468774358422,55.25892413473096,0.01895721854434608,0.666870968074761,0.6784945737761175,True,1.0,0.01895721854434608,55.25892413473096,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.64679214004417,0.049465291939533314,0.0,203.5345888630215,0.04946526850794538,0.42707577490133414,4.841634362560594,118.24511977890373,Hybrid,0.011002665882101846,0.5773502691896258,0.4856576279886643,0.6533567217130222,1.1456955180739103
20,145.8316091003821,-0.017585943065582917,106.34473736609941,-133.40192851182766,462.619163967412,0.12908843001252565,1.4344059507452884,1.2582026760023417,752.6646870878458,-32860.75724432607,0.4514708084184372,0.5683019336867123,-0.14682264890431093,True,220.12994212501675,106.60635262889808,-1.5645021257428645e-05,213.61335675865627,95.87989393423211,67.06542772630178,0.018636568869547857,0.6653012981125922,0.6777316274935559,True,1.0,0.018636568869547857,67.06542772630178,hs-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,140.77495014475232,-0.018390643846186255,125.23892384233083,-114.61081841525005,460.42383866500603,0.1290857288078159,1.5857368590392846,0.9176240191002516,667.0927270421042,-32715.675879860893,0.4372786804451619,0.5493715512765298,-0.0036654643724705342,True,220.64554542052608,123.34276454088085,1.623343982426932e-06,3.392917264400309,96.09345073464964,52.88418177613354,0.0185975908255227,0.6616037355617813,0.6776383256828528,True,1.0,0.0185975908255227,52.88418177613354,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6404471319447761,0.05053493577728418,0.0,204.18090370216606,0.05053491234290901,0.4410016675546104,4.849879418212293,121.56549669093914,Hybrid,0.011066297014357972,0.5773502691896258,0.4853764420078058,0.6483589938716503,1.1385804515231392
22,125.656549272897,-0.025432193969822898,122.75665887632047,-110.40788297484468,562.1487876610454,0.12907485381601294,1.9091440096322527,0.8995239226260953,1048.0488869162018,-40234.6177648256,0.4365190722628373,0.6272066561790792,0.02311856093105429,True,224.167842947309,120.1718180557178,3.525251221216394e-06,3.4806852095589864,91.95632636477764,35.72560375374137,0.018577007371702568,0.6207799053709802,0.6775890056988829,True,1.0,0.018577007371702568,35.72560375374137,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.1,0.163120901640982,0.0,223.76237710244376,0.16312086749871876,0.9999999999999994,3.4874411545206465,120.16028062047482,Deflagration,0.018505828524112124,0.1,0.09433740101889576,0.5773500897285163,1.0009600874674442
23,152.55999647440174,-0.01978402674017707,117.0499980917836,-124.57301167482716,566.2672734330937,0.12909871801633166,2.0910618749554093,1.069506572755463,570.4711671287077,-37473.91601608184,0.4436136147850536,0.7010165641980961,-0.00765528276993488,True,220.30335832525043,115.34700287628418,3.836763421653473e-06,3.3309479376516657,96.39770344042921,55.16229113607972,0.01844921283670614,0.6620584616040391,0.6772820304665077,True,1.0,0.01844921283670614,55.16229113607972,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6432711287917978,0.0496026828015762,0.0,203.200569566842,0.049602659080150234,0.42559170910466493,4.8072335282650585,113.64610773529705,Hybrid,0.010878566888616263,0.5773502691896258,0.48620811755582055,0.6504132504384447,1.141173008420381
24,144.0677480767324,-0.02033614832317987,119.15054924536207,-117.28552631869228,577.6978993148056,0.12909151904312086,2.1044661385868344,0.98788744819499,862.6218878304489,-38848.93396700276,0.4402092184417618,0.6907644426792069,0.013156936822122493,True,221.372901472282,117.02364486448893,3.3808297362882764e-06,3.35983734990642,95.27446409897324,46.31506233525471,0.018280432301869144,0.6477662066860861,0.6768745606718143,True,1.0,0.018280432301869144,46.31506233525471,hs-SNR,,,,,,,,,,,,,,,,,,,,,0.6353754088886283,0.05236464935307938,0.0,206.06442226225172,0.052364627640380544,0.47403405931190595,4.639397310676063,115.12865308825451,Hybrid,0.011095650470457063,0.5773502691896258,0.4852469722708522,0.6443990121306491,1.1329432961755506
