,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,num_FOPT,Tc_0,Tmin_0,Tnuc_0,action_Tn_0,h_low_Tnuc_0,s_low_Tnuc_0,h_high_Tnuc_0,s_high_Tnuc_0,Delta_rho_Tnuc_0,Delta_p_Tnuc_0,alpha_Tnuc_0,beta_Tnuc_0,vwall_0,xi_Jouguet_0,f_peak_Tnuc_0,Omega_peak_Tnuc_0,SNR_Tnuc_0,Tp_0,volume_shrinks_0,action_Tp_0,s_low_Tp_0,h_low_Tp_0,s_high_Tp_0,h_high_Tp_0,Delta_rho_Tp_0,Delta_p_Tp_0,alpha_Tp_0,beta_Tp_0,vwall_Tp_0,xi_Jouguet_Tp_0,f_peak_Tp_0,Omega_peak_Tp_0,SNR_Tp_0,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc_1,Tmin_1,Tnuc_1,action_Tn_1,h_low_Tnuc_1,s_low_Tnuc_1,h_high_Tnuc_1,s_high_Tnuc_1,Delta_rho_Tnuc_1,Delta_p_Tnuc_1,alpha_Tnuc_1,beta_Tnuc_1,vwall_1,xi_Jouguet_1,f_peak_Tnuc_1,Omega_peak_Tnuc_1,SNR_Tnuc_1,Tp_1,volume_shrinks_1,action_Tp_1,s_low_Tp_1,h_low_Tp_1,s_high_Tp_1,h_high_Tp_1,Delta_rho_Tp_1,Delta_p_Tp_1,alpha_Tp_1,beta_Tp_1,vwall_Tp_1,xi_Jouguet_Tp_1,f_peak_Tp_1,Omega_peak_Tp_1,SNR_Tp_1,Tc_2,Tmin_2
819,371.4244869413717,0.0014252869836104,-63.61069450701518,264.0478485847017,-293.304549893115,0.9927366285345279,0.12907614557573585,3.806916188828468,4.162128898000888,-551.7351005770397,-2915.9485546899377,0.5688430955251738,1.6454171968739317,-1.0085452324841475,524.8921814916371,True,True,True,1.0,141.39253846593692,132.87739194183368,140.34966709670556,20967.864627260587,118.04984140851624,-59.29275596497938,-5.0069111286025504e-06,-40.71326015513809,27623034.549618244,691076.5171115398,0.002081104885533562,32926.09780755415,0.1581711872891702,0.6133797163449951,0.4119148069887888,4.9877653865331406e-23,4.120978406050173e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,329.13330950196035,-0.0015265404274828,88.79924870540223,-208.9959092312692,92.33004348582732,0.9700088556262599,0.12907587760668934,2.8658979841493353,2.360048905918011,-1429.9631111630333,14595.777582645504,0.4826040867936803,1.1098159803570025,-0.3567954678782457,354.3679062522176,True,True,True,1.0,153.29071027051202,153.1421014999391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,443.0562160140088,0.0045609370323878,-167.8659250149435,751.4948400992907,-797.9577699085293,0.9798055547965379,0.12910509450241406,3.452343035610996,4.496692340573387,-54968.66693114822,-36062.24707224587,0.5764209413230461,1.6125344823316468,-1.3351354080489775,822.5744444036612,True,True,True,1.0,148.54596337674792,148.12339785564876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,400.0260471863506,0.0031696368793572,-96.62033381547528,366.1067273469405,-395.5317018273008,0.990475343196561,0.12908606064781494,4.466712166457379,3.8083641059801576,-9772.404498517128,4065.5563351408055,0.5529867013552439,1.7514053926110376,-0.6826764070925854,695.0389341915677,True,True,True,1.0,149.09619205424005,148.33416984352567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,124.35284502011756,0.0905323869825852,117.96665773951815,-104.2986081560232,602.8873957141984,0.9838684143370424,0.1290616982334831,2.148227262570727,0.8847063800021233,1675.0898851159918,-41208.31963849857,0.42789436104476175,0.6845078789763689,0.03797434071156308,648.785795121599,True,True,True,1.0,109.3874864802457,97.51024469550913,101.13741242867742,15247.145512247438,214.96802217279927,111.74722321825038,-6.642004097550226e-06,4.487598827230331,40993765.913582385,10035714.857780248,0.011692900254039372,4427.75742634998,0.494783545411136,0.6587097659954131,0.0399761439649974,4.619479924447958e-19,2.974338189157894e-07,100.18176836425059,True,11327.061167251019,112.04610246844325,216.03752676238335,4.397439959232272,1.0494511309115946e-05,41809062.37057313,11198469.093443185,0.012396763941663226,3535.2509333088765,0.5175402292713804,0.6609078403524046,0.054874387385975,1.172690052777025e-18,3.2940263639837527e-07,0.4358510934918709,0.1664760054135807,0.0,212.7712076115405,0.166475968676096,0.9999999999999992,4.616284649679097,111.29933859667209,Deflagration,0.0111577597099734,0.4358510934918709,0.4097027794491565,0.5773504245650324,1.015706316870845,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,154.3852338585175,-0.0066279634008131,-147.0447902211256,94.91791174719684,-263.6366316019546,0.9546188411401006,0.12907706283896486,0.9952150918948266,0.6440045072247003,829.1370343631843,-17293.11016815114,0.40369781743083893,0.3561378575111567,0.024893100823254563,471.3145124336549,True,True,True,1.0,135.1956245000087,84.82539457337444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,357.1380532955477,-0.0016447158915383,119.13866312687615,-392.9671515016341,243.38931895944768,0.9802722675877555,0.12907659296660928,1.9930568922589778,3.3046760620185287,-15540.354886299589,-517.423674589576,0.5269680439632303,1.0490435667344993,-1.2407894551746836,590.8787912726516,True,True,True,1.0,147.66477002375078,146.97290874899474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,452.4421979702837,0.0028153143349907,88.61189718019705,-495.12536581009766,282.1965462028158,0.9952960776102269,0.12908645659646437,3.843868617246925,5.563175141053937,-14208.279081240085,4436.94318595645,0.6284972449474654,1.8881630111540542,-1.8837891598578043,910.354575203008,True,True,True,1.0,136.45704912299104,117.47267545031178,134.32063018612445,20090.568228506057,144.79907528358345,85.98066599378495,-6.984652647435152e-06,65.97676393482504,39214848.0327183,1970751.8099166155,0.003517541548230659,15024.36862531618,0.2241768171936382,0.6237094173663094,0.1807709183320723,1.1278087837602771e-21,1.0819563693679656e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,124.4171002361872,-0.0624235579070862,-58.55051228234783,23.60888834839079,2.3681665678331,0.9941094626280751,0.1290687063968548,0.45520822851757153,0.4039477360105018,7133.514090512712,1721.1627439794665,0.41293039669927856,0.18112667979780986,0.03945379875370826,537.0478125125612,True,True,True,1.0,156.62001586281173,156.21250644372282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,186.23962639983029,0.0038340288096674,99.16370266317008,-108.55061749196872,196.746347434452,0.9420748727711685,0.1290764044708631,1.068745502076793,1.091671114777578,2427.0539803239762,-9091.260471872352,0.4164022470732775,0.4491315613154613,-0.14969572147584537,278.5298030210343,True,True,True,1.0,150.00492951685314,142.0727015029499,149.27083366113388,22263.45972993425,92.85830776905959,78.29151647423832,-5.190983743328493e-06,42.9517696397453,16360693.838433504,292869.38453650475,0.0009631428534128845,49348.726393510566,0.13379384304808145,0.6021282294956672,0.656763039866118,2.1593673703578366e-24,4.4332412833239495e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,123.278937970524,-0.0424130762298785,-160.77221701346468,79.88073721706904,-58.76792376667567,0.9570215047775964,0.1290674254599704,0.18547898200632246,0.4973380053633712,1408.2697112401274,-4639.453201132368,0.3987301516838963,0.12925941306214248,-0.20431952882359544,530.5292040294803,True,True,True,1.0,148.34722431272806,106.82089233481575,142.17345953355073,21232.642632536015,138.00651665458338,-148.46300793813563,-4.76419637892859e-07,-27.639212283409954,34927444.45093429,4514926.998160362,0.002497719992493531,5028.652520456168,0.35953565113833513,0.6166925229596528,0.0637385531841098,2.934530044788349e-21,5.423763662032598e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,164.39304678932209,0.0080207474370347,65.86304629176266,-33.02047028234148,-9.097010825239408,0.991382629896231,0.12908013363064877,1.2944673428080395,0.4957229836016795,6724.499746961839,6043.925672323834,0.41540655275912974,0.4062373329689565,0.08162021163333641,498.4463142523184,True,True,True,1.0,155.8869048051768,155.25212140803552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,114.76750919546356,-0.0386314746741488,-123.5705190987102,78.71707398869295,-342.1462084152658,0.9728181539857049,0.12904363124631069,1.183656932603369,0.6401622991206061,2982.332297016529,-24109.94031676641,0.41229051684629614,0.40260794967094327,0.04248819488477193,519.1149493715441,True,True,True,1.0,126.17810925794133,117.9518923619832,121.82648520583675,18271.487783540804,185.33338161360743,-108.58633999913798,-3.4207359333762016e-06,-7.620980132038432,40433809.663745165,4905694.659836471,0.005398359242063253,8597.120817177649,0.34831961004428047,0.6341601285212093,0.0937531768866019,1.2238375262860767e-20,7.815607613336074e-10,121.2145930159267,True,13730.46272246444,-109.10538709707781,186.54771871118703,-7.51499309787391,-1.7022471963303065e-05,41269262.26290423,5623561.502006888,0.005624147208383945,6136.012081333141,0.36914107436111054,0.6352677745127207,0.11535356356026,1.1731761387144273e-20,4.152124166505265e-10,0.3075046847250405,0.1968436451954572,0.0,184.08283717031955,0.1968435689232525,0.9999999999999972,-7.654371559970047,-108.41725029934427,Deflagration,0.0053916725389876,0.3075046847250405,0.3012416630220209,0.5773501123622363,1.0027727488668634,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,541.5557731831495,0.0043975213665283,-32.45214680122319,309.89212341823367,-54.33583777951026,0.9986770517797735,0.12911838357146707,2.6733427746048246,9.702010293133226,2878.5702793144637,5683.272009356588,0.8026500660162466,2.2853374091734104,-8.673438159329889,630.2687379897694,True,True,True,1.0,107.60644080003192,83.94480658235405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,297.8811061989416,-0.0020991319992034,98.4606521777946,-267.7326143447193,578.2427615491738,0.9947304713270033,0.12907675251010073,3.262472935724507,2.725512617818197,-5325.971673338001,-25114.307813805965,0.5099750615561627,1.2698703369008264,-0.44015548146064265,955.3007812386488,True,True,True,1.0,139.84198970157024,0.0,134.5044859732755,20117.14966255675,152.44401884495397,95.08147223931846,-2.9555510552778253e-06,27.372508812873207,41570769.90520656,5071207.633919835,0.003707658082258599,4974.625640550615,0.34927030410597526,0.6248883742759684,0.059825790280594,1.0574137946602818e-20,2.338338580599405e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,262.5348424484853,0.001394213728472,-73.38111386350431,97.3578612036348,-431.201892398813,0.9945234846981784,0.12907495030503416,5.6043647369633325,1.3308542194498243,4262.761362322264,-1339.152854625514,0.45176045661238856,1.6229002208158039,0.05006630987226082,698.2767997212999,True,True,True,1.0,155.8164488189046,155.6825051025143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,154.82301970069452,-0.0024743008641226,114.279722976235,-82.78537073716936,69.91212210423896,0.9272265375419391,0.12907451634121941,0.3830364891752848,0.7251418769228765,3098.2142057692854,-2964.9548540514115,0.3941902479349763,0.2166161017809673,-0.21412434103095768,282.9450684599677,True,True,True,1.0,156.51286625699967,156.28818365064214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,129.33463688995505,-0.0425669548621712,134.61256736150176,-78.67472641538252,148.58523977635627,0.8879566962459061,0.12909022760385655,0.5246472366308195,0.5858384522266836,2541.9804641867495,-10452.56013599407,0.3705733048254364,0.22880155119548545,-0.03445141911831129,259.8893162636342,True,True,True,1.0,143.44020159340312,123.89894968251758,139.34757873991194,20822.051534294304,146.25225151317935,107.07223255113584,-2.088596715615725e-06,18.21052515338372,33113875.851965785,3208615.891315341,0.0025680359549147777,7938.5539884628215,0.3112818916063121,0.6172214495746857,0.0987409380215466,1.4137297322421769e-21,7.7260244233396e-11,139.2609239466962,True,20133.259571679097,107.16732177310165,146.5289750989013,18.18135158920334,5.8021176919484616e-08,33274913.308407187,3283367.412269473,0.0025870164623104323,7499.34628679354,0.3141241130849403,0.6173628792492318,0.1620334960203515,1.870282201738867e-20,2.4748679276716706e-10,0.5443372545547249,0.077369576252912,0.0,138.30384177403877,0.0773694660076682,0.2202732130575161,18.896638792546963,104.62946722443148,Deflagration,0.0024487578286502,0.5443372545547249,0.5241956116009888,0.5781946018626108,1.0156808804784128,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,121.03351088941582,0.0389962338723489,125.40884055868564,-60.65876176799472,8.09217118196247,0.8943946409964462,0.1290615783992551,0.03198934192721796,0.4849477905756675,4029.3287513713112,-473.5431421476187,0.3692238725131477,0.08882196724441574,-1.7088502495408864,250.7720522820948,True,True,True,1.0,158.53559908823382,157.76201403462298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,424.3588787614988,-0.0036903432389351,171.74334270274244,-786.1721707059523,961.7905796389476,0.9854350814036464,0.12909256805695415,3.500925801792985,4.5919501493261645,-59473.396856939784,-61483.66625685737,0.5831495970777303,1.6405564753359403,-1.376652438242342,995.235947193156,True,True,True,1.0,143.2709844420297,138.40315027697656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,295.1087945233272,-0.0030189942653201,-105.28620304441264,286.3011335782184,-23.251122220746826,0.9551691229972882,0.12907946721048627,0.3212935148916362,2.710944896269605,-7293.8174192394345,861.4028880753467,0.490084266243739,0.5321475281011766,-5.5893850286329165,339.6807661863448,True,True,True,1.0,145.3837491779513,143.6233066105838,145.16351139332357,21667.11980558521,76.73940365083604,-97.23988864026559,-1.4357279995322197e-05,-87.20608836697701,12154771.338900447,67754.46884799004,0.0007996836484142147,165301.82538874508,0.0746613048800797,0.5999737681898771,1.0,4.9331108767487214e-26,6.940915912512566e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,126.48923514309809,0.0418423727855723,198.6732895157621,-35.11772926560363,208.26683697125588,0.8204636445380997,0.12907917691589627,0.658948690593542,0.1764604222035017,4329.648595879431,-15376.759543134336,0.32468373596402283,0.1941472430156358,0.11726555582189631,285.1225830824625,True,True,True,1.0,163.6619582892182,163.52163179733705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,128.69332038774894,-0.0598412703601166,-219.9801118512981,46.0308049076107,5.882771913738537,0.7568195121397177,0.1291010761065499,0.09219462224625671,0.20824185361025893,2738.069578077392,5724.956301986796,0.3009227073546293,0.057755631163274,0.011511056920812626,254.7110599438737,True,True,True,1.0,160.1025125310981,159.68865101694652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
