,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,num_FOPT,Tc_0,Tmin_0,Tnuc_0,action_Tn_0,h_low_Tnuc_0,s_low_Tnuc_0,h_high_Tnuc_0,s_high_Tnuc_0,Delta_rho_Tnuc_0,Delta_p_Tnuc_0,alpha_Tnuc_0,beta_Tnuc_0,vwall_0,xi_Jouguet_0,f_peak_Tnuc_0,Omega_peak_Tnuc_0,SNR_Tnuc_0,Tp_0,volume_shrinks_0,action_Tp_0,s_low_Tp_0,h_low_Tp_0,s_high_Tp_0,h_high_Tp_0,Delta_rho_Tp_0,Delta_p_Tp_0,alpha_Tp_0,beta_Tp_0,vwall_Tp_0,xi_Jouguet_Tp_0,f_peak_Tp_0,Omega_peak_Tp_0,SNR_Tp_0,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc_1,Tmin_1,Tnuc_1,action_Tn_1,h_low_Tnuc_1,s_low_Tnuc_1,h_high_Tnuc_1,s_high_Tnuc_1,Delta_rho_Tnuc_1,Delta_p_Tnuc_1,alpha_Tnuc_1,beta_Tnuc_1,vwall_1,xi_Jouguet_1,f_peak_Tnuc_1,Omega_peak_Tnuc_1,SNR_Tnuc_1,Tp_1,volume_shrinks_1,action_Tp_1,s_low_Tp_1,h_low_Tp_1,s_high_Tp_1,h_high_Tp_1,Delta_rho_Tp_1,Delta_p_Tp_1,alpha_Tp_1,beta_Tp_1,vwall_Tp_1,xi_Jouguet_Tp_1,f_peak_Tp_1,Omega_peak_Tp_1,SNR_Tp_1
0,433.20209190622086,-0.002812597994551043,-74.82080147202332,315.23771324673413,-387.5052280828189,0.9974485130804359,0.12908532083258986,7.945895366710421,4.186971992019881,-4042.2504123508697,14692.884206290473,0.5722271927241266,2.684302507014252,-0.4224804138297522,1045.3900768734077,True,False,True,1,148.99663583416543,146.8431903954555,148.6954537766604,22179.967416521744,86.09026075175828,-67.72733963893428,-0.00015987812454468047,-60.12092457971906,16739053.973364115,112868.03258132935,0.0010009172274622665,124190.64951945694,0.08211453210421775,0.6025982301489494,1.0,2.714920381191992e-25,5.272770307782121e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,474.4336215259986,-0.002088852098957827,-64.31156991181668,317.99421277562163,-334.8992018255136,0.9932870194670579,0.12908163424254335,11.698264091070667,4.916957459528853,-2458.28207251429,26008.46682406077,0.6005703022741552,3.7440589326891422,-0.38758627628254116,552.2316047963906,True,False,True,1,150.19095579541917,147.23888117718113,149.82858182161422,22344.19123809593,87.23418035850898,-58.44399016370586,7.033409443771015e-06,-50.94170432068478,17338840.57765031,131194.1719019413,0.0010054505721230616,102909.89947542585,0.08698557618839287,0.6026540064096622,1.0,4.9960372522838015e-25,1.3274342975374249e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,435.1196134579475,-0.003315066790505325,-76.23165457042394,325.29682397110355,-421.76755707472086,0.9962143421831792,0.12908984060373077,7.9287208551752855,4.236537066140605,-4663.386597264282,12994.111914304056,0.5736795338626669,2.6882697248172556,-0.4368351881815856,873.6025080537896,True,False,True,1,148.65723419310243,146.2737732844728,148.3235664177192,22125.914034870515,88.48722711117765,-69.2261605422037,-0.00014253708044339395,-61.19925023634195,17582520.491155267,131243.60574054718,0.0010620453683472101,111663.6419180803,0.08639696978272267,0.6033395193918755,1.0,4.639812434971187e-25,1.077700503675007e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,391.32336095377286,-0.002775225860596773,-74.83577079702742,270.5361746581935,-357.4685340429521,0.9970206276310748,0.12908283076886348,6.27828998084429,3.5943560026926216,-2356.5972952936445,7781.823718096784,0.5473202637225001,2.1686318289931763,-0.3853643799171229,967.296712022276,True,False,True,1,148.3052164576205,145.90564599753108,147.96831528593034,22074.412007458206,88.5149622522309,-66.72760521976124,-5.409444830969985e-06,-57.21831989512158,17566343.451158404,136790.0897397995,0.0010714159311764556,110636.92032874326,0.08824429390206182,0.6034511558946838,1.0,4.920627252291951e-25,1.1671376793580468e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,444.8473244451388,-0.00208574080974438,-69.0895254127929,308.0090642933466,-326.4785580412741,0.9903047905052843,0.1290806357966367,8.938302816941059,4.435768871881058,-2869.2831770843186,19432.25556923519,0.579041397329868,2.9738705162154413,-0.4212488251681536,492.54134990440207,True,False,True,1,148.98345661071093,146.1972574675822,148.61356396884875,22168.01541996782,89.46542384430572,-62.494775627084024,-7.346693619197819e-06,-54.154701039059674,18061371.69620335,146065.5415854454,0.0010823918265009988,100438.83321174665,0.089928742688417,0.6035812677381648,1.0,6.763806041314933e-25,1.9194190493553023e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,296.4631382735364,-0.00692407942084044,-76.60889301719567,170.98960237423555,-527.0434926927909,0.9944258561118847,0.12910266576973214,5.1643214644688324,2.2054609624336647,1198.001353671124,-10870.968228349127,0.488167717390976,1.6586571931894856,-0.10636186186880398,722.5261323934308,True,False,True,1,148.42304936118728,145.20632014121358,147.98014298093767,22076.13935918829,92.91821745847528,-63.841651853964905,9.357164389766338e-06,-47.18957578645727,18489183.71187663,197416.90156459808,0.0011273372145358552,83994.78386563373,0.10333163396399524,0.60410696700919,1.0,1.2224090384916816e-24,5.336763180308562e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,421.95252003645135,-0.003073309411811848,-71.07901412414704,291.10167305760484,-402.125527441264,0.9975317206489532,0.12908674869254905,8.165004256301891,4.066945754418796,-2593.133900821136,11804.39879685147,0.5672683127843499,2.7190753564786054,-0.37734433358824643,1009.7738343428348,True,False,True,1,148.60814742935443,145.713890475848,148.21688220620956,22110.440313612195,91.13775098853617,-63.9754440162618,2.4184150713141875e-05,-54.58762925735779,18665218.519797802,163144.3860757351,0.0011307296030236493,95122.63795723196,0.09349094026516612,0.6041461949470787,1.0,9.01298942089839e-25,2.8928486953721506e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,439.0012431065998,-0.002879516772126253,-73.56797222233105,321.6668794378515,-392.6414488329278,0.9969199929984585,0.1290862072679332,8.230582126062599,4.344225408738883,-4083.882424065745,14806.920396985486,0.5785163456868418,2.781683099638797,-0.44415071913889836,935.1750400581732,True,False,True,1,148.41794099189087,145.58256119448578,148.02988544452228,22083.378086506542,91.52826923592423,-66.94862503224033,2.054966162965209e-05,-58.25455627415056,18761876.63623762,161574.91265320778,0.0011424078106711416,95648.58200141051,0.09280018177037189,0.6042807650801229,1.0,9.168633521817641e-25,2.914991711727495e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,423.2792820332358,-0.002743728970830057,-72.59940614591245,301.0723460889073,-421.6843139984262,0.996840939129741,0.1290842501158723,7.977444974669129,4.121935394430928,-3170.615611241614,10671.751643130876,0.5692138795525677,2.6813504760724367,-0.4033654079454525,911.1884389485064,True,False,True,1,148.35724482811315,145.38899638059374,147.95402501285488,22072.34779055204,92.06277743298287,-65.64577254894567,-2.5794574170890084e-05,-56.182566636094045,18974626.33737564,171143.60362410545,0.0011577635844224213,92063.10850710915,0.09497159242774632,0.6044566162253573,1.0,1.0576241182626417e-24,3.6742967886913196e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,262.97576205349856,-0.006629735500177373,-64.22668203934697,172.89825922383145,-528.2670780268047,0.996090677539983,0.1290934961731576,2.605496093834717,2.669566589884561,2226.3185605590443,-23860.905521697,0.5083293307143613,1.0963017884394395,-0.5547096569663965,724.2249491026439,True,False,True,1,144.69342174371147,129.9508546130458,143.57079896005283,21435.509304680196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,425.42064162190087,-0.002735896643699716,-64.70311403662647,270.9684370006895,-363.9983419160364,0.9974995021669774,0.12908430443767058,9.269156466324665,4.1594776879455955,-1001.3168118177382,14392.843198039089,0.5711065186678206,3.010535397905432,-0.3375507852647637,913.2323542780756,True,False,True,1,148.81820856251628,145.1820226829228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,446.25934487057884,-0.002186036760237764,-67.59377434142216,307.1838075534018,-353.5023669026838,0.9918830589877546,0.1290813294650413,9.335708046712956,4.5204532527022945,-2612.7296066695944,18028.98965644525,0.5833523661839195,3.087335887128621,-0.41813205562634476,527.2772776305885,True,False,True,1,148.58691977163878,144.98805723889015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,284.1725144532893,-0.006517304783759037,-75.33649618323005,162.99599122898036,-496.40559470872034,0.995328011323123,0.12909690724592865,4.6318406335769975,2.1406964160146105,1620.4449455758613,-11802.359152999517,0.48591508206676065,1.5147428943966845,-0.11824435015387755,776.6290006505509,True,False,True,1,147.7088007038643,143.8768218969317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,289.7034115073093,-0.0059288450345403925,-70.34904537999803,162.9192495870365,-498.1146771027509,0.9960909063994866,0.12909389425755594,4.928277519357252,2.2924972840515343,2036.5114128304149,-11360.269373960997,0.4926184226626064,1.6141522605145686,-0.1375075591275758,793.2845408947569,True,False,True,1,147.45026173727248,143.7135609291086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,290.74009270489813,-0.0063005913569485535,-70.94676274003369,163.30268920733195,-523.2750586602264,0.9960729477239659,0.12909665184826155,5.154689900968225,2.2769177685472,1969.692176620555,-11931.846613103655,0.49196171082255197,1.668158769999923,-0.12234206824584945,798.1824660436954,True,False,True,1,147.56781393288958,143.79687418370492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,418.2395801620473,-0.003263407756842625,-70.05645988263252,286.1426231302092,-368.3185600886698,0.9969565249282745,0.12908808829430068,7.838085344213493,4.054321425798294,-2272.419604350074,11752.16761152928,0.5664561636167547,2.635241573686422,-0.39519563348930437,895.8911123523027,True,False,True,1,147.93690808349265,144.36217373454497,147.4651803365706,22001.59253006242,95.6078879379244,-63.120369089519954,4.647340478653851e-06,-52.43006675064183,20369888.83534491,215286.66456365585,0.0012596528630918148,77933.83081510682,0.10280499946970119,0.6055935567597701,1.0,2.0174139520324285e-24,1.094638841343711e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,296.16886968842203,-0.007131493193807462,-69.62006202961938,167.35576522803777,-552.9272379198309,0.9950143861576777,0.12910432985324138,5.503801540712604,2.373860013020836,1927.2618992107555,-12726.890922583043,0.4954778878797508,1.7715937206816237,-0.1268647180736605,694.5946456918559,True,False,True,1,147.19027655352272,142.99679339097565,146.60350784926288,21876.51636938677,100.2740390228623,-57.82262298467848,-3.907222655257423e-06,-38.54703805635971,20635096.964770317,293791.7500870228,0.0013065781607397337,62350.27112348613,0.11932090568797464,0.6061008501653502,0.8174406451816187,3.490846759737479e-24,3.7564255781467835e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,298.2476452014604,-0.006893196649329734,-72.66963773881723,174.41028824309558,-501.478992776012,0.9959864445043073,0.1291028274495686,4.9851411134701245,2.371801518780713,1413.7582777672096,-10972.317929496741,0.49587520832847376,1.64158553149765,-0.15300766433221083,808.654472619897,True,False,True,1,147.11960153268026,142.82782839103646,146.53283739758785,21866.270209466253,100.16210322995349,-61.19987597843263,-4.871750987683279e-07,-42.00598648647196,20856113.601243854,296678.20140588284,0.0013231959998455391,62177.60834360156,0.1192686014897343,0.6062781891887071,0.8127462558850708,3.6473834583358385e-24,3.963382523979185e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,411.577631445879,-0.006383324393097157,-77.75230429338153,305.25314955216163,-175.27572445050063,0.9954953300795707,0.12912577254362112,5.2959722748726685,3.8747013230187615,-4195.149347786624,16834.503688117402,0.5582629946955608,1.9697766225546274,-0.5795878291983889,816.386193034191,True,False,True,1,146.5014560305982,143.31405278985065,146.04085795082736,21794.853225705967,97.58726622715653,-70.26441594109848,-0.00011901329424508794,-59.75273871140216,20905539.188170195,224719.42756664753,0.0013449169309729602,79362.7815106534,0.10367871916935809,0.606508222593799,1.0,2.373087217134913e-24,1.25684608236892e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,297.92689028167615,-0.007040813106581667,-65.2993996165664,167.3088754240151,-497.9626225934304,0.9969611303801843,0.12910399296504674,5.115005704226542,2.530162090341024,2294.71735888486,-11676.618226715102,0.50295977269771,1.7004451077801395,-0.1837852086104814,835.6926355681668,True,False,True,1,146.42178788938693,142.10902271377054,145.808721561583,21761.124352575556,102.06660543013479,-54.36532424802249,-5.605566563302004e-06,-35.07875579015307,21001683.144466758,314380.93744790554,0.0013596528800721682,59213.69018713846,0.1223491767185837,0.6066631667772444,0.7716915093037627,4.3583635038564125e-24,5.564931194976143e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,290.410807854676,-0.0071455795618824034,-65.4721678796353,162.94091583612274,-548.5918776077044,0.9960958119546477,0.12910302686594802,5.22869497950325,2.4582557663678597,2426.1981228359664,-14426.98428515601,0.49953203559210885,1.7168830392704557,-0.159832426271488,738.7572909267917,True,False,True,1,146.3875662888317,141.89802207216368,145.75024580241006,21752.72446620028,102.83982690285418,-54.18273662153148,1.3614404659584618e-05,-33.84979277338452,21001940.81096196,328170.1554685831,0.0013617532004413784,56824.21335325773,0.12500282452557762,0.6066851786529792,0.7411992436644965,4.7446928148803004e-24,6.861411058971898e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,294.11922115017603,-0.006285753963177646,-77.10413953207491,179.08975353972411,-521.0439673236243,0.995765097173515,0.12909718984899762,4.7336365197678605,2.299237172989319,851.1305837837081,-12744.029594851367,0.49273865789837556,1.566615325440185,-0.15010103098921576,835.1378326616403,True,False,True,1,147.03912772779088,142.17215389128123,146.3948062756209,21846.137050674573,101.74752140411994,-65.72943289578996,-5.258588373073742e-06,-44.981597809364615,21564359.504718542,336746.6397178173,0.00137348973032816,56498.959497439,0.12496354982041341,0.6068078514666725,0.7411992436644965,4.924478709230992e-24,7.14865320391587e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,407.55719877256416,-0.002879536320745818,-77.35576779002244,310.3270920094653,-380.0351296506942,0.9969377116435638,0.12908438675425546,6.176263194825355,3.988938332249142,-4246.479070557718,6870.888792686106,0.5637206393571952,2.2088888540811955,-0.5149793665447365,986.1782608649366,True,False,True,1,146.62902712924733,142.91095614427547,146.1161229936849,21805.811507226786,99.05042481209911,-70.5385973675155,-1.4974704484293832e-05,-59.13140977475849,21485623.553925276,253459.26057612896,0.001379330303800182,71091.1976516899,0.10861257263023372,0.6068686919977739,0.927862754261668,3.185359619002768e-24,2.3374707686011783e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,283.41904612121584,-0.006977153443847789,-77.94013921167902,172.52983808770801,-470.94922158321464,0.9935805819207846,0.12910006805767715,4.11054677403185,2.190103088885476,1030.400349659125,-12448.379230970531,0.48710640450365483,1.3926538749888753,-0.1626221652378816,684.5411253931599,True,False,True,1,146.69687981297886,141.46002553435335,146.01081196852545,21790.653246638616,103.08338149167145,-66.20812703846863,6.426970251315295e-06,-43.920369342548156,21814507.604451656,365465.8227379322,0.001404563802018785,52741.34839784407,0.12943468685842693,0.6071299937091945,0.6877311716832049,6.028144599600051e-24,1.0839048964778593e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
