,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,num_FOPT,Tc_0,Tmin_0,Tnuc_0,action_Tn_0,h_low_Tnuc_0,s_low_Tnuc_0,h_high_Tnuc_0,s_high_Tnuc_0,Delta_rho_Tnuc_0,Delta_p_Tnuc_0,alpha_Tnuc_0,beta_Tnuc_0,vwall_0,xi_Jouguet_0,f_peak_Tnuc_0,Omega_peak_Tnuc_0,SNR_Tnuc_0,Tp_0,volume_shrinks_0,action_Tp_0,s_low_Tp_0,h_low_Tp_0,s_high_Tp_0,h_high_Tp_0,Delta_rho_Tp_0,Delta_p_Tp_0,alpha_Tp_0,beta_Tp_0,vwall_Tp_0,xi_Jouguet_Tp_0,f_peak_Tp_0,Omega_peak_Tp_0,SNR_Tp_0,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc_1,Tmin_1
0,113.20890177107931,0.0339888556389335,-170.02792006664518,52.06543696230709,-101.38255755436373,0.9683780951283317,0.12904712620017092,0.3593422479983434,0.3039199244311305,3362.6268896304236,-6919.080477128202,0.39612740897788684,0.1404888827381076,0.06478574239354858,659.9589510972335,True,True,True,1,148.49676529732005,126.73167730500072,142.04602157744588,21214.106804682942,141.33287930263216,-152.35519774294193,1.0867729982259345e-05,-22.887759851291044,36673757.551369786,4964935.12157166,0.0026321141613968066,5173.650991240745,0.3679417622957277,0.6176966832621748,0.06560069707508705,3.3049340016976097e-21,5.66408836283455e-10,141.2400034578435,True,17500.30223212709,-152.87695484048177,143.92577046750316,-22.546816128664275,-6.120118683529792e-06,38207223.39033151,5697850.654175043,0.0028059151559263634,3774.1895740566356,0.38617378790537904,0.6189550067477422,0.08259589799247137,1.8949410568042736e-19,1.7242323689701858e-08,0.5649832846866777,0.0641548589949847,0.0,128.4310319522655,0.0641546985255843,-0.0497842972130232,-24.327789360423413,-149.87915090247822,Deflagration,0.0024362175101146,0.5649832846866777,0.5339191869908017,0.5831264490372021,1.0252437684669164,True,,
1,124.35853822841206,-0.0575763895235004,-186.3051927320112,51.19086510587963,-144.72708132533614,0.9685411378557734,0.12906911207064442,0.49124093001998387,0.27499738861867723,3058.856055107425,-9905.69227527804,0.3950122464029164,0.16864313060810884,0.0905831273299107,725.1022936028563,True,True,True,2,159.13406672976845,159.06793783232249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.97640503998056,120.17523614386178
2,111.62226397610658,0.0299810255273274,-170.98730809921003,52.546783988568926,-112.69622381688808,0.9670928441078016,0.1290504655844708,0.3833917333344034,0.3050448646766539,3296.7349847837104,-8129.2998485236585,0.395554059680302,0.14668874411304317,0.06837338169411758,649.9417588970326,True,True,True,1,144.40521704656643,124.41643576749537,137.01290123649053,20482.719303899023,156.04127483461326,-154.6676529877744,-1.1612361054975009e-05,-17.841262155139646,42044576.074622154,6763091.129678488,0.00349099394639187,4577.9466545246805,0.40106764759223057,0.6235420346946925,0.056153222875317765,1.015530917657796e-20,2.6782182228995466e-09,136.3168451041695,True,17581.78338708908,-155.06900771806824,157.91089618067622,-17.60978834606542,-9.533231498852829e-07,43247435.07761693,7488689.789924383,0.0036651975752374113,3623.173233805572,0.4161239791284169,0.6246279974932964,0.07663765740201034,4.70196633266901e-19,5.29503014992122e-08,0.5688988941614429,0.0636122144092009,0.0,142.65556118659867,0.0636121180544258,0.1235166326382177,-19.25913151689105,-151.90703882660588,Deflagration,0.003140641803609,0.5688988941614429,0.5291024691555418,0.5864102142695959,1.0324427385436437,True,,
3,112.27166406575769,0.0299860367365257,-182.09169971007518,46.91523332315196,-102.6165559241227,0.9624101780629097,0.12905153578046819,0.3541404611872001,0.2556123257834682,3517.2304115547213,-7004.891606571986,0.39123610108639256,0.13113716959404473,0.08292742102004257,645.2385833293022,True,True,True,1,151.11442915891448,128.0184143423964,143.2130911025873,21383.54037269269,138.84124227857265,-163.8370324603441,1.0082024644563599e-05,-23.080299616138014,36865485.63928604,5656639.855617523,0.0025598565621219966,4278.392169544964,0.39171417248245016,0.6171603283004465,0.054874387385975096,4.211331495185681e-21,1.1827357282448913e-09,142.4123933980872,True,18142.53055049002,-164.29621427772616,141.4600107791042,-22.731112278689146,-8.250261361275398e-06,38396511.41976404,6367787.5303708315,0.0027272456268808303,3291.458778957266,0.4072380960033275,0.6183908250916318,0.07151995188338071,6.996727330622469e-19,9.555003584233696e-08,0.5873906754882413,0.070149055839746,0.0,115.88172467347168,0.0701488409055956,-0.1391117459909887,-25.70545707264908,-159.85561383868628,Hybrid,0.0022291953639055,0.5773502691896258,0.537537235428189,0.5954964324738015,1.042324690019515,True,,
