,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,num_FOPT,Tc_0,Tmin_0,Tc_1,Tmin_1,Tnuc_0,action_Tn_0,h_low_Tnuc_0,s_low_Tnuc_0,h_high_Tnuc_0,s_high_Tnuc_0,Delta_rho_Tnuc_0,Delta_p_Tnuc_0,alpha_Tnuc_0,beta_Tnuc_0,vwall_0,xi_Jouguet_0,f_peak_Tnuc_0,Omega_peak_Tnuc_0,SNR_Tnuc_0,Tp_0,volume_shrinks_0,action_Tp_0,s_low_Tp_0,h_low_Tp_0,s_high_Tp_0,h_high_Tp_0,Delta_rho_Tp_0,Delta_p_Tp_0,alpha_Tp_0,beta_Tp_0,vwall_Tp_0,xi_Jouguet_Tp_0,f_peak_Tp_0,Omega_peak_Tp_0,SNR_Tp_0,Tnuc_1,action_Tn_1,h_low_Tnuc_1,s_low_Tnuc_1,h_high_Tnuc_1,s_high_Tnuc_1,Delta_rho_Tnuc_1,Delta_p_Tnuc_1,alpha_Tnuc_1,beta_Tnuc_1,vwall_1,xi_Jouguet_1,f_peak_Tnuc_1,Omega_peak_Tnuc_1,SNR_Tnuc_1,Tp_1,volume_shrinks_1,action_Tp_1,s_low_Tp_1,h_low_Tp_1,s_high_Tp_1,h_high_Tp_1,Delta_rho_Tp_1,Delta_p_Tp_1,alpha_Tp_1,beta_Tp_1,vwall_Tp_1,xi_Jouguet_Tp_1,f_peak_Tp_1,Omega_peak_Tp_1,SNR_Tp_1
0,428.55788128795336,-0.2367488999744365,78.31446442066772,-181.3839636454557,380.3670295481228,0.20531480620471446,10.9252926983543,4.3028931912463815,11435.2102056996,97432.52014837236,0.6164461013163667,3.448472039796305,-0.21835553212094447,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,152.22932762951172,-0.018580213606489274,147.6454553006558,-119.91293772777081,579.2909633489438,0.12909552615825343,1.928657118417122,0.8160142709479614,-985.3260830402887,-43369.96850621665,0.43304983961403526,0.6181666580956073,0.04278167544418375,True,2.0,92.97345925255702,23.311506202941754,23.430182498437517,23.311506202941754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,540.4728460238205,-0.17761848753255854,-299.95304146763056,575.6935090280508,-972.8390091430437,0.20026687892203246,2.873778981569149,1.2682329464102773,-103489.33659033458,-52978.26350317308,0.4874779608068546,0.9298169031273334,0.060345296862661435,True,1.0,137.78668953923122,136.2217031358094,,,137.45366774139302,20546.984992990005,106.69956512297776,-276.8998315007707,-8.255260294452676e-05,-268.47196407601774,19122438.137140393,169270.64188218117,0.0015672777294425766,102230.37625552689,0.09408473981381466,0.608758316975956,1.0,2.1049900985785e-24,6.807164305346647e-17,137.3888274989751,True,15289.48438816276,-277.059852515829,107.84067035924836,-268.47320956078795,-0.00017533830536911095,19532696.245158434,204652.84504318237,0.001603964654864787,63697.124548813845,0.10235941497782615,0.6091128898983947,0.7806317717512155,6.241295941781666e-24,7.651089659792399e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,191.3732848438833,-0.1456206931664547,-95.1068959554582,57.188276532958746,-656.6589398450591,0.13271740064642862,4.444892409918295,0.4726897451393277,4743.406847025191,-26145.290505003417,0.4205555882827632,1.1900047266694618,0.12015041507320584,True,1.0,140.59565358758223,139.18104990022718,,,140.12988381963197,20935.76584855443,121.60486008678788,-54.58162746873448,-2.526386653573934e-05,-16.304510857809195,21809909.570252895,273787.25705325603,0.001653580109487596,79012.78969112094,0.11204169825579548,0.6095856317584891,0.988547401257578,4.481583643690617e-24,2.714519640085127e-16,140.0676380144307,True,16704.94767592376,-54.96229275372529,122.2967035417202,-16.283498415003017,3.4984194311880845e-05,22099019.744736195,312542.409078598,0.001678508896390463,56756.899624276884,0.11892357952473313,0.6098203114534295,0.7119118354748795,8.976252056863188e-24,1.466346748001612e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,496.7968492584466,0.13588322072764664,171.4000429852031,-438.37151253244383,228.83227471502826,0.1640656223876586,3.476643001697304,1.822368869769802,-38423.396959995895,40632.27573045867,0.49246632934631457,1.1728888953859595,-0.0747443658599651,True,1.0,138.82084861716504,136.6766075758259,,,138.36935123946432,20680.154242701952,112.34161987575014,152.1900724622608,-0.0001322822049836843,142.35579039260148,22277492.35939467,262678.36532509327,0.0017775146800897317,76285.30001039327,0.10858729154027798,0.6107345120213323,0.9440336908281683,5.97562492350641e-24,4.1770735323350167e-16,138.2802594676939,True,15293.272723541337,152.35888707177617,113.53281127450276,142.35909890090696,-0.00017625652967310655,22749753.133999586,318134.9653403759,0.0018199223229312844,47003.13989286278,0.11825441330253966,0.6111177850686496,0.5819456701030159,1.6590532191308382e-23,4.951672563744352e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,945.3710081138984,0.25993612544033673,230.59507011124333,-43.14881303877758,874.9629861194965,0.6075469235895539,9.702213716191823,-3.6545515969475524,-70287.50813165872,197713.83057644928,0.48600196050070577,1.8164614962233636,0.2634051698250811,True,1.0,137.36413567916873,134.94498049364714,,,136.79598432673657,20451.396340271487,123.1272152129813,203.46815448285253,9.290759717848433e-06,191.8219997443648,23854048.785996437,336516.08312654495,0.001993246126957235,59656.47602637273,0.118774130852688,0.6126367186816669,0.7285027837087908,1.370433739161921e-23,2.0703602387420078e-15,136.69856307236344,True,15755.239845635848,203.67451782473012,124.31220447181246,191.82016751794328,-7.087843203278855e-05,24318233.423131943,398470.38179302216,0.0020378329785959957,39219.732523763174,0.12800649659810978,0.613015921294287,0.4784537027795146,3.330637722416325e-23,1.767317954677559e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,573.0298214615383,-0.18661595484731314,275.9995085661681,-946.897293952084,209.698666836078,0.21787016017182617,1.782046932048254,4.269812410401406,-85509.07409315542,103300.3282450122,0.6213454124313819,1.1571471347456312,-2.339764222535358,True,1.0,130.2651378946039,127.99845607826059,,,129.6816356303462,19415.8067723161,128.17704877734656,295.9491954774081,0.00031907309436566254,305.83241996036725,21990302.15959835,364957.0608677864,0.0022763513044679567,55313.7685595702,0.12882652339763492,0.6149727956907227,0.641805895102865,2.3757117846694555e-23,5.280121021783539e-15,129.593047232868,True,15347.256115296834,295.78749384782446,129.31473014178118,305.8336351812977,0.00019967174344570127,22395583.670645714,424556.598218441,0.002324761254970762,38103.983607904105,0.13768499232005044,0.6153563118155158,0.44138992023228135,5.2578036765432404e-23,3.566410593600748e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,594.2831393658637,-0.1929796279806808,270.8361057287793,-925.131455840968,214.24587783513118,0.23147995214420025,2.012611575220969,4.368601047087752,-76304.73262750759,118479.6493067537,0.6322665016128333,1.2312530683198677,-2.1391557114364463,True,1.0,129.56510596803454,127.22669310569457,,,128.95194684892553,19309.720032947847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,585.9075285713271,-0.18766445898123285,276.1529733126344,-978.3897137515033,214.0325988888051,0.22314400681576424,1.859502994881153,4.426202507085982,-87887.3495428421,109470.4612286662,0.6304985897818749,1.202576166567952,-2.41079483163531,True,1.0,128.91159455289883,126.19800178330216,,,128.18129687981553,19197.36720806422,135.64739219940242,295.13164690362163,9.653140371875075e-05,306.11251165896135,24017378.19590807,503032.0116972923,0.0026067757839540453,43786.179274027825,0.1447221524808316,0.617509517736509,0.5010140730145242,5.665660172124996e-23,2.6225212715164188e-14,128.07691292736746,True,15352.812151035687,294.96542936497997,136.77088893072582,306.11382278546125,7.716564544926532e-05,24435143.85235405,580224.0604710579,0.0026609272139528593,30820.35738159656,0.15409566342351774,0.6179083350192638,0.3525929600414128,1.1988497471220344e-22,1.58523627171639e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,768.5750821060251,0.2223026648178052,385.7889444837484,-899.7147941687881,433.393355242286,0.35965887622959924,2.21480197776231,1.0301259011491455,-248641.07878710248,122976.99706296845,0.5572528325747574,0.7253881446321017,0.2398784869585836,True,1.0,129.6441855746955,126.2384091966135,,,128.72930597582288,19277.237027293013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,417.7757245324067,-0.2018243299482549,244.9887572321788,-696.1630886125428,684.1542934766659,0.18174007567719977,2.0796632193220828,3.35895128408148,-58734.78352939544,-27110.678287919494,0.5653278232540717,1.0797410188441008,-1.1745556966390562,True,1.0,128.9139132902818,125.27397300526638,,,127.91975463899105,19159.307595052604,143.86069804224292,265.1810930291336,2.6633931059234722e-05,281.2973100083643,27038172.394432068,769127.1227962971,0.002959141190287877,32142.26572403121,0.16865934018932668,0.6200297507768368,0.3670983151021696,1.5241352573968503e-22,1.7846767884654072e-13,127.78050297405818,True,15393.764131203678,264.9596434880225,145.0137435653461,281.30199393440455,-1.8218300130434822e-05,27506765.737269282,884494.5362606049,0.003023800211349935,22726.020931066334,0.17931962123701614,0.6204741922545272,0.25984080538730026,3.198767617965621e-22,1.0522112347494287e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,671.3281188856947,-0.2368472566802705,208.53647440363238,-635.2517621416471,332.1152190474036,0.32664259632850395,4.641171866756237,4.978902966896016,-4413.980091189078,191148.34246243804,0.7052770703636628,1.9901101278383955,-1.00865996655049,True,1.0,125.33644082787157,122.4036887474224,,,124.46536560805536,18656.127310144082,145.05663990835887,228.90897743553134,-5.26880435003292e-05,241.2715402980312,25422049.712152004,651587.1895756721,0.0031102479268430142,35936.89853765767,0.16009618640032974,0.6210603993255518,0.4002221775559149,1.4247822827308262e-22,1.299193802712258e-13,124.35685629960099,True,15267.926545059972,228.73631056198533,146.11247012147368,241.27265441849414,-4.82866003099205e-05,25813415.246719837,738604.6198616028,0.0031693733420262325,26444.806157908293,0.16915439104084812,0.6214562377268855,0.2932470263026694,2.7491675262810433e-22,6.259371652835222e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,859.183774441996,-0.22969283183876074,-297.77630532074187,675.7232624955931,27.4512232014686,0.4380361552838577,3.5174698396926147,0.08422551332846911,-170928.8914809859,253849.4892664328,0.5570289559426919,0.8934050454778986,0.4375319621124342,True,1.0,128.6582686464161,124.3663673885712,,,127.48456477200394,19096.010286005683,149.48332602714618,-278.1788092796154,1.5191042828439177e-05,-263.8735522311192,29500656.056284904,969805.6740617752,0.003273736780212251,27141.279408920927,0.1813119894549078,0.6221452338794534,0.3088480562549631,2.8810921350228982e-22,5.635275117288983e-13,127.32044912024432,True,15347.751458900584,-278.3848567420356,150.6712053877515,-263.8724458591258,-6.529788136471634e-05,30001726.359360695,1114659.2778692245,0.003346843490272521,19200.959707587255,0.19275157916726393,0.6226207615605786,0.21860990469884486,6.041947406354062e-22,3.3051335282250493e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,537.9740958671782,-0.16682912188775964,-231.96111007965698,565.8022211504317,-863.3938357254613,0.19134547291171497,3.7934007275809223,1.65422176620855,-75142.32034559299,-19957.09607119966,0.4991001252932906,1.2240538095966556,0.011002698161999308,True,1.0,131.60713216703155,125.6242531758324,,,130.19053625867366,19489.870126483816,148.95700690276,-215.48860718012872,3.212953688890447e-06,-198.18171810882603,33856332.6855824,1294802.2663576603,0.003449253500183432,22828.01411558812,0.19556078354102407,0.623277445522347,0.2658963380198815,4.728787828738014e-22,1.4509655386352622e-12,129.95020557010307,True,15025.914398811177,-215.7366843331447,150.3967614171533,-198.18607538781433,-2.0117164054252273e-05,34543314.34112644,1528989.8338024616,0.0035458081255996766,15011.784402439405,0.21038767613076384,0.6238868792293413,0.1746308872472062,1.158628509825696e-21,1.2291915068317515e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,183.050691506497,0.2035245043089388,-99.27710108241399,127.5255988099985,-881.5086605944949,0.13509283000034028,4.127491531689519,1.429186545022632,2571.1948934862576,-42449.527725594424,0.46159733628818994,1.2700706404261517,0.011375181836103199,True,1.0,146.42634526991063,114.06543436090924,,,135.6553505040721,20285.394172207034,157.05642384332936,-105.69298527148209,-1.986434132122447e-06,-10.549132769479627,42077418.60942018,8644851.8368963,0.003638328569617594,3177.1328670633084,0.45326713711246147,0.624462374768089,0.03861832176183047,2.212854423098285e-20,1.5675958473638703e-08,134.51903912811616,True,16983.927070427,-105.37353994912195,160.1670226354509,-10.262515467718803,-9.983635492549347e-06,43977599.42037976,9781956.39801836,0.003920582620720565,2386.2817870597783,0.47162530795595764,0.6261699970661528,0.028789201194727467,4.6148423598897176e-20,6.824759864630296e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,175.9690940654495,0.1710970811909845,-100.77244517810837,117.23174764753901,-754.7511213309504,0.13273702258783582,3.511631885299465,1.266915883781289,2664.870120273644,-37257.83486518877,0.4536581550302151,1.0890606186217477,0.018468506624035763,True,2.0,157.48951886573306,157.40005192868156,142.2320633601074,115.23562154008866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6694882074838,19995.78392362404,162.7455696732959,-102.75382575170363,-1.4655083059839478e-05,-10.599930031714353,42718620.00991213,7878702.595440388,0.003909641140785993,3795.4564265201416,0.4294560706652175,0.6261050862082754,0.04537623038781288,2.037472857294935e-20,9.442305017128203e-09,132.69928469867352,True,16669.741438300578,-102.70057191414473,165.153011412367,-10.35196722583078,-4.4889896171799154e-05,44272783.28787923,8902428.807145953,0.004173292128270172,2825.0653734199636,0.4484208957570568,0.6276422860948145,0.03343968140493838,4.23065238894088e-20,4.2639576758346117e-08
16,184.7427737307721,0.17403812102216418,-98.93508396046884,110.73988681543436,-1049.394530928084,0.1336455191549214,5.285686971268844,1.248725942102956,3256.147240706181,-48162.86006870674,0.4533544890771607,1.5295427331677036,0.0598936829718095,True,1.0,141.1283696727599,122.16566201953071,,,133.1167242433613,19915.38228263876,166.97140177015814,-98.87656812808734,8.167431152927523e-05,-9.562478185522576,44114667.390921235,7862461.731908917,0.004105507365946619,4320.07041887668,0.42217038812694313,0.6272523143174392,0.05150577519459376,1.8865088520952318e-20,6.273838271606408e-09,131.96399516915199,True,15576.122625783639,-98.91302004137476,169.61273971041987,-9.30435750878955,-4.775722499171079e-05,45888598.674958706,9126803.897087216,0.004424554003537872,2984.7392070383653,0.44597135208264727,0.6290580620232303,0.035218705314477114,4.639418976734655e-20,4.1288551296454185e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,181.05238508720626,-0.020516078189455125,100.63728132764057,-104.74677206805588,630.3122029628199,0.1291335719841552,3.1922262778683934,1.0550169278825217,2628.461916193817,-30672.653385408346,0.4430273065659262,0.9738927241141853,0.04196394323356431,True,1.0,136.6146485449054,114.6886923899725,,,130.43898308151452,19525.888925402392,168.51785986435127,93.15584952648022,1.7611030973780457e-09,10.856306593785952,42501576.39419329,6340199.192145586,0.00429655274377424,4956.110270600122,0.3862326038742386,0.6283425436600131,0.057793758716065735,1.6961145780016476e-20,4.1205777663852505e-09,129.61002041353862,True,15919.753386149263,93.49086615475093,170.5166359723345,10.63740923215212,-1.224899392657223e-05,43827600.64332676,7269464.141499996,0.004547075645889941,3531.1889871326207,0.40726524631022165,0.6297322781164675,0.0409077791788892,3.755420898641842e-20,2.277465382796005e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,905.5568401760801,-0.26251895186803137,-279.78234220448667,451.28234578738335,-177.02824087185132,0.5759427599036839,4.8960294595403075,-1.3137135712281285,-142767.9237470327,245022.95652864326,0.5677347963960802,1.005055103013722,0.48781811923868457,True,1.0,125.60319888219603,118.23586637705864,,,123.50221608675902,18515.868789878095,168.44220375159333,-261.21858723636626,-3.319488865917428e-05,-240.81578918236357,35538750.59119606,2089996.3396177292,0.004487837619889983,14627.177422443028,0.2425055514583787,0.629407576606271,0.16110297181179456,2.5010787881800508e-21,3.325346489431968e-11,123.22503978624847,True,15061.106204779246,-261.48787632739186,169.69911051040953,-240.8131034425543,-0.0003618401376247519,36138016.15140581,2382614.97820282,0.004605490287431687,10539.414313266341,0.2567702949612237,0.6300501745228064,0.11601984104868257,5.093290193850571e-21,1.7614711904642097e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,152.44264723625602,-0.018658268436673443,96.35029553727352,-106.05552276633136,507.21907803147764,0.12909589318612572,2.086891076781694,1.1066981349956808,2743.5436718332467,-29316.385332391066,0.4451618507966264,0.7061724583613703,-0.017627236692281473,True,1.0,132.58635490506762,115.79102835047884,,,126.87910023415407,19007.68139834704,174.50626200692352,91.60755465747728,4.761101951811767e-06,9.155191126321494,41193109.04293549,5963581.116851807,0.004660712856318105,5645.422253287151,0.38048827629068793,0.6303486459068183,0.06410670447324629,1.7207336217107342e-20,3.164361692575673e-09,126.29551750343433,True,15996.19550118495,91.79403879771272,175.81273757418649,9.030239653406035,-1.1675585252115343e-05,42059898.26200211,6616108.5462327,0.004848920418217504,4330.5690679961235,0.39661323448738445,0.6313513680420954,0.04890403260546896,3.179349406856347e-20,1.2096894231856195e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,891.8325736164038,-0.23276361685738825,-277.28603897507105,665.5186040081071,26.14727490132237,0.47129312487168895,4.382292195124871,-0.1633953475682746,-162253.38249608353,266501.07680344913,0.5633399048659099,1.068340490853172,0.4697700612318056,True,1.0,123.56945092678502,115.07750368406548,,,121.13174177571084,18170.210183252784,173.34379537210646,-261.7065502845006,-0.00010356737445121707,-242.22589889554013,36213231.33115578,2501319.0838394165,0.004948884714844526,12325.236635416693,0.2628154600021052,0.6318751471159045,0.13321780731098753,4.693287578376485e-21,1.0863910038283202e-10,120.81309766562424,True,14810.662781696676,-261.9590315053779,174.63581929923484,-242.22305544653588,-6.481792749617075e-05,36838104.70374203,2847771.931672573,0.005088612050690712,8907.148987876293,0.27803787693684484,0.632597472793791,0.09593807398618856,9.546038129865144e-21,5.649021147078687e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
