,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,Lam_CP,EDM_bool
1,344.76520343814315,-0.00307280339638466,209.79493119935609,-716.5277510235959,333.2073284154144,0.12908213513559028,0.9685215455343325,3.4215124457494457,-67202.57306686939,-27090.687997919904,0.5416055680527656,0.8123824606751574,-2.892726587240264,True,88.22837242402106,204.39172488493827,-0.00016332400617911468,194.70825657866953,143.8705476829903,2.586508003906772,0.0011257688167056537,1.0,0.0011257688167056537,2.586508003906772,noneSNR,,,,,,,,,,,,,,,0.08951302446966006,0.604088809845843,True,,,,True,0.2140936503852313,0.1461685357081838,0,86.3887527536813,0.14616677992837832,0.10693420338039968,194.70177035080255,204.33377524049604,Deflagration,0.001124583575914076,0.2140936503852313,0.21329476971372907,0.5773502232704758,1.0002633403504158,99,False
2,688.0127149951409,-0.04280038403190087,-148.94716184847528,920.8990806426744,-956.743638897994,0.13598632661367013,9.638081485097619,5.6491536739415835,-66258.6062666449,55148.05478309278,0.6378760482998113,3.3510459835980018,-0.6917960821870701,True,95.09576247348564,-140.384516115182,6.4784026494591735e-06,-136.3009021763201,145.42144758884106,2.024255477735835,0.001134361629712539,1.0,0.001134361629712539,2.024255477735835,noneSNR,,,,,,,,,,,,,,,0.08347068755247057,0.6041881254312781,True,,,,True,0.16046490032398456,0.1870383551358947,0,93.99735098325456,0.15964800330642664,0.4408442967129688,-136.30131032652022,-140.35984681247683,Deflagration,0.0011336755721005176,0.16046490032398456,0.15988876138892982,0.5773502714393195,1.000150752429267,99,False
0,610.7817441165918,0.27575632725864,43.63164415334285,-467.1503565436101,470.96132609633247,0.3476345317979578,11.193188306912855,1.9899329536489239,2583.272297691493,-263420.69846934994,0.5912326208797609,3.1299525690030343,0.259191608936284,True,187.76260382599028,28.125186636719874,-4.834729462879687e-06,0.6898367224542734,113.65025930410492,11.18948168317715,0.006679678418349097,1.0,0.006679678418349097,11.18948168317715,hs-SNR,,,,,,,,,,,,,,,0.3081003794143163,0.6401395132648293,True,,,,True,0.4299342432597679,0.19159456480427686,0,183.9133772225083,0.19159455006865045,0.4195054525601097,0.6971743914472922,27.220331908388072,Deflagration,0.006447708399206996,0.4299342432597679,0.4151182895536364,0.5773508837099806,1.0088754247058929,99,False
