,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,eta_BAU
1,285.2778376397908,0.0005429411309112632,-71.73938178427056,147.92024227432145,-782.2119119480799,0.9973704740423848,0.12907425588664076,7.287229943165497,2.063932041626432,2523.1102731901433,-18550.1436939668,0.4837227438793814,2.1657961593957795,-0.017065481217696882,987.2930801891624,True,True,True,82.94337664509275,-57.810086348744115,2.8188998544786193e-05,-43.445666159305134,150.34163846422518,2.680450992595894,0.000850700954573638,0.08621448295829016,0.6006690436608483,True,1.0,0.000850700954573638,2.680450992595894,hs-SNR,0.22816056403344104,0.15407317711882107,0.0,81.65526923168069,0.15407186263158726,0.18501692068571296,-43.44378510037985,-57.722941469574366,Deflagration,0.0008499241696567503,0.22816056403344104,0.2275071682610633,0.5773502661834594,1.0002284082683828,True,150.65218340185768,20.86686035092733,,,,,,,,,,,,,,,,,,,,,0.0018265022386932293
29,330.79517084992295,0.0010443533211988124,89.22117845557541,-297.50170164225887,326.0461279873664,0.9750499397689484,0.12907493974296605,2.352783506080924,3.3299706569692464,-5465.666903385125,-10496.203671320704,0.5254683254181359,1.1431909860151053,-1.0491788761751484,391.89522793073616,True,True,True,117.86364232803398,83.35465755539596,-5.160090208394968e-05,57.88314944659909,140.77352386590326,14.153349740472946,0.002055798673303555,0.17435665688867802,0.6131674597130023,True,1.0,0.002055798673303555,14.153349740472946,hs-SNR,0.3786327653781513,0.07822038240765564,0.0,114.68085829650282,0.07822004061297633,-0.1864642325992189,57.885622481548594,83.16264275615738,Deflagration,0.002040554221244031,0.3786327653781513,0.3751621423370775,0.5773500626616108,1.0018624755606655,True,142.02252762159628,10.637854535618489,,,,,,,,,,,,,,,,,,,,,0.09116891156991028
6,254.59176183062087,0.0001037066981416038,-86.47537513419184,208.0771881584976,-351.01480525332846,0.976855434823049,0.12907410040265493,1.4874196217810165,2.4064411337944493,-1172.1266142672796,-19223.968304015187,0.4878685478240051,0.7729284277443291,-0.8442489023361246,394.92150487979853,True,True,True,145.99060568711243,-83.74816905454853,3.4223836776771863e-05,-20.91491939215329,134.87023949407035,116.25474872684204,0.003143757579435703,0.33630877389613834,0.6212852412409795,True,1.0,0.003143757579435703,116.25474872684204,hs-SNR,0.5525121914496599,0.053941876346777634,0.0,132.53638133219874,0.053941748239732745,-0.2635847154645177,-22.119438622106713,-83.19895393297854,Deflagration,0.002889898632417261,0.5525121914496599,0.5255966679248109,0.5800279274478287,1.0212724347670303,True,139.80071421632843,6.1358058409384,,,,,,,,,,,,,,,,,,,,,0.2004709277296793
11,304.6204103265464,0.0007628444273795695,164.9824970100216,-389.77128341671477,100.70035434055092,0.9658996715794276,0.12907446636262165,0.6944818311237914,2.3610519623965587,-24348.66160659648,2245.550186076784,0.4806564240825557,0.5671291181803743,-1.8776613902529613,615.4743167009699,True,True,True,31.508096075520715,155.62108912249354,-0.0006452331878944053,154.91867884075475,151.23471121010203,0.14399066984526598,0.0001229170425048801,0.020199201907519858,0.5863313644636979,True,1.0,0.0001229170425048801,0.14399066984526598,h-SNR,0.09545735620999908,0.4116917700645744,0.0,30.853288742522963,0.37439121794697583,0.5341121484634245,154.91857542137916,155.61776729998456,Deflagration,0.0001229142631583769,0.09545735620999908,0.0954214976226364,0.5773502630957699,1.0000056529707466,True,151.25118156915178,68.45953228750786,,,,,,,,,,,,,,,,,,,,,4.362413185717092e-05
6,266.2947546777025,-0.0011417092850581204,206.0960968634965,-381.3559692384122,291.23712493425097,0.9491425710148368,0.12907469027518334,0.8811623836165128,1.8516229000005768,-31447.788823179315,-22557.24532002708,0.4514076862445229,0.528894412570891,-0.8436482231040414,621.3012332845385,True,True,True,46.28714679778914,192.0834209707024,2.3157863309639073e-05,188.83085162682988,151.3069325260097,0.3730676827860577,0.00026845144426019315,0.031267661255475754,0.5905723007779539,True,1.0,0.00026845144426019315,0.3730676827860577,noneSNR,0.1070408163524569,0.3259243657714254,0.0,45.604280540128755,0.2842039898295832,0.4485527779432775,188.830178566119,192.0679791989421,Deflagration,0.00026843352001940064,0.1070408163524569,0.10695257159774574,0.5773502964380113,1.0000166929524903,True,151.34645357454397,52.485381969569644,,,,,,,,,,,,,,,,,,,,,0.0003580486437762436
13,286.40645741934935,3.823367093556636e-06,-96.26415670764736,223.47892109631118,-136.36461908590394,0.9753065606922072,0.1290740960484859,1.3379470701382274,2.3215281742115845,-2932.7012723690605,-728.2288333622855,0.4835745923607847,0.7214081299031543,-0.8779711720242951,425.10646704316,True,True,True,70.89547421934877,-84.84567604052546,-1.306743780078171e-05,-76.21912243143578,148.2617000457829,1.4138013233950346,0.0006601772965234329,0.06360108532571958,0.5979448985654012,True,1.0,0.0006601772965234329,1.4138013233950346,noneSNR,0.1554928324665441,0.17686231927497392,0.0,69.83765879507163,0.1506919867581622,0.2794889334644093,-76.21685455898795,-84.80920837847253,Deflagration,0.0006599677917772384,0.1554928324665441,0.15516893985980618,0.5773500913527779,1.0000793522856088,True,148.42461335962264,27.66599243904052,,,,,,,,,,,,,,,,,,,,,0.008696769802490319
18,94.10421162217982,-0.000200641798635194,126.07461518119658,-70.30142844435335,258.9104740912312,0.966176809360317,0.12907409378505666,0.7737683941172571,0.557573729251817,3391.792226974029,-20344.468455043803,0.40564517425985147,0.2863710534046171,0.028627866620902637,472.3519242885121,True,True,True,1.353972823838423e-07,49.6190199427754,1.7600669080546776e-06,49.9140482421863,233.86055255354248,0.0007694734206040723,6.643967358206894e-07,0.0033375906781566416,0.5780154162231879,True,2.0,0.0041896578429196606,5.340998010862193,hs-SNR,0.20575363142635475,0.33223000329566,0.0,174.07488027498212,0.3322299164750481,0.999999999999996,8.090213526719072,96.52864231349658,Deflagration,0.004174677538431668,0.20575363142635475,0.2029290780054712,0.5773502720567968,1.0008958888645216,True,127.13093850843754,13.86719414149709,175.23154165261948,96.86387810609926,1.712414006916656e-05,8.070362719979865,125.21922165912558,5.340998010862193,0.0041896578429196606,0.2364984269268445,0.6277359140481371,True,,,,,,,,,,,0.01580462883782741
22,208.84166087715005,-0.0004017890611136843,-49.39641837279822,59.639183550928145,-178.90452431909438,0.9882338299999356,0.12907413328317874,3.2500735954290287,1.206434472280883,6349.648010150238,-935.0466366523759,0.4434581772544551,1.013590810904071,0.01711635039214851,319.15664291651325,True,True,True,32.790226089143054,-26.86618576534793,-0.00015095896677393378,-25.17395977605547,154.48349295623566,0.18796976984197045,0.00011685047307022632,0.021687569234047518,0.5861086711138459,True,1.0,0.00011685047307022632,0.18796976984197045,noneSNR,0.09061542818520404,0.3955234656913657,0.0,32.34408437637609,0.3503547140403647,0.5237837375205708,-25.1739141613136,-26.86030912575035,Deflagration,0.00011684822610686579,0.09061542818520404,0.09058312870391894,0.5773502633877253,1.0000048074053676,True,154.5027919074233,65.91185028590255,,,,,,,,,,,,,,,,,,,,,0.00019446958391283392
3,386.7533786656836,-0.00022722181012537382,-97.86866254919785,337.22518593743683,20.65678677441292,0.975002918585423,0.1290741530797522,2.2513028807431983,3.4444281802191434,-8684.18006624181,23546.972863405448,0.5302140721069405,1.1368970835556569,-1.1883946768774152,429.45834476434163,True,True,True,49.89119337017864,-88.95634913751712,-1.4225721752964825e-05,-87.03938687738312,149.43863077836892,0.3710575395591036,0.0003286337061111073,0.032249239108668955,0.5919610385878847,True,1.0,0.0003286337061111073,0.3710575395591036,noneSNR,0.10086869722818974,0.33582658322574005,0.0,49.7388812336265,0.27843560319090793,0.4729244660194021,-87.03904758533955,-88.94627699002692,Deflagration,0.00032861049811951223,0.10086869722818974,0.10076717160454328,0.5773502736060657,1.000017655687438,True,149.48153628430774,53.17960395334115,,,,,,,,,,,,,,,,,,,,,0.0002842875102819973
14,541.7270489446294,0.0008304704987850107,-86.94174193234926,524.6140429569641,-358.5757819081141,0.9927680341498256,0.12907567658527191,9.377517261290803,6.044865938850558,-14940.841591454619,40034.874704784714,0.6473058267309134,3.351856971797794,-0.8450735358483263,718.9845612767202,True,True,True,81.87105383694825,-82.4856902470355,-0.00015172043566157408,-78.43337503942017,148.75338173740326,1.7895119583838834,0.0008777450446314377,0.06999635154495558,0.6010287886241943,True,1.0,0.0008777450446314377,1.7895119583838834,noneSNR,0.151930946013281,0.1719364755514316,0.0,80.6065658483934,0.17193404412120933,0.27718247943274343,-78.43349471925269,-82.4671595062018,Deflagration,0.0008773703004986077,0.151930946013281,0.15151124312795794,0.5773503460351346,1.000106763394123,True,148.98364199864332,26.76356261041864,,,,,,,,,,,,,,,,,,,,,0.0019450191770645177
