,index,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
0,104,744.6145331729625,-0.20988006550653526,-220.51422073703145,647.5307025063124,-633.9863313284752,0.3219954511654029,5.9830548645997075,0.9141495592211802,-101046.19769210019,89841.60385574402,0.5335887724623275,1.6481219760201231,0.2870772766067534,True,206.00802643370827,-212.29310396398446,-1.4694701679518033e-06,-182.6701650158297,107.18038127430937,37.62831708157562,0.01023360410652032,1.0,0.01023360410652032,37.62831708157562,hs-SNR,,,,,,,,,,,,,,,0.4587047212358921,0.6538880162726726,True,,,,True,0.5510448328553026,0.14313907510804993,0,196.35968911432576,0.14313906385247924,0.30003313053376424,-182.75334783326582,-210.3981391634368,Deflagration,0.00859405754259543,0.5510448328553026,0.49294181937599035,0.5867216281214251,1.0446257126705798
