,index,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
0,100,441.06543535272783,-0.14332120137850496,-43.12052141431772,155.712128909862,825.0494823424533,0.15917836884070513,12.334899769829853,1.2289701632544567,4076.680380399259,-13683.639754796277,0.4652977564680318,3.2885533029998726,0.1285666960595464,True,202.03367757394318,-36.40221812464276,3.107990113983953e-06,18.984086809138642,112.2092009006406,132.7573337124156,0.01073172696151875,1.0,0.01073172696151875,132.7573337124156,hs-SNR,,,,,,,,,,,,,,,0.5008500723721208,0.6555770646540289,True,,,,True,0.5704754071347261,0.04055438004548206,0,189.0895224723818,0.04055435813860991,-0.06986287710144531,18.64170610229355,-34.36354629826072,Deflagration,0.008544556100553763,0.5704754071347261,0.4968754433261304,0.5958818062808509,1.0586319434247045
