,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,614.2037792058597,-0.13708440263706706,-202.3173859340274,1050.6239061041374,-688.1200948446235,0.18477661030532794,4.30379091731438,4.2102079973864885,-115192.55122502518,7161.354628936824,0.6023151202891778,1.7776490622263432,-0.8448883828257918,True,233.33733340658645,-200.5534632745413,-8.006882548386105e-06,-160.82024426866082,80.42679404620169,119.63343422703043,0.03848100561456138,0.7539741031364696,0.7145789661830101,False,1.0,0.03848100561456138,119.63343422703043,hs-SNR,0.7125925290016494,0.04225147702068383,0.0,214.82331856141133,0.042251466176425466,0.05616010008300151,-161.43365388104152,-197.9797879411704,Detonation,0.01584248850673144,0.5773502691896258,0.4659840605936137,0.7129230162329757,1.2484057290730493,False,105.81899735306385,3.5403307103128903
1,130.46211232853742,-0.017982062984323262,122.92126926959094,-129.5769374210722,501.6402743166424,0.12907775747005762,1.5464946498890717,1.054961340169636,-133.74342189870183,-38270.56690338937,0.44299708315417385,0.5624505525005405,-0.0508361254089334,True,233.2764388892384,122.33110629148555,3.1982993061896725e-08,2.296486708066734,79.2596463200427,66.3940514452448,0.038474282340342746,0.7661347802660953,0.7145689786690488,False,1.0,0.038474282340342746,66.3940514452448,hs-SNR,0.7134672629647653,0.04517058374471744,0.0,216.00364126793025,0.045170565557428974,0.5009437771899319,3.72311564720249,121.20415798038981,Detonation,0.015782613443169082,0.5773502691896258,0.4662096380233264,0.7136498285275977,1.2495312002906058,False,104.42206208532299,3.5067657861860853
2,150.9922159137326,-0.022219935821374368,130.55265050547794,-120.99523827412331,531.4925825534771,0.1291032155049447,1.880262730340778,0.9317346456528948,-30.489832054032373,-37190.799803684735,0.4378753665667532,0.6253547901940103,0.013676600396668542,True,232.2140631265199,129.53473028811786,2.1485805570991005e-06,2.033674474952009,81.59259552561592,71.03688903640091,0.03837412393366843,0.7764479898421027,0.7144200483648536,False,1.0,0.03837412393366843,71.03688903640091,hs-SNR,0.7131287785471901,0.04199070946328619,0.0,213.67482588837186,0.041990690627993515,0.4129886845168148,3.683547027746832,127.77110522023227,Detonation,0.01576888934134166,0.5773502691896258,0.4662613962419,0.7133428303158026,1.2489828312561195,False,109.34308652651684,3.275603160723965
3,152.30220426753553,0.17499353878250082,-116.47902092259108,142.79945150798997,-771.0616415025661,0.13096147139241832,2.7869826383354317,1.2710946632345947,-72.28313346862888,-50632.811911139754,0.4529444952430608,0.9085947701229572,-0.013969611123084784,True,232.94402077195167,-116.35795382429428,-1.5646367192040002e-07,-2.549369564119451,80.3321256439952,71.21822547802789,0.03835946585877087,0.7716268908838558,0.7143982299549605,False,1.0,0.03835946585877087,71.21822547802789,hs-SNR,0.7130242556975389,0.03861139305381076,0.0,215.27066790677517,0.03861137607078763,0.4771292453992976,-3.9555811763229753,-115.96307744899036,Detonation,0.015770992679686912,0.5773502691896258,0.4662534625556719,0.7132524501590689,1.248832922561689,False,106.88541936447777,3.2933995730418553
4,155.93107559227457,0.17377547148023706,-127.66385604292292,122.45129109506478,-920.0147610775784,0.13121138509102873,3.4494371054482067,1.006128974903394,519.6759009459947,-59810.29083928112,0.4420292150785661,1.0300474388459506,0.0578446673342905,True,235.62172049890617,-126.99625582663008,-2.9736698210347437e-06,-2.733063994613356,76.1988163333091,52.06101147423064,0.038326880501109835,0.7413363837252867,0.7143497062178642,False,1.0,0.038326880501109835,52.06101147423064,hs-SNR,,,,,,,,,,,,,,,,,
6,150.2747423345819,0.19610339899681195,-137.2668543156455,114.54320080361404,-842.9762932353653,0.13124597533619534,2.9917397925049456,0.8736743532510715,463.3852122092066,-58153.18846330366,0.43652756763230255,0.8935473403347483,0.06746144455573176,True,237.43820341316928,-136.55522451134263,59.604754818219966,-5.983929744168326,72.58209180319338,59.16139161967361,0.037755263916743255,0.7356631472558912,0.7134938069462712,False,1.0,0.037755263916743255,59.16139161967361,hs-SNR,,,,,,,,,,,,,,,,,
7,156.46026923300875,0.1681269840053015,-116.38942276905293,147.16913528082168,-730.9538944327667,0.1311141753948722,2.6200756944262014,1.3153050172542615,-272.63017023440625,-48041.31611516142,0.4548629453284405,0.8742364264822606,-0.033959995181057516,True,231.9263929471685,-116.51214620807795,-9.10322742451547e-06,-2.3900929238914204,81.94183449004237,81.50524792378383,0.03755198689771942,0.7759293867736793,0.7131872719007936,False,1.0,0.03755198689771942,81.50524792378383,hs-SNR,0.711826118597129,0.03727753413852161,0.0,213.17906037960603,0.03727751527174331,0.457112216976469,-3.9119108900394015,-116.50556325029206,Detonation,0.01556700837634435,0.5773502691896258,0.4670250651815804,0.7120579305266679,1.24642295625128,False,109.97925119694452,3.2249332256291745
8,131.05029605216922,-0.01926882395879979,130.17059035445027,-118.49024941223163,489.39189999298935,0.12907877119871342,1.572507100622186,0.9111866542327532,119.83935644259329,-37031.45818329492,0.4370069781044649,0.5449912175276721,-0.002917630999307419,True,233.1856073686704,129.12105491513014,-2.315927249623861e-06,2.245722660653412,79.6896388730486,60.24160850573632,0.037439382058937584,0.7604242613501405,0.7130169734417648,False,1.0,0.037439382058937584,60.24160850573632,hs-SNR,0.712033497051163,0.043668881534437536,0.0,216.06845167440056,0.043668864412653455,0.4887231457434273,3.68837277176532,127.31434175293398,Detonation,0.015506062589513666,0.5773502691896258,0.4672564656390091,0.7121972012704137,1.246544415415903,False,104.14010771594346,3.49414813307242
12,160.89701622961522,-0.019795551852808627,124.01767983549708,-135.8941979878314,530.1892595502709,0.12910719290519765,1.8994029516642408,1.1024021022217592,-549.8386097730254,-36338.13268400372,0.4449884992905823,0.6585844216196868,-0.03084970222310132,True,230.86828890691768,123.28813944370785,-1.9009232920146665e-05,2.061814237556589,83.54682964050791,89.66944193126088,0.03700423448829444,0.7787778011609467,0.7123555312627712,False,1.0,0.03700423448829444,89.66944193126088,hs-SNR,0.7108476262428884,0.03673047725424829,0.0,210.9285212365063,0.036730458635864785,0.30398844992871826,3.8784535597942593,121.93157174228595,Detonation,0.0154249946899701,0.5773502691896258,0.4675648886453156,0.7110995170778707,1.244534336936315,False,112.75141791682934,3.2417484649180417
13,149.92794496094297,-0.020823671027850245,126.26817703807656,-123.46087918677559,581.7225083470413,0.12909852598123922,2.079042509753571,0.9823414976894234,67.11046046316551,-40166.87439470667,0.43998164063975576,0.68348421038663,0.013060155727198557,True,232.24835127750384,125.21166099415841,-4.359204304451589e-07,2.1302999101868414,81.44981879407088,65.96602504531653,0.03688679650566947,0.7663096771726836,0.7121761017726115,False,1.0,0.03688679650566947,65.96602504531653,hs-SNR,0.7114563468428381,0.04112774386956509,0.0,214.04691808463062,0.041127724861721185,0.4630688975909978,3.6847271427123887,123.38928303050899,Detonation,0.015343853175918281,0.5773502691896258,0.4678743083600626,0.7115762239831135,1.2451866446874469,False,107.53166024523476,3.344966731848537
14,638.3233635932726,-0.1310994464483443,-188.41388854984825,1028.7394020881932,-659.3172998540427,0.18430482207198048,5.063527237171573,4.3653183931864605,-105173.30693434931,22352.947315751473,0.6085421593308362,1.9934348748239687,-0.7565415376553386,True,232.82293307663602,-186.65861965497925,1.2722203084715116e-05,-148.6377617475436,81.29100870726464,120.22921099208268,0.03677500706347001,0.7477085698947801,0.7120049363153913,False,1.0,0.03677500706347001,120.22921099208268,hs-SNR,0.7106948276493779,0.03634509320993345,0.0,213.97515121366982,0.03634508210266802,0.057715504180227625,-149.38997502117894,-184.167109380393,Detonation,0.015351695802347413,0.5773502691896258,0.4678443703499101,0.7109136975596286,1.2440822739259456,False,106.6027353434688,3.600449289488985
15,632.5010936500188,-0.14017154949287572,-195.39090328434867,1006.1592837148196,-694.6109032972536,0.19097004992499456,4.8746986008822395,4.0439687090730825,-107824.30848187617,16879.043680939125,0.5984852030859525,1.892669435066073,-0.6477322093799427,True,232.7972452889424,-193.5148341116431,-1.9151821614279307e-06,-154.74887957592418,81.2941331370506,119.63312595241915,0.03649371305210354,0.7456177555932189,0.7115726441480175,False,1.0,0.03649371305210354,119.63312595241915,hs-SNR,0.7102942891059398,0.04323079830707989,0.0,214.0071637622977,0.04323078751361677,0.07368877678373388,-155.4190402869525,-190.85637904840715,Detonation,0.015274950888785431,0.5773502691896258,0.4681376228847913,0.7105080724222967,1.2432528572795565,False,106.08373398930132,3.602559068137664
17,946.3190985366252,0.2339030515392675,211.98276216451615,-588.5066116968022,146.1067069747204,0.5189717946211968,8.846736805915228,-1.024900738818689,-116323.89652890574,251370.17294858352,0.5512831817718966,2.0408674116756917,0.4892879250917917,True,234.23405394424304,209.23068586162015,2.0942863478176165e-06,171.0894276510778,79.21132885523552,115.3639614009371,0.03640602517012688,0.7371717952335807,0.7114374168281279,False,1.0,0.03640602517012688,115.3639614009371,hs-SNR,0.7100730078276086,0.04821368609327103,0.0,217.3674167725075,0.04105277319075908,0.36750549263108095,171.56500743073138,205.4608038999989,Detonation,0.015257019873731638,0.5773502691896258,0.4682062332778619,0.7103013456853379,1.2428705075275723,False,102.44227956599856,3.8570525792560617
18,946.3190985366252,0.2339030515392675,211.98276216451615,-588.5066116968022,146.1067069747204,0.5189717946211968,8.846736805915228,-1.024900738818689,-116323.89652890574,251370.17294858352,0.5512831817718966,2.040867411675692,0.4892879250917917,True,234.23405394424304,209.23068586162015,2.0942863478176165e-06,171.0894276510778,79.21132885523552,115.3639614009371,0.03640602517012688,0.7371717952335807,0.7114374168281279,False,1.0,0.03640602517012688,115.3639614009371,hs-SNR,0.7100556343593392,0.04803229382835883,0.0,217.36891078405841,0.04089941311443339,0.3674992131092331,171.5649523630185,205.46128660406444,Detonation,0.015258113567213944,0.5773502691896258,0.4682020474022015,0.7102868949236191,1.2428482348542957,False,102.44227956599856,3.8570525792560617
19,154.93326704219857,-0.020683137655896043,123.86197534048756,-127.95846959738232,596.5046635369155,0.1291035813237934,2.1697409780335883,1.0387394545773296,-55.586786521526854,-40424.80505948553,0.4423340831813623,0.7155584869379519,0.004782329914157918,True,231.6990229307814,122.88834318585369,5.64094078413326e-07,2.1167877458734483,82.30856044211106,70.47875282602351,0.03635511954858063,0.7677215056821336,0.7113588102352467,False,1.0,0.03635511954858063,70.47875282602351,hs-SNR,0.7103481257237847,0.038845454929470176,0.0,212.9599980164164,0.0388454358533069,0.4241824650729145,3.726916417594822,121.18250586976669,Detonation,0.015221164079521043,0.5773502691896258,0.4683435369793314,0.7105170272908881,1.2431658741490617,False,109.0169974092583,3.3183840502538158
21,820.452349715882,-0.2083112523196548,-200.2107197313048,674.8375626780733,-628.9065739559667,0.3610380744664456,8.342168896923507,0.6717024119074387,-99763.22208179944,126679.24267594713,0.5430081196414429,2.1974926262154497,0.3475168866393608,True,233.78236946077587,-197.66925198513889,5.3451136499666056e-05,-159.66994238743538,79.7671256653454,116.51268020260484,0.036278946876786816,0.7395109114828305,0.7112410457156292,False,1.0,0.036278946876786816,116.51268020260484,hs-SNR,0.7109044338956201,0.048075251043106684,0.0,216.2421966222197,0.048075244714667335,0.2411504239794693,-160.31201775404858,-194.16182761590144,Detonation,0.015158629176358154,0.5773502691896258,0.4685833457546922,0.7109605071485159,1.2437945191078978,False,103.63813675540544,3.830803683949816
25,151.16165559726886,-0.020542756053892046,131.81323498110814,-123.00778882966308,469.6778098697163,0.12909916427405851,1.6251745642710396,0.93775543741643,-242.15776917644507,-33534.647329525214,0.4381242072747907,0.5625862139704982,-0.006176343929351347,True,230.75215437373902,130.85057155919677,-2.368288475508332e-06,2.1539263206222534,83.80043331504307,79.10076577359784,0.03598606882555504,0.7732719950086909,0.7107866611678509,False,1.0,0.03598606882555504,79.10076577359784,hs-SNR,0.7094665383456072,0.035366924782784435,0.0,211.00552009789203,0.035366905740592695,0.3464700563315227,3.9781793533908867,129.20295800517857,Detonation,0.015142572801253916,0.5773502691896258,0.4686449891116566,0.7096883017063215,1.241621591044743,False,112.103756065334,3.2792497478023117
