,Lam_CP,Tnuc_0,Tp/TN,vw,vp,h0,Lh,Ls,ds,shigh,slow,alpha_p,ms
1926,446.6465651209268,147.0442141796105,1.0001389709368629,0.1914395422868968,0.1909813153329841,73.04267440211464,0.1579680671511891,0.1579651103608573,0.1057810686760306,-166.0333032513224,-176.90007870436324,0.0007372390758936,279.66191581284335
2039,449.74891892501273,145.5599596223613,1.0003865798488412,0.2521816934241465,0.2511595885118403,89.66355234782738,0.1180088985594843,0.1180079168005062,0.0178034922569585,-123.78762840345988,-138.83173691024297,0.0011679827682341,309.82994648956424
1662,450.43576376215856,149.28461129232866,1.0000368799450603,0.1215661835411936,0.1213868100270203,59.27382395667188,0.2448376270427725,0.2109375971038795,0.3898824185354101,128.60100578498668,133.19439783081452,0.0004770968182134,321.76335439961144
1893,452.27673937735284,138.97629284238334,1.0011138104989419,0.3063207699910924,0.3038128622881781,115.54457239457994,0.0935634130350408,0.093562901667961,-0.0570602408635311,81.32763026856361,96.1179782742999,0.0021671643507253,395.767669251563
976,453.39271492349883,145.68787109890678,1.0006004577568126,0.2852681142989393,0.2838341475388999,97.96346447249563,0.1174697905583196,0.1174691595593362,0.0623135382789824,53.39436419901217,69.14263793931248,0.0013797219883725,338.8808695246356
2011,454.467307559643,155.21819398566308,1.0000054608002291,0.0911471486984495,0.0911084618873445,33.37457971358618,0.3825141648568742,0.3383152885807701,0.50689979027624,50.0846940758595,51.16556584026486,0.0001391111846876,349.52526711339135
1201,454.74295338360633,134.8271618097183,1.005859418645438,0.4554756300806743,0.4463096960709739,136.84612194201023,0.0579724422682536,0.0579722882321807,-0.3475886656345544,54.77747847863508,86.27885795878096,0.0032680914438555,372.7865963055438
2034,456.7706238946189,141.79882763435046,1.0012760569704031,0.3550895556620037,0.3525666298705484,105.14461343527913,0.0836013291334883,0.0836008213769953,-0.2506733086317372,81.40071627200001,106.26500240976186,0.0016887666460733,309.26793273832817
1279,460.3218789064894,120.5354673192122,1.0912187618317906,0.6184760687851112,0.5149121723362863,144.9668537180712,0.0471657152231684,0.0471656237293379,-0.9999999999999958,33.172654105753104,93.22848832031305,0.0053050744368362,375.93006201802183
291,462.9698944748548,143.5321345799192,1.0012768997934411,0.3360114859091789,0.3333529997818674,114.06269170077832,0.0870563945567583,0.0870560323376943,-0.0522446918215843,-47.944425397381785,-63.534842871409204,0.0019699969285622,439.0924787488914
1928,463.4064307720941,147.16364083308417,1.0000761728211778,0.1352428741390636,0.1349209004900904,73.58995657859005,0.1993090488767095,0.1707283848640557,0.3780708689075706,-91.2979432099416,-95.87307029633038,0.0007640362532351,420.4412172870353
1098,466.06728612505066,146.12314700242482,1.0005222723211842,0.2742736992996969,0.2729854951540033,94.50210771165598,0.1061418145681243,0.10614106750490099,-0.0103230334136181,-36.6158796023455,-53.350657091803825,0.0013116813141107,321.92784458088767
250,467.82844678928086,131.83552913180952,1.0093842985103911,0.4776798528151805,0.4636680277063269,151.48607366339726,0.0527606313872725,0.0527605186471382,-0.2766008766474103,-34.18233299179603,-60.073621763680926,0.0041793766457427,454.1212820355767
1144,468.43070731072237,156.17013301664508,1.0000064144342131,0.0955800205372258,0.0955474734844534,30.54779460418149,0.396800670601574,0.3511515633311413,0.5214465984850872,48.01797682660414,48.76969804934159,0.0001114145195939,383.1747980991168
915,468.746574191004,147.67569279507126,1.0003387811865831,0.2467468569910275,0.2458353685056505,90.28759726586227,0.1588975281662355,0.1588965051999646,0.1981130754644352,-21.64473609017488,-33.215758156764394,0.0010720544244749,362.9009958476149
1166,470.06611361090506,150.27202270917647,1.0000131056297896,0.0930437735065568,0.09296276484324198,46.320432845897905,0.34249232499297405,0.2994504866454526,0.4849598363218956,-122.7790922990392,-124.78933776035156,0.0002851505349453,350.6839806134633
223,470.63407454561377,138.03917284608508,1.0051351189855595,0.4473332849360233,0.4391578115205278,136.98568934649546,0.059516651704589016,0.0595164986375277,-0.2171528545041975,-34.15921693068948,-57.035863453552466,0.0030994416961814,459.04410344194304
1237,470.71399784547407,146.8940450157386,1.0001645628100753,0.1961129213991541,0.1955816083031624,76.868343280526,0.1666871005437837,0.1666847348118154,0.1682446578492165,97.96825364463959,107.68880728774336,0.000830943741035,306.57262625435965
507,471.6876532427131,149.05002765769038,1.0000199464767865,0.10772567749793599,0.107617465631058,49.44412898632461,0.313312148988148,0.2746958201907655,0.4388860061854891,173.21203698328134,176.33176464471515,0.0003269791676131,296.60542367615994
535,477.0480687650302,149.6653135476454,1.0000156524230084,0.0966329056487397,0.0965387935215063,48.63329914219357,0.3437530897799061,0.3012089507315944,0.4955842958578524,-113.47526968570848,-115.15574353734553,0.0003185210185226,410.7448335482123
1341,479.0951403215393,138.18298185500964,1.0013553779036657,0.3295381081947489,0.3266677284277206,116.77230939530479,0.0886811259654143,0.0886805863162236,-0.176228441716691,-47.58754410703603,-65.43859207825861,0.0022006077487212,371.1696551938418
2072,479.7130261741613,147.7409649474589,1.0002550219988633,0.2233720946434857,0.2226254308714202,84.49438743342884,0.1458097819308426,0.1458084519769268,0.1503917803800722,-48.12916597611847,-59.366236551540936,0.0009974389649917,334.42860257220053
1563,480.74559641747896,150.62320869534403,1.0000194272836298,0.1078672741920096,0.1077619447301121,49.214408335669695,0.3107974370654269,0.2703218008920483,0.4477315454581701,-128.88940010455116,-132.18135247655576,0.0003178312931866,295.03899986835575
1167,481.86006393582886,142.48094980513446,1.0167537974430516,0.5479134396708123,0.5265672009597411,115.79493943125156,0.0635899035664049,0.0635895995570152,-0.9999999999999536,-2.0272241345891864,-39.889928694882066,0.0024160606644157,397.0692124541902
196,484.00925041510834,138.3305969928249,1.0034438180003642,0.4123130171022406,0.4063804370694922,131.6420398839843,0.0672805367580011,0.0672803376245649,-0.1691263915854474,-45.14391760369821,-66.19910863840829,0.0028571354776101,434.3346173147037
1251,484.31375655015313,132.13575700594296,1.0477895989775623,0.5849408451289345,0.5279305856864512,127.01472883952304,0.0565769600003598,0.0565768062691172,-0.9999999999999882,34.31498573341415,101.28197397105744,0.0033860271166351,303.6314340381898
440,485.06014608097985,142.74969194726245,1.0014212742490485,0.3414512410945623,0.3385263410751239,117.1866811640949,0.0842414608805547,0.0842411255086015,-0.0637482620086557,-52.03087281401601,-67.12384711230271,0.002106625044079,458.81103708070214
512,485.5005113879832,147.43432745007712,1.000047386847324,0.1229613977198349,0.1227347356846564,64.94953194539973,0.2395412341632809,0.2070495986021901,0.4118359594813087,-84.4930101242046,-88.21646763071872,0.0005956058898624,389.53141539754614
450,486.03637168070327,142.49640105505694,1.0019590651152432,0.3735503147661928,0.3698673682208085,120.24595498371632,0.0769591121614497,0.076958835349813,-0.1148875725879263,-43.14408994904276,-60.74667564325296,0.0022291907733924,449.5597220784056
1394,486.8576923305667,146.2252749303995,1.00049124732123,0.2677646036119439,0.2665236184910458,94.9852865231322,0.1154339680833083,0.1154332384709536,0.0546430743185969,39.59954119853213,54.054619937285814,0.0013069585032805,346.6118361515239
337,487.05811901048287,147.40444787549214,1.0005947357886045,0.2804664610664169,0.2790254875513422,100.04508022148217,0.1101792440344982,0.1101786282625205,0.0373530467945945,-51.34779619207122,-61.54921064209199,0.0014211686642678,486.0949682129703
1406,488.36614488550896,150.66682211878503,1.0000193038806429,0.1052861236282284,0.1051789342987918,49.99600859753648,0.3198629751256524,0.2782702919162803,0.4699742972156978,90.18386364605452,92.78090683613607,0.0003317548516264,347.95146120353036
1823,490.4877583188105,152.0630787097997,1.000006076843797,0.0879939231389874,0.0879542394700345,33.97077743822992,0.4009618274147286,0.3597140071205859,0.5227336835276474,-151.02603947246885,-151.99687012287805,0.0001479817409069,325.7135478965931
1200,490.4991458488798,138.2463642802594,1.0021474807238235,0.3605866660875735,0.3564247337463532,127.85983455676417,0.0762111539894648,0.0762108723989241,-0.1251281639358146,56.49527041728967,72.34957873065865,0.0027079726792272,461.941022889964
2092,490.56410286708063,133.25433296298036,1.005075596496127,0.4309269399750424,0.4225325663044453,141.30935250565207,0.0615140642035144,0.0615138866396762,-0.2730784101691573,-56.4798807491821,-79.68563714933812,0.0035867241757466,422.20060336849366
5,490.89762654245635,138.5727981102697,1.0041629674961368,0.4299253177487092,0.4230097586681694,134.27233996853826,0.0622339524579266,0.0622337817616708,-0.2078308617846767,-40.86996475197151,-62.374389241513384,0.0029674720874398,459.9852142615864
265,492.54134990440207,148.5995438819821,1.0002872901849809,0.2268575357300228,0.2260289251761764,88.10739071240423,0.13904219677359,0.1390410552513421,0.1424150515503843,-54.1537146925786,-62.46012602068628,0.0010856969985803,444.8473244451388
1369,493.24046335227484,141.52719010203566,1.0015194459697307,0.3410766958832346,0.33794945673770505,120.23789307628996,0.0840016903687378,0.0840013713249608,-0.053205537569845,57.579301332209816,72.21653479593672,0.0022571864949894,467.20295995497116
414,493.6405385388452,143.77465576186984,1.0015843547806698,0.357573527786941,0.3544495917582926,116.77020928752657,0.0795777593576563,0.0795774452124068,-0.1079099454440345,-45.65362046998312,-61.229856136669575,0.0020642215324458,473.8599701498121
360,493.8401669219549,142.89977788557033,1.0015554947734708,0.3525102826782152,0.3494203759827646,117.10618875986586,0.0822468490847599,0.0822465313689791,-0.0784157786169693,-45.69118504276024,-62.46323853731275,0.0020983308588028,438.02668004755117
103,494.01853512090287,145.16860662020238,1.00099796100644,0.3189737570994054,0.3168018459584828,109.14108360870121,0.09222918911080699,0.0922287576378146,-0.0332120294008764,-46.638580136878325,-60.65170831511878,0.0017580664251729,451.7132887336708
370,498.8784669364167,144.57215704516992,1.001062677693879,0.3224050473727072,0.3201130036294923,110.50705026086716,0.0914346857602837,0.0914342713943961,-0.0358017638776172,-47.895597634765714,-62.15667709838448,0.0018228097372287,448.66312718290084
116,499.0895949429928,136.58459686192842,1.0048047671792617,0.4365905894472241,0.4287379428046325,138.31862922994372,0.0610860388968085,0.0610858777621254,-0.1987922902263868,-37.49652771729336,-60.65842104586457,0.0032207252812793,437.2829898979676
448,499.1909128760642,138.35983431376064,1.0044931787763114,0.4372421517853649,0.4299067214607815,134.912479151377,0.0619363814956731,0.0619362159928723,-0.1995294050161658,-34.2786800021654,-56.942331161983965,0.0029915401752436,447.071441275838
1131,499.43908905809576,149.90763295540168,1.0000892073385326,0.1576102403660609,0.1572585141667801,72.50324622114317,0.1700064605543405,0.1700038299530761,0.2412775119152534,-57.92953262470849,-66.09981824371542,0.0007060215497421,325.3127037430496
245,499.91645327490926,134.23656918001706,1.0072675351424984,0.4640915022959861,0.4529265611937068,145.61135886287312,0.0553563530621624,0.0553562267954887,-0.2581747073056741,-36.31961341740429,-61.244188672737906,0.0037268455238279,452.4547202129957
1891,500.15050735796217,153.6656217098209,1.0000223008858682,0.1140019795714184,0.113881747039563,51.781126347181385,0.2835752384233546,0.2452886087222081,0.4247274571828528,53.33126909779986,55.59616701512796,0.0003422979959608,460.2017871183597
460,500.78171310688094,141.44367548819682,1.0023390343082157,0.3867884407940272,0.3824943132612634,124.00286709494198,0.0732873336976043,0.0732870887139912,-0.1331695753593191,-44.73485202936399,-63.058325197114684,0.0024109099627779,453.5719441183639
1654,500.83030499307137,149.44411479689018,1.0000185372883676,0.1037078553408216,0.1036035697949398,49.24067659366433,0.3249328953855937,0.2847952702355571,0.4645538988564899,120.56318962260158,123.02051182946238,0.000327905404758,337.74084554784014
670,501.9474763703737,140.5667004730126,1.0010627404668628,0.3136432838437063,0.3112963529115496,111.11856039374754,0.092132837756477,0.0921323428613476,-0.0724120332868505,96.40812906202088,113.64353289970477,0.0019529257436391,363.9851696791902
2012,504.9182306878241,154.19578043248518,1.0000124923880962,0.1017201027447455,0.1016471561974024,43.108845421566194,0.3450105397958961,0.3001221507464367,0.4801596932598607,54.23523645874025,56.059079308616674,0.0002340467621491,390.708235340094
415,505.73946499922937,143.630180175025,1.0012415183049548,0.3329912327286719,0.330388032251765,113.81466089531848,0.0877473003766135,0.0877469304421725,-0.0485206059510515,-49.36521762507873,-64.43058273889972,0.0019597248244129,446.1634112393318
356,507.64179700595616,140.38477873212966,1.0024601454251092,0.3873807813477886,0.3828720104280268,125.78396988453699,0.0729629215449369,0.0729626820330127,-0.1324061751587527,-46.88319081092853,-65.72591622159258,0.0025233200111157,442.7548304211881
100,507.68879345173104,146.20051442944109,1.0008256978439534,0.3050985995192902,0.3032359204060993,105.52796620870777,0.0970610387694483,0.0970605393704858,-0.0147826134535623,-46.810262590757844,-59.56483114236866,0.0016191058325923,461.7334624279142
845,509.7277696134245,149.08952089490273,1.0000245731090296,0.1063164707040708,0.1061822044480784,54.99440481887268,0.279346246249783,0.2421314614021667,0.4313856736079781,-91.28407771039406,-94.69745945730592,0.0004113452023188,331.7981237501288
644,511.2217166975353,152.00225404316637,1.0000213858861942,0.1018883556555923,0.10179825190759698,47.01562340453353,0.3312498520622776,0.2886844852366627,0.4729557538799099,-79.79839768004484,-82.13568915831637,0.000288597644131,352.14104545300347
326,511.6934867833603,139.86727866787515,1.0040828287638852,0.4334480963739224,0.4267451811156665,131.74661084709783,0.0625092594166538,0.0625090850022819,-0.21769595951793205,-37.117189919936706,-58.52441044973043,0.0028051336672276,466.60438801448237
592,511.814167751212,151.68350654556815,1.000011015964665,0.0914004450139855,0.0913305995174342,43.654768060558226,0.3541124822304432,0.3101869252627317,0.4920759792036506,-78.28463691441655,-79.89187038128372,0.0002504333035815,381.3044557929312
2153,513.0455893473659,147.44140159201123,1.0000291423553491,0.1145310169458013,0.1143822958365214,55.241349338579596,0.283971962323904,0.248244317409275,0.4192916415505133,153.86071091503402,157.3509878351027,0.0004213423436158,315.69981663199434
41,514.3008872565545,149.98192878508758,1.0002288519830664,0.2151185104298383,0.2144312911244978,84.15092388398294,0.1487531369057548,0.1487517097687377,0.1617320098122185,-53.54277891869479,-60.36174531031183,0.0009617290468032,481.0526473342029
1424,516.2899134116858,153.17574174188738,1.00000646203661,0.0946265641784063,0.094594587918281,29.77499142111991,0.4108587781188664,0.3690453052988257,0.5418463152999007,169.02506279253512,169.73626449077975,0.0001106051100438,305.22664053962336
407,516.8058176368789,146.35197939744984,1.0006395599622344,0.2828546474630543,0.2813157303786007,101.7245011974718,0.1106548331515972,0.1106542522690137,0.04618044774198901,-53.57937875614624,-64.67177215663088,0.0014992842329469,458.7496160696012
818,516.8909640876385,137.4520764023559,1.0015650068777997,0.3423012187770187,0.3390917303961488,118.88347046436459,0.0849792630391485,0.0849787986484632,-0.1773662787658685,-31.55787635482676,-51.175222082052755,0.0023017558893697,358.85436124904237
189,517.4039228778934,145.08868838382688,1.0012873912581246,0.3411159277548443,0.3385522530199315,111.80128951382478,0.0851098491307636,0.0851094770650447,-0.0783693289700847,-42.76149446243823,-57.75494208636775,0.0018491969465778,462.32547976104064
2083,517.8322460335419,154.4635734224118,1.0000098465839309,0.0941709965805134,0.0941067775590371,43.878097934305465,0.3349232955883105,0.2895936204219049,0.4795568452412456,20.54258286770656,23.59389620217668,0.0002232471684984,287.3774016650594
64,519.9863759179464,144.75031390852985,1.0009282990123447,0.3087615201676829,0.3066841281124361,109.34166853340471,0.0962572919395145,0.0962568320461257,-0.0043283507511622,-53.4000912247884,-66.27342182521348,0.0017723061133948,461.70093621988616
975,520.3171688824656,142.23647159365964,1.0003469677304095,0.2221002642909223,0.2210737201164296,94.47527531725216,0.1326297550504318,0.1326284747581441,0.0993395995731812,-69.29766330301699,-78.83698836835829,0.0013812252921302,376.59678070459915
1812,521.4861625286334,138.8249108699626,1.0013681009044175,0.3253133776366827,0.322387258338985,118.70523435384656,0.0879853952962862,0.0879849903101457,-0.0651898848709933,-88.21971841788337,-104.59320911651471,0.0022932600263726,394.47835382384363
