,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB
0,610.7817441165918,0.27575632725864,43.63164415334285,-467.1503565436101,470.96132609633247,0.3476345317979578,11.193188306912855,1.9899329536489239,2583.272297691493,-263420.69846934994,0.5912326208797609,3.1299525690030343,0.259191608936284,True,187.76260382599028,28.125186636719874,-4.834729462879687e-06,0.6898367224542734,113.65025930410492,11.18948168317715,0.006679678418349097,1.0,0.006679678418349097,11.18948168317715,hs-SNR,,,,,,,,,,,,,,,0.3081003794143163,0.6401395132648293,True,,,,True
1,752.1461674881564,0.23432686916522225,277.78205606455526,-685.282961252033,377.9500339026602,0.3736972471078478,3.6694388990865727,0.6504740779132198,-142611.63702503807,123103.43694919438,0.5484531920457183,1.0257720710905132,0.3448701881437117,True,186.37522946188832,264.4735507738317,-8.306997602753254e-06,240.06911567454608,116.56565700305435,16.244727259266128,0.006448732466753579,1.0,0.006448732466753579,16.244727259266128,hs-SNR,,,,,,,,,,,,,,,0.3292217733120692,0.6391131008603306,True,,,,True
2,610.9206514797265,0.2637181872853007,41.92493804800301,-460.0268857830557,463.46188295991686,0.3294989785700476,10.185870959568332,2.254517634263848,2667.18068768989,-265748.6885903959,0.5931892059580943,2.9222206789360583,0.2047465204007252,True,184.95897037653674,26.43249030600241,-1.5563811979230475e-05,0.6846819081148343,114.80618851849484,10.804848298757024,0.0063272125336195926,1.0,0.0063272125336195926,10.804848298757024,hs-SNR,,,,,,,,,,,,,,,0.2984975767707488,0.6385646307278181,True,,,,True
3,517.7137246281817,-0.22874781287456905,-387.2577548569729,834.4206674614322,-661.708426325976,0.23612111412232464,1.486976071433636,1.570079937736772,-191092.20468164823,-50969.97220812317,0.5179820363789379,0.6334240074812043,-0.17833596058143694,True,181.92311074849647,-372.7606732644324,-4.7191533612685545e-06,-344.3953285811401,118.77099051789637,15.972221600553825,0.006204993660276618,1.0,0.006204993660276618,15.972221600553825,hs-SNR,,,,,,,,,,,,,,,0.31672277609725263,0.6380069520628436,True,,,,True
4,508.46640669517166,-0.2284309848932149,-385.29089833018446,802.8954835971516,-694.7006662501303,0.2318159708308332,1.5176530721811408,1.5190945496425556,-182542.83550462133,-59484.368859211776,0.5137050735625999,0.6325956929857111,-0.14831837822649346,True,180.53523682218585,-370.4725494192098,-2.639523983855491e-05,-342.04261497242214,119.41845977973652,15.60584976284416,0.006062053742505387,1.0,0.006062053742505387,15.60584976284416,hs-SNR,,,,,,,,,,,,,,,0.31124147770405186,0.6373467801378806,True,,,,True
5,720.1779258766304,0.10658743279172113,176.2644339964333,-961.9648346148633,680.3746085632407,0.17603496891374296,7.523332996085259,4.23138531446211,-93157.15205109236,76657.30385084513,0.5988266878048696,2.5860641347649995,-0.418934763542677,True,181.89550782521331,169.11682981970574,-4.523155590316991e-05,150.9171772414366,121.02469386289532,26.47837052124964,0.005963448651409006,1.0,0.005963448651409006,26.47837052124964,hs-SNR,,,,,,,,,,,,,,,0.33538967630237665,0.6368862277048748,True,,,,True
6,785.6278359114842,0.237180596269938,274.53837857253603,-628.5585964787239,385.96679527421617,0.4030262652043177,4.1167791692686375,0.25688118786748776,-138453.50926991712,142721.03302042108,0.5467179973420477,1.0720083236284073,0.3990190096553193,True,181.2311606864684,260.06441595812,-3.883435561882276e-05,237.178277830444,118.68021910263724,13.823555929319355,0.00579860922079505,1.0,0.00579860922079505,13.823555929319355,hs-SNR,,,,,,,,,,,,,,,0.3032080831787793,0.6361066179808715,True,,,,True
7,564.5127363810358,0.2784182903299673,42.87146982054593,-443.22581108176695,444.47110871043975,0.31788196686266457,0.4108408316936413,2.7519560459508696,2795.4920152574573,-248226.45430319,0.6081073005913621,0.5613695489152221,-4.290509832721674,True,179.5650898932172,25.60239875124681,4.777233197886222e-07,0.7434896070470838,117.34649012052358,10.443196225163646,0.005642794508990237,1.0,0.005642794508990237,10.443196225163646,hs-SNR,,,,,,,,,,,,,,,0.2839937605942152,0.6353581265011322,True,,,,True
8,906.853192453074,0.2394377869472021,280.24634775339086,-639.2489926115505,101.80021649881792,0.5033526512980789,4.6882197346111205,-0.41279157792636856,-164846.6720615679,258032.2360405083,0.5689781584808511,1.1032563373317186,0.4942662124976014,True,180.44848179957702,265.6477384998094,-2.5999034991477177e-05,244.12187199159592,118.81853690226623,12.906103293983135,0.005639507026527484,1.0,0.005639507026527484,12.906103293983135,hs-SNR,,,,,,,,,,,,,,,0.29641894445089845,0.6353422098273869,True,,,,True
9,714.0426818604442,0.10355848503011514,173.9278227378976,-944.1934715898464,637.8598232360401,0.1726376455448134,7.454162080567559,4.241980628791498,-89595.34111257152,78588.76443219924,0.5975694975507959,2.570537291607139,-0.4308641116128542,True,176.53287513021579,166.35018777934863,1.9227397388916733e-05,149.2857978744757,123.24766937455114,22.129110865095463,0.0053741504079914725,1.0,0.0053741504079914725,22.129110865095463,hs-SNR,,,,,,,,,,,,,,,0.3100128524017127,0.6340398356138657,True,,,,True
10,882.2139011250249,-0.2319818784379005,-276.2463206818202,684.263450323321,27.194287880739274,0.4615995330369017,4.294252384780792,-0.03200538941413522,-162266.8614431812,259174.31497779052,0.563967690538272,1.0682288646261755,0.4615398983869227,True,176.86407073228813,-261.37543369161125,-7.203745808702787e-05,-241.07951483725674,119.95332452649744,11.69351280662454,0.005292914855529178,1.0,0.005292914855529178,11.69351280662454,hs-SNR,,,,,,,,,,,,,,,0.2812274545282387,0.6336339437197575,True,,,,True
11,905.3321043347372,0.2340221797189351,269.73865489150194,-608.1164488747036,102.74277283285048,0.4856974062348245,5.056287758285256,-0.4763756752998241,-151922.53169950456,257412.2506077489,0.5575011985586631,1.18467599368801,0.4744770309879099,True,175.48641456932046,254.4874642944565,1.294478906288846e-05,234.3691029976184,120.68472340030912,11.388926989517715,0.005140511121875129,1.0,0.005140511121875129,11.388926989517715,hs-SNR,,,,,,,,,,,,,,,0.2754122744114142,0.6328629409792834,True,,,,True
12,608.1691884716981,0.2569306080856855,40.23137588982372,-452.9076921717388,445.68967261029013,0.3177532465388729,7.334075645230714,2.46826306826098,3036.8558761280324,-272439.62161357945,0.5962223996923874,2.2448960893511747,0.11008145295358007,True,173.70252778896042,22.717507864059435,4.044402773789079e-05,0.6954586916248291,118.70622613125374,8.188218774005506,0.005132079445562821,1.0,0.005132079445562821,8.188218774005506,hs-SNR,,,,,,,,,,,,,,,0.2537493971872355,0.6328199145091911,True,,,,True
13,891.8325736164038,-0.23276361685738825,-277.28603897507105,665.5186040081071,26.14727490132237,0.47129312487168895,4.382292195124872,-0.16339534756827415,-162253.3824960835,266501.07680344913,0.5633399048659099,1.068340490853172,0.4697700612318056,True,173.773475267362,-261.7903998708247,-0.0003743994489023455,-242.22496746904525,121.02719915254166,10.66118020848657,0.004994715237512137,1.0,0.004994715237512137,10.66118020848657,hs-SNR,,,,,,,,,,,,,,,0.26793432778638104,0.6321133102871305,True,,,,True
14,905.5568401760801,-0.26251895186803137,-279.78234220448667,451.28234578738335,-177.02824087185132,0.5759427599036839,4.896029459540304,-1.3137135712281274,-142767.9237470327,245022.95652864323,0.5677347963960802,1.0050551030137214,0.4878181192386846,True,168.85149668878654,-261.30614626379923,-1.947062020993833e-05,-240.81492480149888,123.41318359390115,9.25563188583881,0.004525667814491522,1.0,0.004525667814491522,9.25563188583881,hs-SNR,,,,,,,,,,,,,,,0.2472025396179197,0.629615207777922,True,,,,True
