,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_0,s_low_0,h_high_0,s_high_0,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,908.1426256781401,0.21472591560170906,191.31311947834217,-569.8154319208587,142.0747051826929,0.4320910323287112,9.902827369633732,-0.5976445309327196,-93759.31883966082,226888.4496940367,0.5256451426209023,2.376099420586313,0.4230739361999568,87.48884177727753,117.88345770327557,0.02464361572793149,0.6703939607105016,0.6908487612231639,True,1.0,0.02464361572793149,117.88345770327557,hs-SNR,228.6240116575049,187.62172471572342,-2.8894225058016045e-05,152.0560590465576,0.6467837255291925,0.0372617431938667,0.0,214.40110588438228,0.031953470363450684,0.3365233293348695,152.53105625611798,184.7452839693629,Hybrid,0.01384997383074456,0.5773502691896258,0.47370630112662504,0.6560351626962557,1.1549537255498723,True,106.50150933959236,4.177667550481519
3,853.0882258528765,0.2248944846773256,201.98076208596146,-617.213559363154,140.40150013816162,0.4211969924425557,7.697908649037394,-0.057240791481678974,-100302.2494606984,191339.51215871907,0.5427149451549513,1.914937030345736,0.4210905834047627,87.56428399990101,116.75369624643987,0.024322656665999698,0.6654946888549776,0.6902033325532383,True,1.0,0.024322656665999698,116.75369624643987,hs-SNR,228.45310416424684,198.0683524483033,1.2486154404898413e-05,161.3666207309811,0.6375111907942049,0.0376770702435492,0.0,215.01751743375308,0.032206169609707916,0.3475955526020261,161.6950053190437,195.21392267645527,Hybrid,0.014145910956429256,0.5773502691896258,0.47252970428212,0.6490030429017654,1.1451042389710169,True,105.50715293626509,4.152385356516851
5,181.35314025128798,0.20272477476891526,-161.94727683215768,101.14779942204878,-616.3105380027083,0.13483942128288529,2.15562474902318,0.7098537790418499,1101.2446423393994,-40689.772943721786,0.4314984333469299,0.6572151504294366,0.07640016975634595,98.7275712891094,76.66817123543875,0.024251668954966117,0.7623311842028465,0.6900598370759169,False,1.0,0.024251668954966117,76.66817123543875,hs-SNR,220.31307792392673,-162.45908223050546,4.058445831239785e-07,-2.8732354361313246,0.6897496749086087,0.03129931119635476,0.0,194.7946410569812,0.031299284040604995,0.228647076684621,-5.109869496345652,-162.69909890424572,Detonation,0.011616001719881093,0.5773502691896258,0.482976659570017,0.6898066717845603,1.2021234475398486,False,133.23364619100707,2.5691091480558743
6,159.14548234056284,0.15647957465417095,-124.0653391905407,117.82014443200941,-915.3747472703883,0.1310133154977169,3.569236271525463,0.9984454204532583,1008.0425570637017,-57149.36170702689,0.441610032179821,1.0587166379569088,0.06118792556927013,86.96535851461351,45.30165042957492,0.024231747797573863,0.6754851633237893,0.6900195193763622,True,1.0,0.024231747797573863,45.30165042957492,hs-SNR,229.00149950271668,-122.953095713182,-5.890914179190856e-05,-3.1084945591334545,,,,,,,,,,,,,,,,,
8,164.338832556993,0.1847901985196157,-121.45927195481777,128.54473024683318,-845.4448049060205,0.13223762142322887,3.2955968347381206,1.1269475419132131,715.1249780676227,-51989.874333958796,0.4475764402034085,1.011723799003399,0.03589613717086638,90.94900002766344,60.46376438226554,0.024115341110195355,0.709800346302,0.6897834985561662,False,1.0,0.024115341110195355,60.46376438226554,hs-SNR,225.9904986233538,-121.13626463541485,-7.199583979571167e-06,-3.003620444077064,0.650695389081599,0.05143059208737815,0.0,210.99330094008675,0.05143057239858489,0.496953104191177,-4.222457856248502,-120.66423152160084,Hybrid,0.013402450213149487,0.5773502691896258,0.4755069362663571,0.6587561297082218,1.158183007608832,True,113.06231185350825,3.3486353260919857
10,183.4022610201866,0.1969881141979882,-156.69635530123736,106.13137240618984,-648.0721736180233,0.1347580862725324,2.320839451503289,0.7668019205105235,951.8171665612336,-41852.86674873812,0.4338306050696149,0.7080101829609095,0.07142053130747777,98.74108821294963,79.1471483170187,0.02397359119759313,0.7597555608839897,0.6894950966070885,False,1.0,0.02397359119759313,79.1471483170187,hs-SNR,220.2118926678104,-157.24452472749806,-1.6747008997336818e-07,-2.8828166716218457,0.6891586009417955,0.03116675418796065,0.0,194.71879499816072,0.031166727416501838,0.22395315494336365,-5.1171991802366055,-157.50458477938705,Detonation,0.011522164558526254,0.5773502691896258,0.4833826719698234,0.6892173533925029,1.2009917830244954,False,132.69978734732078,2.614904227083385
11,161.5804994635376,-0.017127914584601975,96.23983560207749,-138.4915420450977,513.1464164429981,0.1290994078518682,1.720854034577247,1.4465854382099312,1196.0988746448033,-33217.26246337056,0.459325579096758,0.6713110816793003,-0.17490799021822712,91.1657912638204,86.2042452316069,0.0239669859551145,0.7113973984784899,0.6894816308642162,False,1.0,0.0239669859551145,86.2042452316069,hs-SNR,224.5264713315664,96.58361085629866,2.531537597615819e-05,200.53993196604702,0.6891740187204702,0.037773994667344685,0.0,202.29861180848454,0.037773973343652685,0.3415446840097704,198.71173418942183,97.18185415416892,Detonation,0.01151882411279133,0.5773502691896258,0.4833971524275778,0.6892277930878415,1.2010008945968909,False,113.72976702911731,3.5689538473074918
13,398.96371070514516,0.1902813233620773,324.23455591054835,-970.6986468283262,72.73537041655027,0.17142518113074467,0.4132434028599555,2.65989732658883,-164528.29741096517,9740.00049550974,0.5310431277519838,0.5466270718131272,-4.108772481451227,91.12281643219471,120.1091266644868,0.023845566625549,0.6637506087334837,0.6892336719697654,True,1.0,0.023845566625549,120.1091266644868,hs-SNR,225.3187298841324,320.27221102845465,-5.962745327510074e-07,263.0520199185629,0.6378529634687254,0.03637939103169775,0.0,208.98550573840046,0.03637937849090042,0.048083447234825626,263.0899509479757,317.0709487794545,Hybrid,0.013887335736131068,0.5773502691896258,0.4735571469967922,0.6490333791781188,1.1447143486754765,True,108.35998220105594,3.7357187793313367
15,156.51402492585788,-0.022776521372574816,116.98839329163572,-132.66585977345585,582.7777513301993,0.12911195723099048,2.129929132552664,1.141004045067771,113.73600239266851,-38815.40898445962,0.4465992957387292,0.7226496239827945,-0.02369714460292061,91.28967787045292,67.08871643734639,0.023763772157912897,0.7078806619098109,0.6890661740711871,False,1.0,0.023763772157912897,67.08871643734639,hs-SNR,224.89364421336415,115.85863575802172,6.879986059599798e-07,2.7875868774152512,,,,,,,,,,,,,,,,,
16,178.70176902681868,-0.0224546481545598,126.04575362365142,-130.06195103604838,573.8396427439783,0.12914182424513593,2.2968722426655086,1.0436439575473926,-275.4338894132706,-35481.37126250078,0.4425575589324528,0.7481587202576089,0.010590094430466115,94.46588815961675,86.52393196974317,0.023759856526310283,0.7277000624767096,0.6890581463571989,False,1.0,0.023759856526310283,86.52393196974317,hs-SNR,222.6204047426918,124.75807394896769,2.6050960842852363e-06,2.94731215044653,0.6887484109512632,0.035744675880895305,0.0,199.0346017197859,0.03574465348900542,0.21414871875703345,5.222263965022063,122.84954182891848,Detonation,0.01145114236312515,0.5773502691896258,0.4836909493119983,0.6888032466396474,1.20018596650325,False,120.36223390065152,3.2934095036887014
