,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1
40,614.2037792058597,-0.13708440263706706,-202.3173859340274,1050.6239061041374,-688.1200948446235,0.18477661030532794,4.30379091731438,4.2102079973864885,-115192.55122502518,7161.354628936824,0.6023151202891778,1.777649062226343,-0.8448883828257918,True,233.3373334065865,-200.55346327454131,-8.006882548386105e-06,-160.82024426866082,80.42679404620168,119.63343422703043,0.03848100561456138,1.0,0.03848100561456138,119.63343422703043,hs-SNR,,,,,,,
41,921.2657198402552,0.23475606684036507,194.89572007525862,-595.9248440148705,145.0755217029896,0.500885821795033,9.731136552689472,-0.8700529863736304,-102306.48296031874,222318.15667324042,0.5486921850440255,2.2877753071100964,0.481438139733464,True,,,,,,,,,,,,,,,,,,
42,377.449833614045,0.21360733278367808,327.3777442672305,-873.4077081898357,70.8683819298081,0.1760853166172894,0.36908231415706055,2.341919652827196,-149761.92263164997,6476.858681467624,0.5201241257551881,0.48259052067713115,-3.5389312595795346,True,,,,,,,,,,,,,,,,,,
43,776.130077812202,-0.2059916880453731,-210.07989086990867,721.6967201139385,-613.2867749416957,0.3315533009853282,6.826494977598342,1.1641200048938678,-105828.6701728201,103603.82141685553,0.5487831326086521,1.90064374521523,0.28192404797037657,True,225.93708757987125,-205.9809096242907,2.9392407195478043e-06,-170.6377275432299,90.41134560790799,117.40843808077008,0.02146963916865271,1.0,0.02146963916865271,117.40843808077008,hs-SNR,,,,,,,
44,835.961085089165,0.23941967828578897,196.75854568225677,-573.869723888987,145.0709794181983,0.44598473890818113,7.756402229639679,-0.33238635115198945,-92314.64727046182,173268.4999017924,0.5436444200681678,1.8837028322179217,0.44242378747860106,True,241.52703337440363,195.65414319291426,-2.172440538309925e-05,151.38996943201795,62.41487260919013,114.7279372164758,0.1000423613709004,1.0,0.1000423613709004,114.7279372164758,hs-SNR,,,,,,,
45,422.51791197356806,-0.1487617065822526,-42.96343374490077,158.15578262067814,877.6439812450683,0.1585876581064159,6.953629374034403,1.4241839029160765,4132.20625532129,-17861.028079835814,0.4731363069201213,1.975771327327947,0.08566531495928335,True,,,,,,,,,,,,,,,,,,
46,772.4274198115107,-0.2223474853848115,-203.77481865340485,690.00980394525,-632.235151315652,0.362131646247276,7.159683974662577,0.8952299814630809,-100069.37174804114,92973.86010811661,0.5528685542633431,1.9391259905761578,0.33414728539606403,True,,,,,,,,,,,,,,,,,,
47,858.8314845180137,0.2376744206758024,203.6904737942326,-599.7595696265648,135.9693456451137,0.4591921072593165,7.664879554978185,-0.3497115307065565,-101586.37079299726,190481.38166439297,0.5495262217622952,1.8579346336267868,0.4552031941318528,True,237.89672280650728,201.74514500441745,-6.5376802472242e-05,160.12312382192454,72.08602215236405,114.80984927998713,0.054380313869206866,1.0,0.054380313869206866,114.80984927998713,hs-SNR,,,,,,,
48,632.5010936500187,-0.14017154949287572,-195.39090328434867,1006.1592837148195,-694.6109032972535,0.19097004992499456,4.87469860088224,4.043968709073082,-107824.30848187617,16879.043680939125,0.5984852030859525,1.8926694350660735,-0.6477322093799427,True,232.7972452889424,-193.5148341116431,-1.9151821614279302e-06,-154.7488795759242,81.2941331370506,119.63312595241912,0.03649371305210353,1.0,0.03649371305210353,119.63312595241912,hs-SNR,,,,,,,
49,926.5033635686486,-0.16532182274284113,-218.2515777117656,-194.05547492270455,-76.08796493241772,0.31735161689869096,9.228093172077028,-3.435069222908287,-20223.61220728609,345802.23674074747,0.35004940607357704,1.7345117558678758,-0.002316280524474801,False,,,,,,,,,,,,,,,,,,
50,878.8480405904011,0.2196356542699657,199.85208943892127,-595.5774561012513,148.99266056888615,0.4253823618892076,8.461397844274094,-0.2902055064539756,-99038.61378447321,209065.39010643426,0.5351007667544316,2.0669818766595274,0.42289402492863076,True,224.17505294243745,195.12638904962253,2.4512401574331126e-05,160.7083353251091,92.59649181734585,117.92660597416763,0.019266631652988263,1.0,0.019266631652988263,117.92660597416763,hs-SNR,,,,,,,
51,912.6780752116089,0.2156463036544267,197.35235578385144,-607.3447293830425,153.49965676899708,0.4377728451203317,9.404630643372364,-0.43864672522431536,-101867.75313510073,229434.0521168948,0.5351109575878963,2.2780498733057053,0.432658052289908,True,229.6213306658809,193.8516827583392,6.999991022934356e-05,158.353786082567,86.09434364397967,117.13588350921054,0.02613644805446073,1.0,0.02613644805446073,117.13588350921054,hs-SNR,,,,,,,
52,863.2485359676152,0.24461582765092632,207.14973892763288,-561.3949132742401,147.28176131063898,0.4820448874260715,7.582922542184357,-0.6511713093900451,-101045.13951066129,193010.96371217526,0.5483917877338607,1.7872020839810818,0.46806531451688416,True,234.59024119014967,204.35375430494514,-4.327131783682936e-05,163.29823601201142,78.64644825937515,115.38382725898413,0.03791905351858647,1.0,0.03791905351858647,115.38382725898413,hs-SNR,,,,,,,
