,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1
589,114.34050737395641,-0.05203903125109932,-183.20587639707955,50.49892016362449,-155.1266841963263,0.966341425964107,0.12901665428575962,0.4937813775475216,0.2786043314381177,3244.165980864461,-11756.815868637363,0.39407226074846413,0.16987939962656667,0.0897176967786945,688.1651518415387,True,False,True,177.32576082588668,-171.56110970248625,7.465159597601462e-06,-11.60646233299623,128.28078721913786,31.50325213566181,0.005527883069867007,0.4877485467272335,0.6347986442339383,True,1.0,0.005527883069867007,31.50325213566181,hs-SNR,,,,,,,,,,
590,399.17840878140026,-0.006011840500932367,-67.547722749313,311.11946879670074,-156.22664480867937,0.9963203236514858,0.12911693588966722,3.3202203204633975,4.553976052024119,-2799.859320074778,3022.0937512937526,0.5869724988548325,1.589051088786536,-1.4324283744163306,785.217150657677,True,False,True,142.9372385996548,-64.02239176796787,7.494412917799796e-07,-37.6630893203201,135.09560822840288,27.0193182324997,0.0033862016555517207,0.2359384028261752,0.6228744208484072,True,1.0,0.0033862016555517207,27.0193182324997,hs-SNR,,,,,,,,,,
591,128.53779360982338,-0.056310911725442496,-172.62789518299695,44.439601728241456,-137.67634733250546,0.9725117446295186,0.12909694455885432,0.5450261593187614,0.2562738681571836,3972.154725001984,-7559.8254532323,0.3961728053919742,0.17896885118922096,0.0989716494802036,720.9787138924686,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
592,255.91042750690784,-0.0015637050382961229,67.8008621255458,-59.56067410951289,848.4842095488316,0.9408087388053623,0.12907510136031608,10.484561906059982,0.8831339351817079,5815.414254167384,-9189.374635741304,0.40711655064460683,2.768329465711947,0.11047810239990317,188.19860182553845,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
593,375.7268588736865,-0.0065956051416653765,-79.06582763821585,321.74132672432233,-146.61841996489167,0.9961636606610272,0.12911913836387912,2.353792902861007,4.026754863972408,-5025.822070889984,1833.058929436258,0.5649280134649279,1.2595740363773198,-1.5930751458928842,900.0423317128368,True,False,True,130.26750545736434,-74.4643734757573,-4.775192768131246e-05,-51.35148204433484,137.8172270239483,14.995558146384369,0.0026885992192950607,0.19594847255358164,0.6181104410568055,True,1.0,0.0026885992192950607,14.995558146384369,hs-SNR,,,,,,,,,,
594,385.7223041634643,-0.00281008192960888,-75.06149093512039,304.60250796547024,-403.24153941460867,0.9972151300058861,0.12908276806149732,4.975008152851418,4.037795450546954,-3664.7097660232466,-2851.1298364193644,0.5658938469271128,1.916717946637347,-0.6902019245230361,1003.6704987635586,True,False,True,121.0500131903809,-69.82477988757432,-7.568084754079214e-05,-50.01585640308964,141.43825975102922,11.393825960347783,0.0021865610248779413,0.16928912958650782,0.6142496694786722,True,1.0,0.0021865610248779413,11.393825960347783,hs-SNR,,,,,,,,,,
595,382.43082866486543,-0.0032577838503392103,-66.53367258511699,312.96588774316353,-394.0780030688928,0.9975257961743939,0.1290855300741938,3.3783543266107503,4.677897323368205,-2644.4295431606297,-12051.619754171523,0.5927210639311885,1.6242381355473885,-1.4902475277114229,944.0645647899152,True,False,True,141.59025123130428,-63.88811364954366,8.56936333399466e-07,-38.139609404354715,134.28098885125578,25.550302566736022,0.0032634860496051905,0.23047116381813326,0.6220780954588091,True,1.0,0.0032634860496051905,25.550302566736022,hs-SNR,,,,,,,,,,
596,338.981685732053,0.0005645318914736509,-269.74316495724815,897.4994591446488,-16.817970844028626,0.9501245815920392,0.12907435698597328,0.12785477377103813,3.328080854191691,-113192.70519046957,4791.929066375786,0.5133928761327458,0.5866438358080414,-21.528549064788592,821.7818569419563,True,False,True,44.565711830958314,-265.71534071853205,-3.184235175669619e-05,-264.7776134526305,145.86122161964002,0.2832635502194307,0.00027165465175065564,0.028009237546858946,0.5906500131482485,True,1.0,0.00027165465175065564,0.2832635502194307,h-SNR,,,,,,,,,,
597,311.9181211732,0.004065988818522763,-379.2901166177626,968.159389307638,-121.0260884470196,0.7921719659417833,0.12908523015356743,0.22881351022899246,2.5561112838608904,-175526.5055370196,-12878.919836699104,0.4124328397224151,0.4832219248673965,-7.009593872472578,492.32182729898204,True,False,True,28.82087248632495,-375.444661140805,0.0005049074449321168,-375.3459781696015,150.58076292522546,0.12664160563895166,0.00010153299328777392,0.019123558304793915,0.5855187581677008,True,1.0,0.00010153299328777392,0.12664160563895166,h-SNR,,,,,,,,,,
598,268.1326813244496,-0.006088800325573463,-69.36643276627387,197.70076140846197,-540.3816667311354,0.9960044666775857,0.12909129713994463,2.3899040925563244,2.830039278066303,919.6529306310649,-26592.6047540703,0.5149716581452373,1.0691492361501316,-0.7087166237242778,773.6464093477997,True,False,True,173.1852345664883,-68.84152247365864,-5.93862025728936e-06,-141.4982116352519,125.45463193514264,144.26194065208315,0.005509791170000175,0.4587402834388541,0.6347099646675066,True,1.0,0.005509791170000175,144.26194065208315,hs-SNR,,,,,,,,,,
599,482.2677247861783,0.0028131416720783313,-131.13918504499253,705.2921953771723,-967.6058761878878,0.9729908657264763,0.1290882573982818,5.7122689432609635,5.397097218918467,-38258.579749362216,-28081.527883333038,0.6106024675962767,2.3275834389683188,-1.145740478774142,552.7431566060102,True,False,True,90.58329288500943,-126.39761643586888,2.5623783910534706e-05,-120.7080766506252,145.60547612122593,2.304778599147255,0.001144267853369657,0.08419542338405901,0.6043021318026811,True,1.0,0.001144267853369657,2.304778599147255,noneSNR,,,,,,,,,,
600,275.7171220901213,-0.0063926135774947015,-74.22261031225447,189.08560057506367,-518.1002975796591,0.9958738613210466,0.12909444693510475,3.3820272477617532,2.5264277963673414,749.600923568778,-20463.251700934547,0.5022577171438912,1.2665781113349952,-0.34272592459514695,814.5206552464547,True,False,True,127.61680851357863,-67.36123836304459,-4.298946782388504e-06,-28.88912952657414,140.36143838798637,24.345638870553117,0.002216497513723881,0.21779215233963709,0.6144925058995073,True,1.0,0.002216497513723881,24.345638870553117,hs-SNR,,,,,,,,,,
