,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,740.2595499520073,-0.2274062189382923,-222.9744416466644,714.6892877844832,-619.6451290590193,0.35226974709933073,5.651410883855518,1.0753071359413122,-111273.9655391846,78256.85897105231,0.5554408194592969,1.592070576954098,0.30111944762679155,True,234.9190992877712,-220.44825096219554,4.249876604084672e-05,-178.98495830071832,77.77503942670566,114.96326915986307,0.04004967136766482,0.7536244894877219,0.7168767940067728,False,1.0,0.04004967136766482,114.96326915986307,hs-SNR,0.7165767465491318,0.04661357976528038,0.0,217.824613675508,0.04661357347820221,0.2461313872676965,-179.4204787611296,-216.6947341122724,Detonation,0.01613048429813995,0.5773502691896258,0.4649042531892504,0.7166259710486459,1.2552723615314196,False,101.72381052459677,3.698939183106869
1,121.21873336844784,-0.01621566094948505,119.15901504016188,-133.3503890008244,538.7791777587646,0.1290720280047097,1.5838561001213471,1.118569141352844,-125.0629153783857,-41727.39855996555,0.4456445434708001,0.5823922152558108,-0.06842017534175883,True,234.5804791876236,118.85642696397213,3.895168785471137e-06,2.4507663365034364,76.70833113686562,61.92473137165836,0.04054517139637818,0.7655279606361436,0.7175895420866754,False,1.0,0.04054517139637818,61.92473137165836,hs-SNR,0.7163254447750358,0.055815872054524256,0.0,218.5951557311607,0.05581585579524634,0.5193473286952061,3.706516832858325,118.22274416066686,Detonation,0.016320146842278886,0.5773502691896258,0.4641977673912496,0.7165334395576793,1.2554627690827498,False,100.75220602301873,3.6039404634550247
2,141.74428029124496,0.16345910306654007,-112.3598864203556,144.65166743510045,-793.1705693759187,0.13004484787055975,2.775379799605754,1.3131896898222717,-81.10741608027273,-53300.360126624364,0.4542401429232848,0.9127098982051504,-0.025291294024369054,True,234.5543314020804,-112.06844417191616,2.8308693685609634e-07,-2.8980705864868086,77.17392328255055,63.0130426437656,0.04059360894368685,0.7676830648678568,0.7176588888721753,False,1.0,0.04059360894368685,63.0130426437656,hs-SNR,0.6926578062167182,0.04697371325491312,0.0,220.69426098091648,0.04697369716461984,0.5223705818511581,-3.9670168469376272,-111.53532860399875,Hybrid,0.0179826794847339,0.5773502691896258,0.4581527698892743,0.6971540114421766,1.2257469154524994,True,101.81221479703446,3.4604305930193857
3,127.0162267147092,-0.01998049619650854,120.95583822080424,-129.59381968197056,582.216313553059,0.12907569500794294,1.8483471080403184,1.071740077628202,-11.33075777490558,-43370.690006366276,0.44369516598389,0.6407101232814465,-0.026282947992331857,True,234.88847500481324,120.22851292558313,-2.329548010237212e-06,2.536739541841732,76.40084644167511,57.27445881281428,0.04090473264788736,0.7646799872185129,0.7181029396113678,False,1.0,0.04090473264788736,57.27445881281428,hs-SNR,0.6992853895138678,0.04793664088648747,0.0,220.7887031550057,0.04793662480268007,0.5247796167813191,3.650429144295674,119.02627929152979,Hybrid,0.01763293350326272,0.5773502691896258,0.4594033418746854,0.7025827767384317,1.2341334725687658,True,100.17837712484972,3.5715589002643906
4,886.6488585488391,0.22144182530658665,194.08952114690567,-595.1124496194042,148.3963776562286,0.4356759098867897,9.089974118230026,-0.3888396821839908,-96420.77879195633,208911.99793808628,0.5361377834311387,2.2076869158601737,0.4315175840083442,True,235.2637130461793,191.70967719908074,3.0076954821238745e-05,152.88993050157416,77.33778501191706,116.21124678359848,0.040973015514775286,0.7582314233760975,0.7182000790072046,False,1.0,0.040973015514775286,116.21124678359848,hs-SNR,0.716000110259985,0.0562518078208951,0.0,219.06466179334305,0.04810414145954731,0.3255438416538777,153.5287673151639,188.269400530654,Detonation,0.016491326572608406,0.5773502691896258,0.4635632262315816,0.7163629118710688,1.2554822241690886,False,102.93653490641441,3.7876671549355114
5,56.567054976541385,0.2276559309911955,-146.60664721421702,-99.76342844739172,-443.4623258562616,0.12384382287809127,2.0813722110969795,-0.756309105969962,14004.837439712532,-22576.59074727806,0.3649105139357074,0.3942915351125845,0.05513873246665413,True,938.8566726497264,316.811614285726,1.203483405132312e-06,-44.31910774950136,216.98188275660587,51.34167593257479,0.04110549795182585,0.5531294709275659,0.7183882252987239,True,1.0,0.04110549795182585,51.34167593257479,hs-SNR,,,,,,,,,,,,,,,,,
6,156.20158615430262,-0.02019407227401632,136.02023583155602,-115.9546942497646,525.4403722006151,0.12910353087366336,1.8925367646967928,0.8577570614848486,-11.748541338211908,-36295.84915913805,0.4347931249107772,0.616093701421673,0.03191292535258672,True,232.64064141780293,134.98228566372202,-2.6317738200687404e-06,1.9002258324839083,81.10089097028029,73.55833369769525,0.04113769233764605,0.7891795906503146,0.7184338821715847,False,1.0,0.04113769233764605,73.55833369769525,hs-SNR,0.7162669819737348,0.037408217852398916,0.0,213.93643607908325,0.037408199117181636,0.3776892061307335,3.6036196785987236,133.18023818046788,Detonation,0.016530227262928292,0.5773502691896258,0.4634194312358854,0.7166240721062427,1.2560025291575343,False,110.80867469436295,3.1626955472698945
7,138.09976345232405,-0.02144236813988511,113.6995798421038,-146.2887399353501,564.5860375874712,0.12908708012210146,1.7121953466277613,1.289247148954465,-474.9950456503594,-41979.162945653065,0.4527636531795636,0.6429233614826845,-0.1136069288239141,True,233.70412981942195,113.62262284396463,-7.841035702390994e-07,2.2518782833414237,78.30586077846844,78.75198408126407,0.04132544402724763,0.7791391461976188,0.7186996458189919,False,1.0,0.04132544402724763,78.75198408126407,hs-SNR,0.7169969487827139,0.03829381497432848,0.0,216.05579709139042,0.03829379722846648,0.4602841030494033,3.6483746940916686,113.43687101844849,Detonation,0.01654484880999549,0.5773502691896258,0.4633654217243988,0.7172767261924781,1.2571540815177984,False,105.15419092923568,3.4272058307909443
8,859.123984529856,0.22321627532079244,190.67106411634288,-580.8691922377798,148.09706747797406,0.421103325030014,8.782728088555398,-0.27582935301278644,-90243.9555405335,190373.30304928074,0.5335602547182178,2.149710463303385,0.418937658758204,True,235.42976788494755,188.3082211608492,-2.405297620182215e-05,148.49175970424568,77.04830816977163,116.35674337548971,0.04187511601310986,0.7621286965018131,0.7194728601368929,False,1.0,0.04187511601310986,116.35674337548971,hs-SNR,0.7182211352049059,0.05875338639858811,0.0,219.1824286539217,0.058753381162709964,0.24880636082522026,149.16584512568883,184.8243209300427,Detonation,0.016649360891629172,0.5773502691896258,0.4629799816633404,0.7184260750616778,1.2593313289755401,False,103.01109911823308,3.7641078587661134
9,159.97562371268734,-0.02020141278499925,129.82042141543423,-124.45757430546084,565.2149162710317,0.12910756865642736,2.0740499101210834,0.9649740874994164,-199.8327004695257,-38231.321372430335,0.4392625198860996,0.6793414921135069,0.016866418503612438,True,232.81701426862202,128.92129388383762,2.6592807168149482e-06,1.8731403823236112,80.7232144862321,77.96448694849903,0.04189559833112272,0.7916219980722342,0.7195015338387848,False,1.0,0.04189559833112272,77.96448694849903,hs-SNR,0.7179537773234838,0.03762885871710454,0.0,214.02977215504902,0.037628840275139734,0.36039236997789503,3.5603833970820054,127.27064221904942,Detonation,0.016675024040757915,0.5773502691896258,0.4628854990131231,0.7182073947844468,1.2589991393980813,False,110.72914849075987,3.1713372315276938
