,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vwf_2,xi_J_2,v_calculable_2,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,Lam_CP,EDM_bool,d_eEDM,vel_converged,Tc,LT
53,441.06543535272783,-0.14332120137850496,-43.12052141431772,155.712128909862,825.0494823424533,0.15917836884070513,12.334899769829853,1.2289701632544567,4076.680380399259,-13683.639754796277,0.4652977564680318,3.2885533029998726,0.1285666960595464,True,202.03367757394318,-36.40221812464276,3.107990113983953e-06,18.984086809138642,112.2092009006406,132.7573337124156,0.01073172696151875,1.0,0.01073172696151875,132.7573337124156,hs-SNR,,,,,,,,,,,,,,,0.5008500723721208,0.6555770646540289,True,,,,True,,,,0.5775502138240598,0.0396280711034154,0.0,187.76602756628415,0.039628048820443865,-0.06578318498364405,18.607970829352574,-34.13211129178417,Hybrid,0.008367101379884721,0.5773502691896258,0.4980295233190154,0.5998369461301625,1.0642008781693553,,,,True,123.51976236006719,4.487587499468915
54,708.019836522059,-0.13037133704146486,-195.72328963666803,1023.0094645019284,-640.0451450335568,0.19677816579514631,6.003323495867777,3.927729304724005,-113068.2258492926,65329.528597279685,0.5965459525064836,2.155452424754279,-0.44566003955088,True,205.34029035253502,-190.30522544179297,1.1555248165807733e-05,-165.26790391489357,108.19810250142449,55.915348103011894,0.0102916951254911,1.0,0.0102916951254911,55.915348103011894,hs-SNR,,,,,,,,,,,,,,,0.4709360404512108,0.6540874514630892,True,,,,True,,,,0.5482254861007337,0.05820504184775777,0.0,196.03245659348028,0.05820502391195394,0.2029814368931533,-165.3831462198641,-189.1049447769492,Deflagration,0.008689338761062156,0.5482254861007337,0.4916187810469925,0.5857771705290453,1.0432177992209015,,,,True,116.85657715896723,5.379361641880203
55,165.10958702316958,-0.018904332974351533,110.26965931239023,-131.2082012060246,448.6399488546154,0.12910832819868168,1.6722167425563468,1.197969946882422,640.8419143715591,-28893.19013000583,0.4489710604648519,0.6177158434528237,-0.08544699186101973,True,201.47310510716946,108.73379292365874,-2.0854250850579652e-06,5.822934767200563,111.96630308023556,60.17648229487904,0.01005262741768123,1.0,0.01005262741768123,60.17648229487904,hs-SNR,,,,,,,,,,,,,,,0.5691063963940591,0.6532623959849317,True,,,,,,,,0.615037376839337,0.044456032736550806,0.0,181.7109285130704,0.04445599939729546,0.26475502114706384,7.640884573596183,107.385627587185,Hybrid,0.006983947515802366,0.5773502691896258,0.5052306536373751,0.6239661887221966,1.0953286314712298,,,,True,126.09074791614944,4.205230270774435
56,154.10883101029782,-0.01821225196595504,107.4562675402846,-119.22687870248137,564.2040348949872,0.1290962609875946,2.1974424169934896,1.1151148573804022,1451.4538697306616,-35084.722713040064,0.4455127314633909,0.7352130804784395,-0.012372877809205872,True,203.56625318093404,104.61922829814672,1.4501650331295733e-05,5.2355637359719065,110.55329750173388,40.07466047586564,0.00984483236542772,1.0,0.00984483236542772,40.07466047586564,hs-SNR,,,,,,,,,,,,,,,0.5404578853103291,0.652535857953099,True,,,,,,,,0.5935642947339563,0.05492477440502783,0.0,189.0575349399721,0.05492474115633536,0.4325371442689199,6.462831485036715,102.9348279949857,Hybrid,0.007361771861625696,0.5773502691896258,0.5032040214978143,0.6089655282240279,1.0753664919910673,,,,True,122.38541123921604,4.625152078206321
57,138.74494996004844,-0.020479151552800813,104.54695566315107,-119.75648623323968,528.4204018777133,0.12908655780530315,1.8196170617604224,1.148345963954227,1580.0819093712914,-35269.361897962175,0.4468925093128212,0.6462952594324768,-0.052091460449560256,True,203.55386243045157,103.23583773302799,9.365797205916804e-06,5.249669728518566,110.0315268567894,35.644396890211524,0.009493874830105992,1.0,0.009493874830105992,35.644396890211524,hs-SNR,,,,,,,,,,,,,,,0.5207626453709852,0.6512880772779551,True,,,,,,,,0.5695205275101742,0.05928234227724225,0.0,193.12238364502917,0.05928230970923321,0.5072197333610288,6.063299480027629,102.60636373796045,Deflagration,0.0076767318301728124,0.5695205275101742,0.5011764201223193,0.5942057735823576,1.0545489912143695,,,,True,120.62089492118143,4.973019281781368
58,150.82275447296288,-0.02240548036383981,104.21624819799392,-122.611385356222,545.6519852165737,0.1291034920111343,2.023428290628145,1.182707185781195,1470.1442794143536,-34701.45401423643,0.4483326939918604,0.7029749369539021,-0.04372154628862149,True,201.59247196981013,102.28669620679312,-5.8656165900559775e-06,5.4242575313160515,111.64725700148571,39.71037577017924,0.00926756345405065,1.0,0.00926756345405065,39.71037577017924,hs-SNR,,,,,,,,,,,,,,,0.5281064277194948,0.6504691050415305,True,,,,,,,,0.5882050144721815,0.054235446337371145,0.0,187.6589226065456,0.05423541192284395,0.44392394303883703,6.571021935662526,101.10894311930937,Hybrid,0.007093702266466231,0.5773502691896258,0.5046369192935474,0.6049505998217992,1.069112123964746,,,,True,122.89260266129749,4.749377645331378
59,184.55747723110048,-0.01965401088550657,128.30861956995523,-108.14181574145569,530.2116504605062,0.12913276216938838,2.324633864884579,0.8542794198558147,983.8275202390367,-29412.913668615518,0.4346628388240967,0.7235383695304471,0.05064800181494193,True,195.61098046979043,124.51303342673596,-1.2067695092340605e-06,7.172920129619357,117.17553607103486,61.71113185369378,0.009114587911738518,1.0,0.009114587911738518,61.71113185369378,hs-SNR,,,,,,,,,,,,,,,0.5784279156688922,0.6499088934950623,True,,,,,,,,0.6324392518334016,0.04447551512843454,0.0,169.5175747075329,0.04447547524488457,0.11240009537468232,9.96812029922778,121.52726317821724,Hybrid,0.006012672756867689,0.5773502691896258,0.5106825267212679,0.636167888495386,1.1095954306055855,,,,True,133.12053509516517,3.897970674549714
60,154.08081443168214,-0.0193248293435268,100.86496084073393,-126.44912198500928,570.2070859016163,0.12909902485398247,2.125924876272522,1.2599443091104097,1480.1524713862436,-35694.47377345185,0.4515486738853352,0.7414719372531988,-0.05757968611287334,True,199.89937968504367,99.30065470326136,-1.5673222543092482e-05,5.542377830277175,112.65044535081668,39.85372847907136,0.008850824667107897,1.0,0.008850824667107897,39.85372847907136,hs-SNR,,,,,,,,,,,,,,,0.5200348538291472,0.6489299660268675,True,,,,,,,,0.5856633414081042,0.053858464596065504,0.0,186.08582795345612,0.05385842910058406,0.4393374285437784,6.661330537024279,98.33389624975206,Hybrid,0.006860757582764464,0.5773502691896258,0.5059021335686903,0.6029320511763901,1.065744017061296,,,,True,123.56870307429269,4.796700509806613
61,153.31035533813778,-0.020298120366843884,101.23857813083723,-120.59886870609327,631.7396815612592,0.1291007940062223,2.505268995607295,1.1976307058888729,1753.5224179411407,-38085.442907845965,0.4489531583272244,0.8259223665499692,-0.014029475657713621,True,199.97151872710967,98.29622260628769,4.3002268609189405e-06,5.5934439630788635,112.82422905800036,33.94931155937809,0.008618864063682558,1.0,0.008618864063682558,33.94931155937809,hs-SNR,,,,,,,,,,,,,,,0.503758738106163,0.6480549687392142,True,,,,,,,,0.5646613222373771,0.06223021937420621,0.0,189.83322211597957,0.062230184475752764,0.4685508822251917,6.398288694686334,97.1629458982712,Deflagration,0.007129646037557633,0.5646613222373771,0.5034155319488554,0.5909105101364324,1.0485653881602413,,,,True,122.81745341015724,5.0189446665617705
62,178.32314225578418,-0.020856699187096213,105.86596380879637,-126.80967644853436,598.9594033875818,0.12913204405748113,2.6276166146163122,1.2107532208354266,1187.2582062400788,-33568.53691854601,0.4495155548089602,0.858696357126649,-0.01034067749644077,True,195.61210561858388,102.82832651613329,-3.575381012648966e-05,6.399467366261822,116.20045584835479,49.35747116457729,0.008383267250684528,1.0,0.008383267250684528,49.35747116457729,hs-SNR,,,,,,,,,,,,,,,0.5316169350721084,0.6471521689834839,True,,,,,,,,0.5986675994312116,0.04981745586251123,0.0,177.98461809261025,0.04981741806062976,0.2634785975510643,8.025406406220473,100.94229422340919,Hybrid,0.00626213228078956,0.5773502691896258,0.5092462101720837,0.6109538771899132,1.0756533496853444,,,,True,128.35713610900848,4.419257683687905
