,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type
0,571.9576674110173,-0.0014887231996062733,-587.8341007417552,995.492779732489,-462.82006203460173,0.7763310594630373,0.12907979063636693,0.7927549377942028,1.690288593182401,-285321.7963658626,1777.0968623966546,0.37014254708461086,0.4799034999789509,-0.7719160253569703,723.9972938894829,True,False,True,,,,,,,,,,,,,,
1,362.38317291506576,-0.0018967761003649553,-264.4612493309055,271.42613292357964,-544.3551223453776,0.871367217135078,0.1290775289431293,1.7456209135814331,1.0229663465477028,-28184.725586210414,-21974.66976969773,0.381484050930895,0.6068996194866421,-0.020791800936484556,469.68633030645066,True,False,True,,,,,,,,,,,,,,
2,283.6036004777519,-0.0035095967271721734,473.60647878310454,-982.5507184505107,68.24271810099572,0.7400568767470831,0.12908067823821828,0.11117681813640885,2.076564083838162,-224628.3556674104,-7323.792780437339,0.3724863697296046,0.3738882185071292,-9.56745153631899,521.1489232816948,True,False,True,28.708366949375534,470.6676514850854,-5.725693612531993e-07,470.6846039310467,151.93505957948113,0.13104709955592853,9.581267178382531e-05,0.019382471301119975,0.5852869564230353,True,1.0,9.581267178382531e-05,0.13104709955592853,h-SNR
3,500.5460784841712,-0.005485679261160212,808.9289610741303,-21.12982610387928,611.7831764258024,0.7350542864772435,0.12913240446388938,0.5689757087777582,0.03259074241258859,1397.8980232763697,-122374.64653468318,0.2855018327616885,0.14767571759653764,0.12866570769871227,876.9903530832057,True,False,True,1.3944868270407572e-05,688.9868688180161,-7.664331817166845e-05,681.1473535265429,823.1601507440433,0.10581183985425469,5.453967663857028e-06,0.004278865922456361,0.5792539419343113,True,1.0,5.453967663857028e-06,0.10581183985425469,noneSNR
4,792.810688457,0.0032952971597202813,-428.2039675680818,934.2955836971735,-698.1847876603549,0.8439048485521533,0.12912899600089423,2.348895320803472,2.2010514980467204,-190451.09179018892,132305.36672919674,0.41882030735026216,0.9540657465419881,-0.3864993138418513,673.5660811061958,True,False,True,,,,,,,,,,,,,,
5,511.6576541276875,-0.0009775622840261233,237.2295959094556,-412.3865907125412,358.3960266283632,0.7491706640000517,0.12907603637008214,2.6132033676729574,1.742463610254979,-40975.352606059656,62168.26486820179,0.3619563214739783,0.9437114436274026,-0.1613892476011493,268.314643484303,True,False,True,,,,,,,,,,,,,,
6,989.9566249018573,-0.0002753817112093604,-759.0077481031605,-307.1889477336142,283.3510730242599,0.7309267841818503,0.12907469930287108,0.6745566938302867,-0.40614554985362866,123993.82634814431,603629.8171083642,0.2656795912782165,0.1009482484819669,0.06794039837063262,812.9156828631665,True,False,True,,,,,,,,,,,,,,
7,461.7745975195137,-0.003570694347997616,207.96454116491043,-242.0954755344984,207.45336102050578,0.9767259905888884,0.12909487666399178,2.5560557683752654,1.1778984880633587,-17050.64751440032,67822.17058724075,0.4366264390863407,0.8353303567710428,-0.006606862060576785,947.0070182601631,True,False,True,,,,,,,,,,,,,,
8,118.61053053854904,-0.02259617453560911,202.67338348421333,72.19146657719693,161.01122551267918,0.9025236375123911,0.12906744659003253,0.6998803041817118,-0.3569109117124461,15124.31418814159,-3905.7205617268264,0.337801146286224,0.11548492409335359,0.08356488060185746,424.7570687718422,True,False,True,,,,,,,,,,,,,,
9,198.43230232516422,-0.001729958251058622,-241.86120752614647,-88.86942597637733,-238.20809211932635,0.9630353153096424,0.12907468180556741,0.9241924472471037,-0.3681291171437444,18550.660520031026,-3571.847918406689,0.36555936423392343,0.1696932589544852,0.09241590816683451,864.6709548193531,True,False,True,3.3102137994654576e-06,-188.47145249883158,2.75356258004231e-05,-188.12881664300363,323.60636930477904,0.008719651960973351,7.923346424393182e-07,0.0032231322051681404,0.5780766011723417,True,1.0,7.923346424393182e-07,0.008719651960973351,noneSNR
