,index,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
0,121,790.4090863783023,0.24226013502378466,268.32357722620463,-656.0839839187709,388.5892999107412,0.4182304814563325,4.3046971476243545,0.2978086959502996,-139971.2480399594,140580.83482071874,0.5560254183048389,1.1258090695644718,0.4130797114751874,True,197.94311603105228,257.123622524947,-8.419732431980988e-05,229.2432027925332,111.38364598513522,23.29946782002159,0.008214572855346058,1.0,0.008214572855346058,23.29946782002159,hs-SNR,,,,,,,,,,,,,,,0.3936594109157697,0.6464966842782633,True,,,,True,0.46575035461368036,0.05596722777535042,0,193.82943318818818,0.04725316471055383,0.43698360312888673,229.26023393776651,256.2671948884821,Deflagration,0.007747287161209404,0.46575035461368036,0.44292006786490457,0.577352171371646,1.0147493583631355
