,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type
0,201.77367400889347,0.047279597128546624,556.9014446635965,-761.517629142517,122.00306263317749,0.12953593161848048,0.10827015138362735,1.3587886499468418,-205531.694464572,-34626.42423773275,0.4558856414691022,0.25353231283704714,-4.13365796723008,False,,,,,,,,,,,,,,
1,256.13745705189064,-0.0286901893544532,643.5906640564285,-1074.458748982318,206.4603207950547,0.12941321677433282,0.17846556246354123,1.6785162162326421,-336039.0963453506,-58679.89946777984,0.4691462659756033,0.32436909332132563,-3.8173099622864965,False,,,,,,,,,,,,,,
2,217.1423513999601,-0.031262140957708726,1134.31660140821,-1436.1148192112164,97.01276295096956,0.12932798616146474,0.04616258065478853,1.2695859840316908,-804398.0026584225,-50540.17737077236,0.4520648909941296,0.22313830916897892,-8.599866460870151,False,,,,,,,,,,,,,,
3,267.369360286003,-0.033357359571253936,544.2265977827086,-869.7202341269792,409.91022722384287,0.12958642953292462,0.415410654724361,1.6119759152978814,-226750.47459297368,-99625.64266312457,0.4664603598159509,0.37251531623073714,-1.434207326085003,False,,,,,,,,,,,,,,
4,224.0246386522913,0.035193512805426284,968.5406024096277,-1915.188506888164,162.1473219731763,0.12942683730153495,0.07849148703279304,1.972302721340335,-922012.8019488096,-83570.05431890978,0.4813941806186916,0.34833999198158744,-12.260381827494474,False,,,,,,,,,,,,,,
5,219.3615195868477,-0.02471190984828941,99.11967014381113,-144.6099910567366,-32.52725899157417,0.12923763707292138,0.03353991675070671,1.4918127060322321,828.2852517146603,4549.787631941632,0.46127916319988055,0.2570204301930487,-16.459243831298032,False,,,,,,,,,,,,,,
6,225.21572869779808,0.008687057400446993,403.3559690448938,-502.8312050725692,351.2590013112542,0.12909592943660061,0.47518163023224114,1.2435508920285967,-93834.48907341824,-64465.23149682172,0.4508640671315687,0.32605388956282644,-0.6844976117895822,False,,,,,,,,,,,,,,
7,285.65397087835566,-0.01947804851717069,763.2808368498903,-1496.1848686987335,289.1471337910152,0.12928046727751907,0.2084331802901985,1.9670364400899225,-561177.5856705456,-99060.6650503436,0.4811015672212498,0.37994770175420334,-4.511574159676019,False,,,,,,,,,,,,,,
8,306.16533648472574,-0.018850955387095483,697.006706234002,-1390.3167363815628,679.8295551612277,0.12930297347533995,0.5219044587508782,2.003272640995308,-474609.15866276086,-220035.0734155188,0.4826226620245513,0.4643548881869375,-1.7930322388761883,False,,,,,,,,,,,,,,
9,51.66671810583701,-0.01974294478375138,670.4726018002228,-156.01978610401625,33.344734164207466,0.12903237346938967,0.019997076121979103,0.2311493964314499,-44831.06713283831,-13414.406030263917,0.4086488934980821,0.04352416843573643,-0.5389408235208666,False,,,,,,,,,,,,,,
10,317.49697294452295,-0.04966886496841316,539.5583241289637,-951.0764770833788,792.7392675102235,0.13080560462334068,0.8156360341939352,1.794482439935544,-244024.7998273853,-189315.1056267427,0.4746743858877282,0.5029894152044078,-0.8562054800510271,False,,,,,,,,,,,,,,
11,245.2133224329813,0.028314190189848532,408.00960403476387,-733.2069225145088,0.8205911911452404,0.12936817982675897,0.017917871064594748,1.7845021206399156,-142779.21329374946,2268.2208690977786,0.4735398268521195,0.3018964878728013,-44.30180066674374,True,79.29451977301879,394.9843994797882,0.00018154890778886233,381.86900164294093,147.297194354209,2.0609371022373466,0.0007934829631938926,0.0790899860822418,0.5998877049681626,True,1.0,0.0007934829631938926,2.0609371022373466,hs-SNR
