,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,eta_BAU,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3,h_low_4,s_low_4,h_high_4,s_high_4,Tnuc_4,dT_4,alpha_4,vwf_4,xi_J_4,v_calculable_4
595,371.1696551938418,0.003141640556552347,-68.31788512073915,301.3723947899937,-340.56510866222925,0.989985414127261,0.12908403841564975,2.9285885258983786,4.434134507721341,-2416.975839649287,-8906.69617222558,0.5788168856544721,1.4711695494281516,-1.5493310631505364,479.09514032153925,True,False,True,119.92044007884708,-65.53363304126142,-7.571718444322448e-05,-47.5845036390644,138.18298185500964,10.330915510513194,0.0022125626468638897,0.16262591561794967,0.6144606883078138,True,1.0,0.0022125626468638897,10.330915510513194,hs-SNR,,,,,,,,,,,0.3295381081947489,0.0886811259654143,0.0,116.77230939530479,0.08868058631622361,-0.17622844171669105,-47.58754410703603,-65.43859207825861,Deflagration,0.002200607748721275,0.3295381081947489,0.3266677284277206,0.5773502756558457,1.0013553779036657,True,139.27317045985643,11.814242295034006,0.06291269019866734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,145.95824066828203,-0.004510806996787936,-97.17622326894548,83.41689079966821,-301.73936576480486,0.9617100102138624,0.12907504540256334,1.303030933047468,0.857342015054873,3765.707122763079,-17049.406890280596,0.4159831245103651,0.4686480691043458,-0.0119491068520734,340.9919476627685,True,False,True,133.3459417856235,-76.6516902988573,-1.5662370004326847e-05,-17.784236922324183,141.23366121264326,10.883411063874064,0.0020161994099625537,0.22633436727526798,0.6128324925194701,True,1.0,0.0020161994099625537,10.883411063874064,hs-SNR,,,,,,,,,,,0.4684324457943698,0.11833316967232108,0.0,129.66640668873964,0.11833299409720645,0.3427759067286801,-17.997359235577807,-75.72566461025293,Deflagration,0.0019832043487222127,0.4684324457943698,0.4621794918480885,0.5773503117323587,1.0041336110175807,True,143.27545744526185,10.510809269998642,0.1318769730652518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,136.4149524554507,0.005295145024670904,180.2035132752419,-32.46990320454927,242.05953896221985,0.9659060289654618,0.12907478099521605,0.8740723845732902,0.1798311736138176,4892.461317221179,-15246.671414019856,0.3897754521748842,0.24848995841229216,0.11982518920679952,672.3229857942522,True,False,True,145.37420173394622,164.5875842664011,-2.7914518246336662e-06,16.015284379143615,141.90608804005382,19.9001177142828,0.0029568445405003755,0.4318286760915465,0.6200138678681469,True,1.0,0.0029568445405003755,19.9001177142828,hs-SNR,,,,,,,,,,,0.6069392454243342,0.0771620792715541,0.0,112.01970404507405,0.07716183044468328,0.1230552114200344,19.31258172150219,160.53229484043663,Hybrid,0.002326266402035577,0.5773502691896258,0.5366524646947779,0.6099860553822477,1.0617988749268374,True,152.0332922304103,4.170400902726263,0.09097130258907572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,151.85895315227384,-0.03332595107692286,-101.9747208670998,75.29375609108888,-217.0499483130286,0.994313287464222,0.12914198971952995,1.0967069698254912,0.7285234935364046,3937.710595957171,-11027.151892603448,0.4265923507428359,0.39559732471244025,0.008155596991730366,952.1128780234703,True,False,True,118.59580728429043,-83.31798736024284,-7.05810374040405e-06,-27.34607807911129,145.3030910315446,10.66241828919101,0.0016285502154542338,0.1960253854103882,0.6093481004080573,True,1.0,0.0016285502154542338,10.66241828919101,hs-SNR,,,,,,,,,,,0.4577270188466144,0.1077505757143832,0.0,115.09057304936044,0.10775031377744973,0.1516529747757205,-27.55484901373387,-82.5327418207222,Deflagration,0.0016091399442649484,0.4577270188466144,0.4530794331489644,0.5773504289885373,1.003002082377794,True,146.86834974425267,11.031744756468651,0.03909225726561955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,229.7420674806287,-0.013590798148002944,-135.53206291565095,153.15927328517387,-328.50030724756925,0.9904350682174166,0.1291306714578427,1.7161558062093467,1.1149365431271283,-2690.707649927237,-13456.691009375398,0.4407629130266715,0.6148617087401914,-0.05195479448624307,972.8661927925348,True,False,True,50.31329325979362,-114.02536253473724,-0.00038136841271875716,-108.84753361470295,153.11181448611157,0.4822571439648584,0.00030919528505800683,0.03547488707541368,0.5915279353100289,True,1.0,0.00030919528505800683,0.4822571439648584,noneSNR,,,,,,,,,,,0.10887727012937068,0.2863801171684259,0.0,49.71639787929331,0.2473586552617875,0.4224403009944269,-108.84635672441334,-114.00470136618479,Deflagration,0.00030917196191703936,0.10887727012937068,0.10877380350049104,0.5773502598532614,1.0000188588262198,True,153.16317873561246,47.091612715713346,0.00046638340999781154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,355.0343554611367,-0.0009516557463980363,-107.24514305886257,320.64245037308814,-39.49302842573628,0.967976010282714,0.12907492080508712,1.72463899528345,2.9858294429056107,-9392.751831732188,15479.938632619422,0.5076928915563976,0.928797989305131,-1.1632502391998898,413.51818043973367,True,False,True,42.510193271030936,-97.30462912767351,5.597483082407529e-05,-95.86634380568056,150.172468535402,0.2526060296758601,0.0002333173705166777,0.02655133955118328,0.5896866319315514,True,1.0,0.0002333173705166777,0.2526060296758601,noneSNR,,,,,,,,,,,0.09413059008232548,0.3735846301224843,0.0,41.82737835760693,0.3309997395710615,0.5044562946513617,-95.86611867095344,-97.29778012315901,Deflagration,0.00023330733033298585,0.09413059008232548,0.09406350704005062,0.5773502695375362,1.0000107583650022,True,150.2012692777407,59.905715864498454,0.0001960214244818278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,140.57444114179143,-0.02674224239157763,123.4859241429622,-74.51779498450479,56.048025059752376,0.977284588297404,0.1290983573915615,0.275118194654899,0.6070684477864637,3251.8504773943223,-2616.314589328361,0.4131164708965335,0.16995762329480205,-0.2057868914377129,569.4342815651697,True,False,True,36.17761372185848,101.23343737372154,1.6232951897121432e-05,95.85167591825821,156.3899478731366,0.3184874953352619,0.00013857910832773096,0.025937173159829675,0.5868817059694906,True,1.0,0.00013857910832773096,0.3184874953352619,noneSNR,,,,,,,,,,,0.10877889474471376,0.3358245301248945,0.0,35.637775529585674,0.2969498057390116,0.3985824930216354,95.85128284974772,101.21722837741105,Deflagration,0.00013857452808704632,0.10877889474471376,0.10873256344841063,0.5773502662556559,1.0000082630335787,True,156.41755538495525,56.524917722744206,0.00040109011667698887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,389.1252422900014,0.0015244474171803855,-44.39400220197,184.662297000404,-161.39144312537564,0.998272726697925,0.1290766987476765,8.249416339497456,4.178559434175963,3743.6231705136843,9667.285275146773,0.5722835835938077,2.7587806572370246,-0.4000625223309813,754.3373204368445,True,False,True,114.12704209780941,-39.27318492585902,-5.070255188387779e-05,-20.498622539798244,144.21782887026208,10.650210142432767,0.001835889676936318,0.15552744910453564,0.6112608597798391,True,1.0,0.001835889676936318,10.650210142432767,hs-sym,,,,,,,,,,,0.34844996327233035,0.08964918184360209,0.0,111.60487330821366,0.08964880182830957,-0.04200013533065039,-20.505378677598227,-39.13870669008657,Deflagration,0.0018263216936023523,0.34844996327233035,0.34581749382547794,0.5773503065264436,1.001307168848638,True,145.30076999530584,11.690264779610727,0.03444552095150675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,298.70000180040483,-0.0024732084311629428,140.58210741945652,-381.31184884483815,135.48853869281425,0.9507892064531218,0.1290778083134791,0.6593995740818305,2.7176355810209585,-18926.88128223512,-5855.998178559908,0.4882752307216289,0.6177891570239507,-2.6710237695177605,431.39880339263436,True,False,True,70.39684957771955,132.61912615364898,-1.1131303728915322e-05,124.84977060719572,146.24004833394247,1.4008913034729744,0.0006715269774994527,0.06328407595126216,0.5981178304293336,True,1.0,0.0006715269774994527,1.4008913034729744,noneSNR,,,,,,,,,,,0.1558744500440773,0.18029079295047856,0.0,69.0935003412255,0.15322653819741255,0.22009751455127788,124.84791317728936,132.58839299566938,Deflagration,0.0006713094925359348,0.1558744500440773,0.1555440964001985,0.5773500957057193,1.0000809829701691,True,146.39956164876043,27.926660329113197,0.007951521039597908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,290.3617976149824,-0.005908485623523058,222.02651467151333,-466.0306675800199,380.0857340907292,0.9478509997788196,0.12909386849626114,1.065834182069254,2.106408063089825,-43727.705216038514,-31623.0651975416,0.461420798234377,0.6175265560322845,-0.9116296799913056,660.3041918731196,True,False,True,33.336553843395805,211.04236661764327,-0.00012491883004310428,210.00538289422587,152.10709202419795,0.1709711938545695,0.00013714292715544442,0.021096216367787503,0.5868326040165094,True,1.0,0.00013714292715544442,0.1709711938545695,noneSNR,,,,,,,,,,,0.09620550466817923,0.3981410393114669,0.0,32.707084262240876,0.3631628060947377,0.5122408517601543,210.0051650932712,211.0371210436072,Deflagration,0.00013713933688869014,0.09620550466817923,0.09616517055513674,0.5773502673666999,1.0000065448608495,True,152.12524889067905,64.90303621467253,6.319522066502596e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,237.58892333574883,-5.322313499067644e-05,-122.27803077294098,180.63653220392098,-314.16153042464896,0.9481264046767468,0.12907409699386024,1.6750990710824218,1.4771885903594413,-3220.7248781075523,-13371.297480096675,0.4353239748186305,0.6649728661638457,-0.19659113814922968,364.6976260464577,True,False,True,74.74062530923852,-104.59177492451984,-2.8368352654611713e-05,-88.74743845807876,150.66196830225903,2.5137166089450886,0.0007011335926323856,0.07897524868675529,0.5985619168245937,True,1.0,0.0007011335926323856,2.5137166089450886,hs-SNR,,,,,,,,,,,0.20671211763956,0.1353313801161629,0.0,73.59085209845395,0.11768399973642756,0.10775054923778826,-88.73782379113155,-104.51953270708256,Deflagration,0.0007006942544252528,0.20671211763956,0.20623506065137065,0.5773503561343788,1.0001567141952588,True,150.9170811357914,21.531020571393103,0.01798709906318419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,122.31449455550151,-0.026272035463326085,119.73087278272806,-114.28036610287512,350.0851702399452,0.9808176770418788,0.1290701873516547,0.9748457608715811,0.9538653000931148,977.6885225690294,-27959.658613342664,0.4292817919912408,0.4026889902334144,-0.10426390693323234,602.4507951530937,True,False,True,212.03832363124215,117.47562098579176,8.980004666477954e-06,4.357131041777835,103.49187818171906,43.45946146890073,0.012718123675144452,0.5826850056470465,0.6618866022175499,True,1.0,0.012718123675144452,43.45946146890073,hs-SNR,,,,,,,,,,,0.6022196825518769,0.04907379320031939,0.0,198.08037813287567,0.04907376602916065,0.485030419782729,5.4918784262271485,116.11730222628206,Hybrid,0.009000588417847991,0.5773502691896258,0.4949124162714171,0.6171720193221719,1.090279974462519,True,116.98925960816184,4.597713456363834,0.7749708682448724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,135.6071919806073,-0.022416141472497736,125.68843351296354,-104.49195701386564,199.92082849605728,0.8921590325089752,0.12908545867497176,0.5798213110729069,0.8333424761140572,1273.4105810915225,-15907.786123190745,0.38275374924281946,0.2838457404539029,-0.17034286054758027,248.23721200313344,True,False,True,179.5232863604828,109.48795359852066,3.87124464430827e-06,9.972972339652292,124.72601099015095,40.67044848660797,0.005347398868607931,0.4406578878026529,0.6339065541793217,True,1.0,0.005347398868607931,40.67044848660797,hs-SNR,,,,,,,,,,,0.5673047195971855,0.05898507368602887,0.0,167.08395867618387,0.058985024229943485,0.2589397382934255,11.041718815357909,105.97520330232204,Deflagration,0.004585003201778672,0.5673047195971855,0.5186660983222946,0.5883402684973975,1.0392038191639654,True,132.87039098921966,5.822938958873976,0.8323306268184572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,471.64330487221747,0.002484397085744619,-84.12274828436989,391.1219085154971,-167.98231877794763,0.9936524201156546,0.12908462499762755,6.75930543467951,4.6742256969995255,-8538.958861541028,34453.835590877185,0.5906394814529619,2.4688639748364647,-0.6790008387245275,743.0518803512863,True,False,True,58.44537682133075,-77.8447865725204,1.0671886981838456e-05,-75.54626706319527,150.74699753410792,0.6107127059335653,0.00044267588074523115,0.040192355411375294,0.5942718790439527,True,1.0,0.00044267588074523115,0.6107127059335653,noneSNR,,,,,,,,,,,0.11300527131138095,0.27800428080222234,0.0,57.567794782680906,0.2414466357411845,0.4445921693428907,-75.54596807007668,-77.83352387773469,Deflagration,0.00044262309332682864,0.11300527131138095,0.1128512328516329,0.5773502771142428,1.0000298137730323,True,150.81855714916148,44.28140047056037,0.0005543732457377546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,119.33049450514359,0.06129865452529629,-150.64178638380943,93.72437586330601,-160.4816486657646,0.9307406721672086,0.12903051730933174,0.4310619897276109,0.6198463076942733,735.3750956441402,-14463.514279090647,0.39141321976057103,0.21107321538094825,-0.0937967409030002,383.41847958176834,True,False,True,202.60624709264096,-141.52474329641285,-1.179731580648469e-06,-6.846884228203206,111.67658066328251,53.549381882408476,0.010243274718339477,0.5725816986863748,0.6539212630398359,True,1.0,0.010243274718339477,53.549381882408476,hs-SNR,,,,,,,,,,,0.6162852071688328,0.04659267389985774,0.0,183.2604739589957,0.04659264152710155,0.2937981181462899,-8.707701789191827,-136.5948369168415,Hybrid,0.0070729521070039235,0.5773502691896258,0.5047488491520334,0.6250272467530869,1.0970073206452304,True,125.97189484625623,4.597720697954797,1.262718604057668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,133.46272178830677,0.0592571249765339,-134.1446380626639,85.41882755460017,-305.90870535883545,0.9761699489154048,0.1291367260456088,1.0987098340206989,0.640641673220286,2133.176866820697,-21147.524366350714,0.4139901902771025,0.3814510707085557,0.03574952299205998,603.4261403926447,True,False,True,192.401572675254,-126.09571518795867,-5.036390706781733e-05,-7.725519427862947,118.70202779149008,32.4777181458265,0.007338504709082959,0.4915928590117376,0.6429610520577269,True,1.0,0.007338504709082959,32.4777181458265,hs-SNR,,,,,,,,,,,0.5815803609263603,0.0616401446340118,0.0,178.41556906462873,0.061640102057994875,0.4065144278976132,-9.049080169121767,-123.22838541882143,Hybrid,0.005866134724842082,0.5773502691896258,0.5115389403322329,0.5987733744541835,1.057581599490663,True,128.6887931878745,5.091811010171164,0.4275772218952457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,343.6464057944995,-0.005325590888473425,193.7751172023145,-586.3767872191164,516.836993395186,0.955510509550631,0.1290980632586256,1.6848525627970552,3.0375043253963123,-48772.70865584974,-36539.37704697918,0.5038632772316627,0.9274638615986492,-1.23992862942188,627.7325999677444,True,False,True,57.479840331003416,184.90438276631352,-2.125781794936142e-05,181.43118974790337,148.6629133273939,0.5895184931394226,0.0004440866944377162,0.04096734000376229,0.5942984091689517,True,1.0,0.0004440866944377162,0.5895184931394226,noneSNR,,,,,,,,,,,0.11567246511744805,0.27097566468413514,0.0,56.560064024179106,0.2353651622449024,0.4139220654422507,181.4303116396041,184.8871093302975,Deflagration,0.0004440309748646546,0.11567246511744805,0.11551408600908995,0.5773502800496711,1.0000313699687646,True,148.7312729938246,42.673679068148594,0.0009291745448284103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,221.4313710079039,0.007147714339629241,-90.64870481634432,153.5317160953306,-211.6025848005423,0.9883804262791536,0.12908816505677007,1.0271340566418226,1.7043917234624986,909.8089633956224,-10417.312099238858,0.4642858530143397,0.5408488014042054,-0.5779644168878639,589.4417613683837,True,False,True,93.86369356519569,-84.53574322288392,-1.9077978071484352e-05,-45.045122052217295,147.09509808423834,22.87494135986515,0.0010704049090125556,0.1556129396887566,0.6034391357805949,True,1.0,0.0010704049090125556,22.87494135986515,hs-SNR,,,,,,,,,,,0.43823004725700815,0.0920261636405826,0.0,90.66041867746272,0.09202546750399633,-0.2712208618851185,-45.2232446623832,-84.27941733613002,Deflagration,0.001063406214721641,0.43823004725700815,0.4355792846204361,0.5773503123623571,1.0016413030304692,True,148.10592310941098,11.899925545769602,0.0026894907589526088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,108.5011866885419,-0.017753502069168897,-313.87142189866,48.00927268136536,-23.099546127285805,0.7435995792623467,0.12906402236116385,0.07302559342722921,0.15384847810222113,332.6168987733963,-29.175790255597352,0.29367892991670275,0.043897811373844166,0.04803299918311743,349.06649535570364,True,False,True,46.27340839560241,-304.5485809734781,2.3162287568288432e-05,-306.64070882089607,159.5248588740161,0.137361323234785,0.00018917631174855768,0.023823465685542028,0.5884707443579139,True,1.0,0.00018917631174855768,0.137361323234785,noneSNR,,,,,,,,,,,0.057838860591393364,0.3823607408778557,0.0,45.764398608861924,0.33697715008927936,0.5532507527670217,-306.64065033382235,-304.55000063222974,Deflagration,0.000189173878154606,0.057838860591393364,0.05780581400508567,0.5773502668447735,1.000003216065341,True,159.548020080108,61.97076848677244,0.00016062497269357968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
