,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
0,245.2133224329813,0.028314190189848525,408.0096040347639,-733.2069225145088,0.8205911911452404,0.12936817982675894,0.017917871064594748,1.7845021206399156,-142779.21329374946,2268.2208690977786,0.4735398268521195,0.3018964878728013,-44.301800666743745,True,79.2945197730188,394.9843994797882,0.00018154890778886235,381.86900164294093,147.297194354209,2.0609371022373466,0.0007934829631938926,0.0790899860822418,0.5998877049681626,True,1.0,0.0007934829631938926,2.0609371022373466,hs-SNR,0.20531129280580762,0.17149607932750038,0,77.9806253029076,0.17149411928052466,0.21991076402304124,381.86888473094893,394.90546091669023,Deflagration,0.0007929372594071985,0.20531129280580762,0.2047758401252835,0.5773502708130008,1.0001719290159188
