,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_0,s_low_0,h_high_0,s_high_0,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,944.4498239300676,0.2274728188114952,207.11729024479786,-606.6985313714285,148.05219135262726,0.4967125187653702,9.199865567257387,-0.8465630806477444,-113707.55496494875,249553.2978374468,0.547584279601106,2.158872545039724,0.4772375317594065,76.30606636019681,115.32730596853979,0.042595253798542114,0.7622340436721637,0.7204751176423815,False,1.0,0.042595253798542114,115.32730596853979,hs-SNR,235.82772645282498,204.79641812031662,-1.022759180871717e-05,166.6386721355083,0.7201592948705456,0.03464487480156533,0.0,219.75180271369425,0.02962255393883811,0.3539045803056525,167.17019370767764,201.30931641585653,Detonation,0.01675929100575191,0.5773502691896258,0.4625757067374143,0.7202106025684452,1.2626307977660427,False,101.90464484471904,3.7731964889506213
1,923.6751541220362,0.2190803090319238,195.93813854826976,-596.9649571970459,139.3071089395437,0.455391899728372,9.749166169627047,-0.636364411237012,-101580.4505182815,235368.53598442976,0.5356822479747206,2.3312308072005936,0.4450074305121569,76.84177734827716,116.20459499131618,0.04190792778943565,0.7613004054632824,0.7195187893898215,False,1.0,0.04190792778943565,116.20459499131618,hs-SNR,235.53739799003623,193.6430872227142,-7.789394094249819e-06,155.66395174236186,0.7143107522960708,0.03481797953612274,0.0,219.8204347234466,0.029875107435111445,0.3316197382628586,156.2954097867829,190.365016616717,Detonation,0.01693669992431181,0.5773502691896258,0.46192572584451946,0.7151676998673357,1.2542001204580866,False,102.8794534242386,3.7973380433695136
2,56.567054976541385,0.2276559309911955,-146.60664721421702,-99.76342844739172,-443.4623258562616,0.12384382287809127,2.0813722110969795,-0.756309105969962,14004.837439712532,-22576.59074727806,0.3649105139357074,0.3942915351125845,0.05513873246665413,216.98188275660587,51.34167593257479,0.04110549795182585,0.5531294709275659,0.7183882252987239,True,1.0,0.04110549795182585,51.34167593257479,hs-SNR,938.8566726497264,316.811614285726,1.203483405132312e-06,-44.31910774950136,,,,,,,,,,,,,,,,,
3,141.74428029124496,0.16345910306654007,-112.3598864203556,144.65166743510045,-793.1705693759187,0.13004484787055975,2.775379799605754,1.3131896898222717,-81.10741608027273,-53300.360126624364,0.4542401429232848,0.9127098982051504,-0.025291294024369054,77.17392328255055,63.0130426437656,0.04059360894368685,0.7676830648678568,0.7176588888721753,False,1.0,0.04059360894368685,63.0130426437656,hs-SNR,234.5543314020804,-112.06844417191616,2.8308693685609634e-07,-2.8980705864868086,0.6810306370792593,0.05036245841175304,0.0,221.74667564102316,0.05036244252320967,0.5153683623730617,-3.8883960271609945,-111.58590359127592,Hybrid,0.018808802614434177,0.5773502691896258,0.45524051306401164,0.6879232839188024,1.2120600103716614,True,101.81221479703446,3.4604305930193857
4,151.20952027952413,-0.018640940046159737,127.12898693281984,-122.51421393238495,601.6126319914765,0.1290947795651905,2.1698460459689595,0.9679972163960694,72.17856436188504,-41283.596997419154,0.4393820890445083,0.7037943808915847,0.021135667363280014,79.71343836570018,65.58972414634596,0.03999886719225838,0.7760070138885693,0.7168033672089829,False,1.0,0.03999886719225838,65.58972414634596,hs-SNR,233.345612136058,126.09931201736872,1.6336583143975876e-06,2.029963690616309,0.7163312498098194,0.04129189174870703,0.0,215.6460019326198,0.04129187313232832,0.4736308386580671,3.531089269323502,124.26830060620046,Detonation,0.016129313326478642,0.5773502691896258,0.46490862634068364,0.7164087794767947,1.2548966308979386,False,106.51251924390013,3.294892342199684
5,626.6868110175568,-0.14437600164824255,-194.20076162475792,968.1790993224139,-699.3383994247482,0.19346254747453207,4.900673832335913,3.862537373278797,-103458.75121077678,14979.146173912595,0.5921718128692928,1.868924686963778,-0.5676162077333106,79.75837637414594,119.443599207765,0.039584422149097,0.7583485985759876,0.7162019267813344,False,1.0,0.039584422149097,119.443599207765,hs-SNR,233.74005958210788,-192.4087915614922,1.7445517042817106e-05,-152.4336026763223,0.7157316820207843,0.03641624325583239,0.0,215.26471798273712,0.036416232905465876,0.06968246523125103,-153.1341219704167,-189.7441069855111,Detonation,0.016024614424011714,0.5773502691896258,0.4653002053892368,0.7158090257905303,1.2536726210581484,False,105.65723455813337,3.557931489062901
6,614.2037792058597,-0.13708440263706706,-202.3173859340274,1050.6239061041374,-688.1200948446235,0.18477661030532794,4.30379091731438,4.2102079973864885,-115192.55122502518,7161.354628936824,0.6023151202891778,1.7776490622263432,-0.8448883828257918,80.42679404620169,119.63343422703043,0.03848100561456138,0.7539741031364696,0.7145789661830101,False,1.0,0.03848100561456138,119.63343422703043,hs-SNR,233.33733340658645,-200.55346327454131,-8.006882548386105e-06,-160.82024426866082,0.7142751213499227,0.0357684342162054,0.0,214.50260566700672,0.03576842333118894,0.057386077062028744,-161.4384294436673,-197.94652734729772,Detonation,0.01573217425592899,0.5773502691896258,0.4663999588938469,0.714325273967787,1.2505884580316005,False,105.81899735306384,3.5403307103128903
7,167.99087059550266,0.2540189520512749,-141.07899207992648,128.2629749166516,-658.160015096371,0.13562375233689913,2.3294010192830403,0.9972060272302148,49.38296535224981,-43821.309590278695,0.4438636092151187,0.748551259359129,0.02889890628072957,85.86864113329482,96.85755796145055,0.03789470929072447,0.7973846197111575,0.7137034262081913,False,1.0,0.03789470929072447,96.85755796145055,hs-SNR,230.2033412098316,-141.6089320006766,2.11014691600644e-06,-2.1381706993043514,0.7133810586010478,0.031470687978535895,0.0,209.34526716677271,0.03147066825015412,0.3741229152463458,-3.9476715628283223,-142.11358055970018,Detonation,0.01557947820146181,0.5773502691896258,0.4669777686962701,0.7134326406096848,1.248780582548309,False,120.05621812475732,2.820495556223078
8,111.14066394042955,-0.019191345187882083,130.7363439053919,-114.19075308275411,610.3169827675006,0.12906408587561688,1.921146521625916,0.8714787825475554,341.9197467942085,-47013.92268268704,0.4353451407893668,0.6255330941644051,0.03023309356434255,72.1759979599178,38.40767996888694,0.037236975579841146,0.7049170479525335,0.7127099711656054,True,1.0,0.037236975579841146,38.40767996888694,hs-SNR,237.072909447906,129.20704419002038,5.823327510079304e-05,2.5117249225824034,0.5286878395008671,0.15979827646049596,0.0,233.90776369611785,0.15979825533214043,0.9999999999999999,2.7411793331500713,128.66906613981484,Detonation,0.027794668083599722,0.5286878395008671,0.41995338453210596,0.5926789713311275,1.0758538156214572,False,88.16778879707567,3.8445330998784164
9,632.5010936500188,-0.14017154949287572,-195.39090328434867,1006.1592837148196,-694.6109032972536,0.19097004992499456,4.87469860088224,4.0439687090730825,-107824.30848187617,16879.043680939125,0.5984852030859525,1.8926694350660733,-0.6477322093799427,81.2941331370506,119.63312595241915,0.03649371305210354,0.7456177555932189,0.7115726441480175,False,1.0,0.03649371305210354,119.63312595241915,hs-SNR,232.7972452889424,-193.5148341116431,-1.9151821614279307e-06,-154.74887957592418,0.7112700173438036,0.036771418522870414,0.0,213.78257209607133,0.03677140770132279,0.07471507574894568,-155.4221892758798,-190.8363326432804,Detonation,0.015213489484147835,0.5773502691896258,0.4683729440777701,0.7113203703424668,1.244506622512663,False,106.08373398930131,3.602559068137664
