,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3
2450,847.4707476757758,0.17953380901060634,391.09676395946144,56.60953284520542,136.149811201396,0.31387247528229434,2.4629142078940918,-1.4267343126293046,-67949.26155464357,284617.9126070749,0.43199045652700296,0.37793949986863895,0.10725029653268177,True,-1.4304112016129186e-05,50.95199265910696,-0.00012644200318122774,57.586248533786744,858.5172636591005,0.7076055332032638,1.0142081986408384e-05,0.001377961913985299,0.5799446740298435,True,3.0,6.49640999212924e-05,97.94129314374528,s-SNR,6.76548815398975e-05,185.1686620465107,1.0219248662576793e-05,69.84921696312023,808.1911865868306,97.94129314374528,6.49640999212924e-05,0.0932258466700707,0.5838936454664657,True,4.057096009509906e-05,257.5895663355011,-8.997506303987733e-10,224.8690617368632,766.1018122926346,16.103154306673787,5.884557473440605e-05,0.023846964748311876,0.5835796207889189,True,,,,,,,,,,
5596,786.3715964707985,-0.2974660101018987,-292.46507249873736,-26.453266366015786,-848.6159466130298,0.5561900111674196,4.778894435829925,-2.4361442817217958,-62738.99519492213,89484.63005701627,0.5110904757573784,0.7886995620038488,0.2457207676500568,True,1.9728979299823225e-05,-89.55901236608665,6.3835693069464445e-06,-101.62120424031968,795.0681155720371,17.930221298839573,-4.2313040480857815e-06,,,False,3.0,0.00024847703817100627,0.08520815482478382,noneSNR,5.8544611510681495e-05,-144.33862212690633,7.0410143978521885e-06,-127.72278243977013,605.7201872001073,22.891355599290023,2.329814073352294e-05,0.01977443439488684,0.5812778731090025,True,46.91635626516727,-252.43692340829327,0.006734244526559555,-250.6601252707277,151.6649590936261,0.08520815482478382,0.00024847703817100627,0.06273034689371125,0.5900766087193697,True,,,,,,,,,,
6975,944.2436915943857,0.2939546777890369,440.1611300003472,25.97141514757141,420.4667735694909,0.7356540275335355,2.5934579562545195,-2.3005442609643882,-166832.95212090344,249453.29164929554,0.6064724848053284,0.26494044556956525,0.2254757264073787,True,-0.00010648820850302698,107.12942183450129,-1.0039511477176866e-05,115.73592083691021,968.5118326120523,1.0891389437132375,7.394196824503225e-06,0.0014972511055291262,0.5795662358259313,True,3.0,8.004407908565058e-05,20.241498189639515,s-SNR,1.4728203006702701e-05,213.9800940399376,-1.7338534222702207e-07,140.27960448883908,855.2863999794452,76.21287646819542,4.740262165666068e-05,0.058024327725667374,0.582944379135272,True,2.2929975523065e-05,331.54596219761885,-1.997750241221749e-05,296.47020280063145,731.3467422038774,20.241498189639515,8.004407908565058e-05,0.030232633277285707,0.58460889231843,True,,,,,,,,,,
3286,483.22509664429117,-0.29198503428725026,-360.3795355402361,697.6012646722148,-751.5693478882301,0.27798048823171584,1.6463648686760388,1.258851987903563,-152805.88818159228,-77545.80276772955,0.5259438921905832,0.6213998818196035,0.037343015093223325,True,-6.959033056842661e-06,-199.6809307643698,-1.1276244821114756e-05,-217.0741022353866,767.4019097570589,23.44765036828824,-8.632977197483841e-07,,,False,3.0,0.09370590747032627,114.9742281425888,hs-SNR,9.923295794979974e-06,-247.67640332172888,4.866485888734545e-07,-238.92188916860906,413.0281255878575,4.653458838115569,7.664760808634717e-06,0.022278731199483776,0.5796063352804236,True,240.8228965721676,-358.85568930664164,-5.253887469344065e-05,-293.4663915177917,64.86997187305447,114.9742281425888,0.09370590747032627,0.8607133254768075,0.7719441268790999,False,,,,,,,,,,
4757,96.07734905167472,0.03779054022647621,146.1240329583627,-52.64793665255411,375.7991995097973,0.1289985412890414,1.246561289962938,0.3670301443237325,4044.5020917276756,-28092.340951646416,0.4142936752367531,0.3728120132113566,0.10198199426344244,True,6.473084949430138e-06,59.90937799506909,2.6548756306949038e-05,60.44882910339468,266.804064872779,0.08667223901380794,8.888157200942621e-07,0.0037816508648933845,0.5781195245362909,True,3.0,0.0027090435829725265,11.028423105564856,hs-SNR,25.31444632913404,7.79930265739837,7.13546242066727e-05,7.1371903048048555,126.96829604948923,0.14463062121664905,9.033527639870035e-05,0.02179181526677534,0.5850583248227117,True,209.67179719475524,133.7485054320723,168.4590824918931,43.333324977431715,106.8466219331442,11.028423105564856,0.0027090435829725265,0.24781498361006785,0.6182590370269001,True,,,,,,,,,,
591,8.469213874691205,0.20443110944539414,-72.67687546898195,37.82920943664567,-419.4783942484253,0.12377893438165648,1.4601439951796036,0.3474731993925079,5671.146298184618,-28018.338089361558,0.4108689990775929,0.4229481986936522,0.1031067224808682,True,-6.5473570418540046e-06,-59.65791233663885,-3.956942049243467e-06,-70.06085627940767,238.67865325402568,7.723256370421637,1.7622903382295363e-05,0.03126759412098156,0.5807677030917687,True,3.0,0.000790441023716253,40.827586519799475,noneSNR,25.597628051062266,-11.920659341877744,0.0003739799852613602,-11.39102882180771,144.35747256476432,0.04621265045429368,7.199876274210938e-05,0.028379076209414107,0.5842367226740971,True,235.22378492678868,-125.79951298273001,229.11867534295163,-61.948688042379096,80.67749938591008,40.827586519799475,0.000790441023716253,0.4359584547232237,0.5998453557828165,True,,,,,,,,,,
4472,778.8293354049575,-0.27539388656251695,-388.49688465280167,-30.34107174232554,-225.96177475558773,0.4895113534244182,2.1633633623605864,-1.6947937365817949,-86438.59634208729,189733.0831561544,0.5086407529333778,0.2583752178265141,0.15758308613339994,True,-1.7366436723974468e-05,-77.4783945476888,-1.1060548752388974e-05,-83.82183663694109,845.8898516643169,0.7013079914079299,6.357311856486e-06,0.0015784533385869801,0.5794052863682179,True,3.0,5.181290972717877e-05,67.82416545940725,s-SNR,4.4077438835113495e-07,-185.00969637216235,1.1327792729647447e-06,-108.51995804412779,753.2682710402098,67.82416545940725,5.181290972717877e-05,0.06447172434805336,0.5831975195446905,True,1.7868326540556492e-05,-276.1738506175541,6.9551132473117784e-06,-254.74771156176703,660.2438961020844,5.149094081002204,4.7306218790357926e-05,0.021227128827674982,0.582938715806728,True,,,,,,,,,,
9791,219.940406766082,-0.15501492807642314,204.5100540679639,-254.0993689686682,381.39548510693976,0.13550920768106395,1.0512628885419488,1.3416274615582937,-15695.704493163386,-31025.885576749955,0.4581572299842045,0.4864202990618695,-0.2925388726863061,True,-4.594330812133585e-07,136.17424556743828,3.6564809126424876e-05,137.6794561851508,524.3758795611861,0.18697853156868405,-5.254580947689042e-08,,,False,3.0,0.00012984296886778236,0.015983686042090994,noneSNR,-7.8753980505781e-06,159.51235515007386,9.436166127809637e-05,158.26112017791814,315.47071925003866,0.15662455380362414,8.130578541474602e-07,0.0019142205541548816,0.5780860323082031,True,35.44775302909056,227.3021620573016,0.0003221161077398734,228.520429987433,153.12607873798996,0.015983686042090994,0.00012984296886778236,0.049937946069841664,0.5865788810806826,True,,,,,,,,,,
9135,931.9487774429097,0.21853637648818972,398.7315302540303,12.985521544022047,205.16599625364344,0.4597519349175868,2.8657530015987116,-1.8713354487921967,-115713.50549636186,318082.8853792659,0.4864051390045286,0.4045490089343116,0.1542566288014719,True,1.1767539825855852e-05,66.29490641835264,7.211690389422287e-06,84.39965766507767,868.6504916015166,4.494742347707302,1.662566463574268e-05,0.008050181998547524,0.5806698872849451,True,3.0,8.040985173545244e-05,26.949792991726557,s-SNR,-8.190205883564842e-05,175.49354092642452,-1.509045355255709e-06,78.21963560237063,833.5638160287701,107.64962169465592,4.0825679337501864e-05,0.08611807343625569,0.5825436491164537,True,1.1663972727820835e-05,271.5907824913553,-8.027389666036913e-06,230.98476539315553,773.2990725658134,26.949792991726557,8.040985173545244e-05,0.03079078413041325,0.5846253517096133,True,,,,,,,,,,
1536,553.8239982054945,-0.2990013949045965,-346.5567042120585,-73.90696474651065,-181.7135164396464,0.3374089790547042,1.4608562439872468,-1.1735749405026996,-24409.273811236893,83372.60923442131,0.4543070155851498,0.16961823757969516,0.10171190984535043,True,-8.285494882075636e-06,-86.63854995624473,-2.630872289811287e-05,-94.03842157618328,691.90358542337,1.9364291804258755,2.9125561041455278e-06,0.003744931414880393,0.5787420370335666,True,3.0,1.4849262022984469e-05,0.050208036284971065,noneSNR,-2.633877032967025e-06,-137.67440847244632,1.0413249754207426e-05,-104.04267590481987,643.3133884841792,33.87181261527894,1.2636794666812233e-05,0.03800045978290676,0.58024546830845,True,-2.6186789158590766e-05,-245.58995336470886,-1.1040519538782993e-05,-239.08358260532842,522.3223100378093,0.050208036284971065,1.4849262022984469e-05,0.006510998058373794,0.5804880327732861,True,,,,,,,,,,
