,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3
6612,634.1307641255414,-0.1888985856163689,757.2836828318846,509.08234575074175,-12.3032801274328,0.24148286828797863,0.34835784970575634,-0.2899323771417951,317022.0990548137,220679.7568430008,0.4431624003418247,0.03876739956947323,0.18115640845214112,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,651.6313618621534,-0.024599312755654135,-859.7571456415644,-956.515391868609,47.46948948410454,0.13111512889032317,0.28225904147715625,-1.1600510000570834,401573.8013179797,248013.24938662333,0.35172358802152665,-0.12277707297355818,-1.060802688596447,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,312.39195823534584,-0.17788966249736535,-896.6661705143746,467.93984696460575,-589.433239024199,0.15023878589257253,0.3779376658189092,0.4572215356574984,-226673.79669185405,-226618.30162438957,0.4286717721774256,0.17068800573097703,0.011954386389792349,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,753.6068294001216,0.1082238291116066,652.7893205311902,-480.5539167268238,-320.9654148952601,0.18222363033608752,0.3867873455079868,0.36715892257576965,-224425.6502234279,363162.7581994338,0.4409115855207777,0.15788999013962499,0.09509198293824343,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,509.6714666163207,-0.27654540718872683,316.1704528462167,-812.1807016569704,-742.0177982089228,0.27918979767594054,-0.35458271905909206,3.3925334330727335,-70299.41610038164,224123.5577347961,0.615451940461411,0.4767765590806826,8.393857036012376,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617,893.2570006049273,0.19274974065489786,-140.4618861440141,-703.8437606411592,-298.7463454833493,0.3658556687279585,24.4058621727413,-0.7579941948119715,113561.9197049611,568448.4573295237,0.48584622482555734,5.97513317738333,0.35997024665905114,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618,908.5154743147788,-0.21463011654449937,111.93558011751816,857.641530350892,202.14014049250795,0.4320783325312733,41.6417063671249,-1.5473416695473707,112497.0223448192,684442.0612423024,0.48606807861323975,10.15253631352333,0.4177041242483014,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,670.5296272714166,0.1458674575632375,-595.6283060110147,175.94359283356312,259.028421984503,0.20470173022431423,0.390678698590396,0.7209598471158701,35499.468961684935,305784.7357327277,0.4668923406540619,0.2178296491669107,-0.12791373040149104,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,966.77771036443,-0.0224115596539749,-507.5138671297803,937.266060723487,42.306432387096265,0.13288112661068738,1.6631492254980824,1.681996484168545,-251004.8171164129,444854.88173683203,0.4710252320577766,0.6961200537359448,-0.29238320466242496,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,953.2691501043502,-0.04488850212229051,-314.2721251488449,-199.95559296726958,-563.5240669223613,0.14390815967111792,5.585402898664213,-1.1536724238550704,14591.017590039679,358871.767148744,0.3583858774203412,1.2040719873568748,0.08433501491723,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,916.4272312307472,0.006175004516576987,-236.96302946945696,322.66303832336143,343.2652061854835,0.12933332946972192,6.38628038306516,1.4488938032914915,-27940.979941360172,442584.0605888453,0.4595387217840833,1.838052396314872,0.04715351871543329,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,567.9561181741492,0.16799408852458536,-787.3913742533248,353.5185925644437,274.9772690703687,0.19985679075059867,0.06763980173164436,0.7099788174311846,-46155.11184297255,266360.72160438524,0.46401232801367553,0.13523975333810853,-1.6632101768347054,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,782.1975359952642,0.15546491186012684,-364.68326646545313,-803.8483994993987,555.3814981846363,0.24698076671153865,1.7361898000792335,-1.188480983473654,229090.30941219715,464225.71046177257,0.40847182428977724,0.2359672861075327,0.04359185035947233,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,255.0648849083247,0.11219645449375643,-950.3585298677986,223.96994273952828,-671.7342052101596,0.13418325151732696,0.38513006960460794,0.2591637538109906,-87682.37025519976,-289833.97728487,0.4123915974128649,0.1394764763696504,0.0905837921461337,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,772.3874291957185,-0.188540669132725,-223.32522718005407,344.55416974832724,905.9579756114658,0.2974109713203381,3.2791803643051414,-0.40236889110219176,-68954.14340093215,306915.87890434626,0.4664415971096546,0.75273360922592,0.28506789267413546,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,758.804608877349,-0.23809021207247427,551.9581991360367,37.16686173502262,502.7040536687134,0.38608370217873456,1.3525662318957505,0.8773835831177659,177567.70107690687,163230.1363602854,0.5641009822980176,0.4843721551602319,0.24379825733851798,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,613.6935131836134,-0.28946320414989496,943.5158656467368,45.14772472328923,117.45124323251116,0.37167402327701954,0.25806868450323667,0.3772518890604352,233045.40854816727,131805.02996206775,0.5360573222614381,0.12739248596921504,0.23380473077295172,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
