,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3
4090,427.1083844892392,0.014663970436316174,344.92223956387056,-71.1566917419309,765.6199421015563,0.12936989350192138,1.8500787830665333,0.17750334199322895,-6142.935595443003,-44845.65148577378,0.4065824012460888,0.4921035860988381,0.12511231313464896,True,1.5760380364260974e-05,178.7769371732504,-0.00016728278828482307,184.87586127652008,735.558132056111,5.095430207074855,-1.642450568321687e-06,,,False,2.0,3.1969434956811044e-06,9.277285476153793,noneSNR,2.5033215217930106e-05,198.80391147428818,-7.575813116956291e-05,191.44266098909503,669.5895305647165,9.277285476153793,3.1969434956811044e-06,0.00905555685923608,0.5788083180440865,True,,,,,,,,,,,,,,,,,,,,
4276,384.2983757591623,-0.2167960566430069,-447.7481296260815,945.640209818992,-105.29948824168581,0.17946823272478404,0.3110436954210067,1.8603783215249912,-226047.44572380878,7584.195967960507,0.5017513616713435,0.3878239774427502,-2.6023012984945915,True,-8.51146050651003e-06,-371.2462740306265,2.12839281496973e-06,-362.80102064056547,566.4486313042172,0.2337325314034615,2.093625196944959e-06,0.022835501738776614,0.5785304785130466,True,2.0,0.005916128393721589,16.74328508358755,hs-SNR,178.37646019877633,-432.6376362834498,4.624981538251975e-06,-399.1013805511489,120.699567538897,16.74328508358755,0.005916128393721589,0.3125772744485662,0.6366636832804479,True,,,,,,,,,,,,,,,,,,,,
4491,583.5800049954735,0.21765020966187612,645.6738475969989,-968.4187372775093,339.49631135874256,0.2540474443818978,0.5986674834714467,1.068905763747637,-387073.12541816296,17316.473902148282,0.5060629442591773,0.3278178314924678,-0.22307865788594505,True,-8.224346447097936e-06,550.8237389628026,8.129980837085808e-06,530.3029902602646,822.4815430211363,5.563613643781422,9.896200555610015e-06,0.02814359337808588,0.5799131028085591,True,2.0,0.00032305390086054947,0.1231055851537235,noneSNR,52.15141103186463,616.1174593957568,-0.0001926175916828375,614.4130843793785,145.1903396375163,0.1231055851537235,0.00032305390086054947,0.06140639822511604,0.5918380936836601,True,,,,,,,,,,,,,,,,,,,,
4494,721.9719268475898,-0.29175508890150914,-363.22600557392207,858.3094257062405,-163.27850303472562,0.4741198540299073,1.7702318367304617,0.8055246682429107,-229884.0989608879,127041.95117488787,0.6051249367704851,0.5768120705564338,0.3824835528284944,True,-2.7747704655793816e-06,-246.9087222409524,6.864351523909473e-05,-207.02025653111698,728.7618529081764,72.08084980194077,3.31521847496078e-05,0.05187394588867562,0.5820323090558696,True,2.0,0.012932762502676965,36.63260476304049,hs-SNR,214.7319462293002,-354.2944358889755,-3.3672513666710533e-06,-316.80515248762697,100.76431477324202,36.63260476304049,0.012932762502676965,0.5097611170320964,0.6625320884492614,True,,,,,,,,,,,,,,,,,,,,
4714,476.0068785357015,-0.20118565729019008,-452.11738510329764,-49.577332746725226,-93.43977707544023,0.1985556128702181,0.6450964412035571,-0.4806984078274302,-14679.700671572375,78373.23235883543,0.41375018802104296,0.08115770899631759,0.10900661502707504,True,-4.4690983873467324e-05,-184.13497466783912,6.297491727744582e-06,-151.68370918639334,855.4724251182622,18.367312479866317,6.2668096280628774e-06,0.02623822299536902,0.5793906324756235,True,2.0,8.285371665973247e-06,0.5226589665491019,noneSNR,2.321996896307728e-06,-370.84551007822034,7.727917927506005e-05,-364.88123279715967,586.2111508250973,0.5226589665491019,8.285371665973247e-06,0.004032362317383507,0.5796957108118458,True,,,,,,,,,,,,,,,,,,,,
5232,427.0555645771807,-0.27297809948796264,-446.14244937572425,951.1487413629898,-24.903972116036467,0.2290386787005321,0.29329182254069963,1.7378600954341696,-237510.2604804629,35323.53677276623,0.5214316585720999,0.3629663048742032,-2.345323679189073,True,6.307511511435255e-06,-366.9386631312934,-0.0002022409658006764,-357.10243717479574,588.7143578646106,0.2120522085234597,2.9199386476710588e-06,0.025383487343052524,0.5787437976600796,True,2.0,0.01004370203421964,31.229676078054446,hs-SNR,203.71817216765598,-434.7426496290045,2.2970832074353755e-06,-391.8987186028633,108.503517855006,31.229676078054446,0.01004370203421964,0.44387578570569053,0.6532313712011243,True,,,,,,,,,,,,,,,,,,,,
5417,319.54099004616745,-0.25630583094231224,183.22372211000172,-258.9704551973753,18.468296433219848,0.1749083183251935,0.8503975861545728,1.8834234581780835,-5233.420206509431,39409.575677163,0.5004316184987604,0.5265033062349904,-0.8679226999447472,True,-1.4783852576644226e-05,99.14443833261723,-0.00010193029913663504,89.07490608089094,604.1087949609782,13.36709984751883,3.194742348821635e-06,0.018100271258951604,0.5788078166487534,True,2.0,0.0007582323771689321,0.6691140224496905,noneSNR,79.232535643175,217.67207569266301,0.00010767149533315328,223.5360816802369,139.65800118184237,0.6691140224496905,0.0007582323771689321,0.058089196641775434,0.5993916388323008,True,,,,,,,,,,,,,,,,,,,,
5487,617.5635170781729,-0.2741340165566916,-546.5037085376371,882.7863704047409,-910.0265632309714,0.3501709221030623,1.3442393018268608,0.9069475723864584,-325783.27149339305,-117323.15110510867,0.5473764251463771,0.4872177541877916,0.1971933425270494,True,1.5497927443472685e-05,-433.57976821888514,1.4550600914667877e-05,-406.67461947334914,693.6826894005081,4.398578071848533,1.9818282708549854e-05,0.038456141969200976,0.5809736667375128,True,2.0,0.0051824530928448785,10.736788695597326,hs-SNR,174.2620384781251,-528.0403588774433,-2.3333648022111844e-05,-503.14990144237055,120.9973804815887,10.736788695597326,0.0051824530928448785,0.2706657859833068,0.6330763847550339,True,,,,,,,,,,,,,,,,,,,,
5496,60.3115515898088,-0.2997912748650793,-178.5727255052161,29.07102651880928,-123.91091665194051,0.12043385460867975,0.3430440767496896,0.23987256451978334,5933.292565565907,-8852.086462840023,0.40471309940474093,0.12573977994071964,0.07850130780997623,True,3.984239568299685e-06,-233.38306572958172,-4.054250126490508e-05,-232.87421760816062,217.5379098927985,0.04260792245810308,1.1683277566126214e-06,0.0039214627286931454,0.5782321391116511,True,2.0,9.059018596334948e-05,0.13990649949187173,h-SNR,27.560709834944127,-253.09445018784803,-0.0007096931730072071,-254.01913790320728,139.83198275647044,0.13990649949187173,9.059018596334948e-05,0.021189232400835697,0.5850691184071912,True,,,,,,,,,,,,,,,,,,,,
5591,503.14589023767184,-0.2891321762133717,-436.4099084756369,904.8098188054712,-322.7619031220705,0.28834250473669804,0.8187513802025652,1.4691969455098215,-237483.32103401553,-3231.102434867884,0.5398892736766684,0.4495540026356116,-0.3707524650212008,True,1.1266721990712375e-05,-336.02723986531004,-0.00019016635425308213,-318.88752370160853,624.3037385691425,0.18530909634705492,8.234125453232734e-06,0.03390847645929612,0.5796884609148283,True,2.0,0.01271784236493715,39.928090146240685,hs-SNR,212.68515453378842,-426.9242294628434,-6.272456241821304e-06,-383.0384397681577,102.60639813859734,39.928090146240685,0.01271784236493715,0.5049887809376841,0.6618857519556645,True,,,,,,,,,,,,,,,,,,,,
6453,215.0977669511236,0.2442158763369307,-293.0540926840704,255.33827361084442,-81.81632908062977,0.1438409904054163,0.2447976022569193,0.970871020285984,-24419.543000737853,64.47538034542231,0.4468749362933677,0.22301123727856048,-0.8187813242546376,True,1.4828721184430176e-06,-296.99776341076137,3.0221671662596832e-05,-296.52415026472806,331.86723574355597,0.00011768301988013265,5.071976351238956e-07,0.001957809349541366,0.5779314672627087,True,2.0,0.00018348029049605681,0.028457854977119727,noneSNR,41.38461134436572,-327.08668424713636,0.00019758279074641767,-328.9576110284333,151.56306513597954,0.028457854977119727,0.00018348029049605681,0.054597886585033915,0.5883036949053393,True,,,,,,,,,,,,,,,,,,,,
6644,651.6299912697319,-0.1908546892491722,-645.1894747402863,971.3822484530436,-893.8716633849717,0.2504733091339987,1.1302670426737411,1.0260361020736828,-397989.55707209854,-120754.48216416744,0.5024896407321463,0.4535727776807157,0.017619027134368637,True,4.086309386306431e-07,-519.0412182263124,-1.030816084488659e-05,-485.8249369746164,886.9899474472502,6.59500175323103,1.664572859191968e-05,0.035645729133823495,0.5806718839387995,True,2.0,0.0002482744252284264,0.1525337045808044,noneSNR,46.415545476182054,-619.211184543409,0.00070810027963613,-618.0538127631953,147.38289727834453,0.1525337045808044,0.0002482744252284264,0.061906574758902766,0.5900714780960838,True,,,,,,,,,,,,,,,,,,,,
6696,537.8476339211306,0.2546288312390391,372.60548980608286,-304.9422562401827,881.6451171977103,0.2722831679884847,2.073042982602012,0.09129341017288606,-90781.513499045,-62731.932879398475,0.4744469579968562,0.5334763140126505,0.2712780650057026,True,1.2043919840156885e-05,249.9380929539933,1.6682512682529636e-05,235.9443091324332,559.7415773975843,0.8434302839400516,1.383665672513084e-05,0.02180139376524305,0.5803794461573486,True,2.0,0.0005510306870136541,0.460488777708349,noneSNR,65.80133655892001,337.4728070289215,2.9871243250091296e-05,333.8765288106355,142.96480737883468,0.460488777708349,0.0005510306870136541,0.04387890801600116,0.5961961418863173,True,,,,,,,,,,,,,,,,,,,,
7122,343.23320859648004,-0.21273015713862886,-317.6753950868017,400.1992542664802,-30.18526803598104,0.1666386546888713,0.41947065178062987,0.9902098321713936,-67067.9195521555,24573.132846060944,0.4590795522636539,0.269902634973723,-0.4177380517425946,True,-4.6361618018275e-06,-244.33738536990958,-4.615613243339527e-06,-240.89741265090737,434.6045877544193,0.11213401590583773,2.787930288204535e-06,0.0034304681204066,0.5787119708453471,True,2.0,0.0005516750670085684,0.49674134656928,noneSNR,65.69110012884597,-283.67070300096816,-1.2379470919034858e-05,-279.29120352441294,143.8310449832049,0.49674134656928,0.0005516750670085684,0.044505143607419514,0.5962069690758017,True,,,,,,,,,,,,,,,,,,,,
7246,392.1288995307138,-0.12915609981124626,-581.5746312801775,-67.32702879244016,-707.7621538677419,0.1479738633443213,0.8375965289921641,-0.2389722118360442,7711.372504611558,-132051.04771505535,0.39853123809106894,0.16957043027536695,0.13092874792982515,True,-2.0031986995661872e-05,-393.19096727944833,2.1228285626869227e-05,-308.03083303794654,610.0015664107599,30.178375415068444,2.1584846810292896e-05,0.07607669542393547,0.5811311888580748,True,2.0,2.1584846810292896e-05,30.178375415068444,s-SNR,-3.881765017859082e-06,-501.3558995185652,0.00010257737915225987,-497.0966831966475,492.1250348443194,0.4623902624933294,7.4622560873477665e-06,0.002740551279663255,0.5795763910756199,True,,,,,,,,,,,,,,,,,,,,
7342,305.0429535318647,0.2033570866900216,288.8457116721313,-265.7574174963411,116.40560379186128,0.15511639567567792,0.5731187530098301,0.7047754409831811,-37960.23920087655,7668.205882066028,0.441425323124215,0.2607422617496544,-0.06155267142624865,True,-5.355796724968116e-06,216.52063374004152,-1.243881911287672e-06,214.88942133581062,372.5454035264744,0.1052488494225372,1.8200308246740025e-06,0.001582336825061406,0.5784507413324383,True,2.0,0.0002179131491126688,0.12583114397446593,noneSNR,42.65202807836614,254.33778783122108,8.169397732502209e-05,252.5530717632081,149.32891799109208,0.12583114397446593,0.0002179131491126688,0.041223512599256565,0.5892768536133586,True,,,,,,,,,,,,,,,,,,,,
7913,436.2882664443613,-0.039645458019574635,-362.6997981777848,42.752223754333954,-987.1948120679435,0.1313379374653359,2.0697501136565637,0.04039112018444516,-4888.498371393903,-88125.60086740322,0.4018534139857633,0.524169381778215,0.13114087954769288,True,1.0688531137625274e-05,-195.5098127134305,8.286834696347213e-05,-201.28283491663746,679.2841333398437,0.8290272980668759,-1.8021884362483768e-06,,,False,2.0,4.468558849125016e-06,4.466160282863825,noneSNR,0.00015333548718133517,-220.52793939938798,0.000179796253306306,-212.98527254684367,605.142836940705,4.466160282863825,4.468558849125016e-06,0.010307435719928674,0.5790736766982952,True,,,,,,,,,,,,,,,,,,,,
8550,830.402037527312,-0.2736530792326618,-853.1253506324745,576.4173067007392,-907.0196671545928,0.535082388380215,0.9574251981590208,-0.1591904106077726,-517253.7078404945,-102267.32625948926,0.5954097423268606,0.21282456443845985,0.5284652691321007,True,4.5615988983114393e-07,-759.8382280888642,6.041190732810614e-06,-728.9049052443346,882.6629944793883,3.0192891619864213,2.761844656186286e-05,0.03355288348391905,0.5816252498224049,True,2.0,0.00024707230062612337,0.1793552988754641,noneSNR,47.1913488702736,-818.4098625621103,0.002347782889712192,-816.9524101842302,148.33250467515796,0.1793552988754641,0.00024707230062612337,0.06224837108555074,0.5900409933978769,True,,,,,,,,,,,,,,,,,,,,
8886,212.12249674790866,-0.2367079478794709,-844.2029239698445,-40.20392642430613,-130.11465332712643,0.14238716617698932,0.10851212438187924,-0.07981328039959196,14130.383039446882,-33484.486149874734,0.4023695116505885,0.013825817695537816,0.12771101877772306,True,1.6533650247258174e-05,-576.5689531235573,5.7031535856398875e-05,-561.3680167255828,840.9271948556625,0.021313059002750382,1.0710541667056335e-06,0.007450830099563652,0.5781946571652264,True,2.0,1.0710541667056335e-06,0.021313059002750382,s-SNR,-1.535744412142763e-06,-807.3922670090068,1.546157512483333e-05,-807.1412286127456,333.5846512140528,0.01554900260634895,2.5163830185401485e-07,0.0070721100121830015,0.5777597076544283,True,,,,,,,,,,,,,,,,,,,,
9531,441.1495822579542,0.2547573582864234,928.642172409022,-962.4312952476328,337.166279052336,0.2228304543753247,0.2695713264024333,0.8454866791797709,-515683.7151658261,-86420.5199918767,0.4811453207322297,0.20830727813057015,-0.44011813720008897,True,0.00017925554695684268,858.7316227213208,1.8701058019100635e-05,851.8548305422853,603.8465840125368,0.7007093405684373,3.667295438926281e-06,0.009031487747940813,0.5789117564187206,True,2.0,0.00031622025465835856,0.2449554027628835,noneSNR,51.296236605512895,893.1752197403581,0.0019104590645673113,891.0951160143726,145.83669458804596,0.2449554027628835,0.00031622025465835856,0.05581787296909787,0.5916860273150841,True,,,,,,,,,,,,,,,,,,,,
9622,403.1431621300183,0.09872413760624776,103.85465632621822,-276.68037800559614,-131.9709718255815,0.1408442651531881,3.0897094944525256,2.1006849471806,-8868.576339736133,29954.865913140762,0.4924521539545292,1.1225415314765648,-0.2162182074865811,True,-2.277356425209074e-05,37.88613294161428,-2.908480567202893e-09,12.980559102247627,219.72827164833862,27.244758233505788,5.1281005750587654e-05,0.06749460493953535,0.5831675825022228,True,2.0,0.0030039830593183736,9.590823237836815,hs-sym,137.9484086787378,89.75783442583122,-1.596272187336741e-05,67.9107184101984,136.14808440797572,9.590823237836815,0.0030039830593183736,0.1935309130798932,0.6203385306237661,True,,,,,,,,,,,,,,,,,,,,
9706,773.0514515060472,0.28343406444626895,333.29574929466844,-544.7896409788332,533.4501006237767,0.5045057970502785,3.062280228429168,-0.2696550948732944,-165973.19578507726,104668.7230754274,0.5755187514841622,0.7206275412950762,0.4985695449140375,True,-3.979341111841192e-05,196.0685624133968,5.5857889217328655e-06,157.14095806241838,725.5550155438617,113.60162132558537,3.308216561954886e-05,0.049960796696086926,0.5820273823694603,True,2.0,0.005893746829073087,13.465219984618967,hs-SNR,182.5306068464148,316.4277362903856,0.0002161021222207701,290.14272789270063,118.50857701143663,13.465219984618967,0.005893746829073087,0.3051608860361445,0.6365580742448691,True,,,,,,,,,,,,,,,,,,,,
9711,811.5036334640906,-0.2849136032702241,-610.2199735588346,588.6618648019412,-354.84523609685954,0.5480355057380958,1.0675516868137114,-0.1896140106669248,-361297.4967081668,146005.69288972675,0.6006186510033362,0.2352855865922737,0.5396158962978012,True,-0.00022799220154401595,-514.6201839291142,-8.819872096725943e-06,-484.17002698282613,832.4703165910531,2.3709395973957044,3.0689077468643605e-05,0.03444775727067094,0.5818557218494428,True,2.0,0.00037894810464908746,0.2608222153292559,noneSNR,57.197353822121016,-574.25671194049,4.0556840273152554e-05,-571.9605413480007,144.8522855695108,0.2608222153292559,0.00037894810464908746,0.061738031474556,0.5930244641415655,True,,,,,,,,,,,,,,,,,,,,
9917,247.39706571621545,0.04911219261637112,-424.71528623892686,678.9958848543545,-130.22084862167094,0.12997979964570833,0.18834885010070296,1.6200716358091016,-134384.52764473256,-20684.37929951166,0.4669943665603103,0.3170991518266927,-3.353758093829467,True,1.2239555963953985e-06,-406.64203370642196,-8.899450789804506e-06,-406.0943800188496,326.0025069635268,0.021265471014544342,3.4189907299946307e-07,0.003458672861336305,0.5778274947475031,True,2.0,7.720394113567323e-05,0.0701478761787655,h-SNR,26.22951685892234,-435.2615093041487,-0.00019217806881735136,-435.68529527646,153.4175127433446,0.0701478761787655,7.720394113567323e-05,0.016883035722573873,0.5844797707898909,True,,,,,,,,,,,,,,,,,,,,
703,689.1851415678896,-0.2924220645676522,-665.5027619963262,369.24641851212914,-935.9063095707623,0.4439383128861663,1.1773001264341976,-0.2189984067467387,-267321.9712474463,-124881.99784488756,0.5473457047407125,0.25782529715075964,0.4337539297622826,True,-1.3561478468356348e-05,-565.3969623262449,0.00015699982154507918,-544.3460812905454,705.3619394917181,4.913286335939915,2.514894520715743e-05,0.02645032193588872,0.5814303502304501,True,2.0,0.00031271698405717574,0.2527582166404443,noneSNR,51.84739849479832,-627.5365345558504,0.0001353014397987469,-625.5120586993031,146.4834535386084,0.2527582166404443,0.00031271698405717574,0.055370140411545005,0.5916074164336537,True,,,,,,,,,,,,,,,,,,,,
787,689.8450502647098,0.21736351116601133,396.7554294656536,-658.1356940748376,21.73507005051147,0.3056371435453783,1.311285618256108,0.6666103922699232,-190125.6912600904,167722.00941204088,0.5150954866960128,0.43892313660901416,0.22091696342298198,True,-2.5031072752143656e-05,278.1414912998933,-3.0628103407279723e-06,244.18442816097686,787.0792948133608,33.41291960642491,2.8558983778395434e-05,0.036686142568977,0.5816971571842348,True,2.0,0.00036526336379678865,0.14409082950592733,noneSNR,55.44369871434505,367.92680460174034,-0.000990227656788664,366.07850401650126,144.4310465629866,0.14409082950592733,0.00036526336379678865,0.062286773069072,0.5927428082616899,True,,,,,,,,,,,,,,,,,,,,
1030,354.2573750627225,-0.28220816738420385,-385.76031230173965,402.0380414188119,-174.30613458080208,0.1993451010069536,0.5128441590375322,0.7328404175088352,-88479.7642696217,-299.24963646378086,0.4647090498117551,0.2503511093441889,-0.06245717755581143,True,4.296586679324297e-06,-305.1603826806455,-0.00010743612392900944,-302.37187519084733,410.92103066627317,0.6650040746179684,2.6778957565261316e-06,0.0019863900596174358,0.5786848598721327,True,2.0,0.0016226563899623956,1.950211232055608,hs-SNR,108.6857479552922,-350.658033234464,9.125669211313853e-06,-336.94800054369864,138.05792635158363,1.950211232055608,0.0016226563899623956,0.09917011117413682,0.6092918869188785,True,,,,,,,,,,,,,,,,,,,,
1061,909.5741830092044,-0.2642244713044079,-752.5215042733023,763.2401185048186,-930.5507437686338,0.5857344094071079,1.2727479248702158,-0.09020301043154333,-564391.1077797489,-12989.4930137733,0.6236102278476497,0.30315314614563005,0.5841361779482463,True,2.0844289576615852e-05,-651.0976535283721,-1.6330729482183878e-06,-608.0385386172842,944.6906200000524,7.976066401194088,3.803793360931228e-05,0.04335897485347407,0.5823639954711339,True,2.0,0.00045390960485736434,0.6038868808173277,noneSNR,62.03019888086286,-719.6510285277168,0.0005600410204834073,-717.1697651701007,142.44756743130444,0.6038868808173277,0.00045390960485736434,0.055244158974349145,0.5944819348793929,True,,,,,,,,,,,,,,,,,,,,
1409,234.16730776404012,-0.252556041894009,617.76168177505,-604.3625609056196,111.48900048784594,0.14925757290964903,0.1200264634705584,1.0406494637058321,-165733.60293190303,-21178.664280484638,0.4524906626879777,0.2034481931519449,-2.106393545597386,True,-8.141884185333831e-06,630.4727580114862,-9.447299943317374e-05,630.0036294613659,359.34508615145575,0.0008008204316638513,3.9506146779137173e-07,0.005205069187115746,0.5778632411201973,True,2.0,0.0003708680159965355,0.1785322062825685,noneSNR,57.20778166947176,654.4125468006628,0.010289493548503878,658.2192902877383,147.99343285759898,0.1785322062825685,0.0003708680159965355,0.07721206369742019,0.5928588070094073,True,,,,,,,,,,,,,,,,,,,,
1505,365.39496643135834,0.2870925437316209,251.0921826164872,-112.72608961289095,696.892148501831,0.20703222396998344,2.2637030573515387,-0.06885163761968949,-17925.951942154872,-47956.75810995112,0.4351487756629148,0.5544504914012698,0.20650868489674706,True,-9.357290898941136e-08,114.14053337885711,0.00014901552534535842,116.03835751651195,475.75787901217836,0.29683078597162194,-1.0307143588284133e-07,,,False,2.0,0.001971717733559221,3.2780967855081258,hs-SNR,116.52411008925213,215.25705914340926,-1.564756977691843e-05,195.22274979945118,139.87923768396828,3.2780967855081258,0.001971717733559221,0.12239890032225292,0.6124519990244179,True,,,,,,,,,,,,,,,,,,,,
1593,293.529695283082,0.07389841082222237,-423.0211022124308,881.5870747889322,-131.48052931493726,0.1322446672265198,0.21859371315319825,2.1338764288483416,-173988.763898415,-14991.560589139634,0.4895353333940177,0.4102944997630232,-5.075394367665748,True,7.335108430824879e-06,-391.89142252511607,-2.5076367234343867e-06,-388.2098435429539,499.20816036429324,0.9134260042055188,1.030257506634079e-06,0.0042993947688856095,0.5781784312615279,True,2.0,0.0001762909750001869,0.15231163526365776,noneSNR,38.61502372758281,-441.63199735706934,3.8005200126678934e-05,-442.9667866125284,149.11725761553222,0.15231163526365776,0.0001762909750001869,0.02910774826100803,0.5880890293295693,True,,,,,,,,,,,,,,,,,,,,
1971,246.88033934531572,-0.034236387805747504,297.4651287271447,-460.3330144606728,168.22032472375074,0.1295119418957889,0.36184173896526617,1.5686807118600246,-59679.97480498487,-17380.587416952614,0.4646191491874722,0.35190722005132063,-1.5706506642746163,True,-6.620118917396697e-06,264.76379077422,2.3993301980385405e-05,264.09359744255323,319.7076631065453,0.07247258068883866,4.6149421317661116e-07,0.001032581219356154,0.5779046762875776,True,2.0,6.55735762449025e-05,0.038921260424672255,h-SNR,24.273531588126108,299.7547296499813,-0.00030499593254815715,299.8206342165938,154.82718487875837,0.038921260424672255,6.55735762449025e-05,0.01435021616127558,0.5839240906157245,True,,,,,,,,,,,,,,,,,,,,
2068,323.9428938728337,0.017743386302463467,337.22227365875784,-435.33180622738473,562.6550735602381,0.12930595902328124,1.1234991215085957,1.2718555161057596,-66648.79233151155,-62555.007281765334,0.4521484412614575,0.4928506997281089,-0.23064457918376444,True,1.2202280514930001e-05,198.4976044281059,0.00011418096741742822,204.51573717745998,888.2711967585465,1.0145065116126943,-1.2341122868836393e-07,,,False,2.0,4.58848546455755e-06,0.12099408077421005,noneSNR,6.424876383051537e-06,249.92219577107483,-1.1859538649275455e-05,243.26370208012642,442.8477040124937,0.12099408077421005,4.58848546455755e-06,0.013554215587396098,0.5790966149760314,True,,,,,,,,,,,,,,,,,,,,
2102,458.6216288314238,0.27007434092839194,680.9683239697296,-621.2290356525866,600.5581946748266,0.2433911348593809,0.6229951137867711,0.6136824328517549,-265996.526165331,-129116.59829997367,0.4817671507105904,0.2580291839219853,0.09226389483107966,True,1.1241408267042833e-05,593.4553490105149,7.080920464698793e-06,585.3178155785972,534.5302580826008,0.1680457865537619,8.242285470212337e-06,0.013376706897444154,0.5796896168408416,True,2.0,0.0005396665969823749,0.4554950791701629,noneSNR,65.29136469749729,643.7448021754433,-0.0012508807888641869,639.9822466960336,142.60785916821405,0.4554950791701629,0.0005396665969823749,0.0436621455533329,0.5960041091090971,True,,,,,,,,,,,,,,,,,,,,
2335,307.2470462292921,-0.013746504529092374,315.54995551656134,-370.2438648984894,663.0377769916672,0.12919684548535204,1.3459992742696207,1.1872620114860042,-49890.34806371613,-74775.72938275657,0.4485691551333364,0.5343768204817392,-0.13261441824706693,True,5.808428864123823e-06,185.97997097398502,2.3992200840320253e-06,190.64507400491848,619.9972159497506,0.003898970297541382,-1.5354055686528626e-07,,,False,2.0,5.027432578335097e-06,0.13066810152542985,noneSNR,6.0686553672957676e-05,233.455221042622,4.4523770843986936e-06,228.29351787450318,377.5481056595576,0.13066810152542985,5.027432578335097e-06,0.009530670068136852,0.5791781078016893,True,,,,,,,,,,,,,,,,,,,,
2500,467.04248968747595,0.1511953082122055,434.2403456041896,-741.9695834035915,512.1531829245957,0.1669657310354611,1.0186105340587317,1.4266502476597005,-177564.67193279433,-38870.572769730046,0.4774281077489616,0.4924276747912997,-0.33257036767283343,True,1.2334083734337793e-05,313.4205904813233,9.814619232296378e-06,294.3571476308108,743.7659851386804,4.668924043803827,5.911627050509738e-06,0.0316462526111933,0.5793320697337598,True,2.0,0.0002380000483444892,0.07093642829190118,noneSNR,44.58096918442018,409.9301389525264,0.00014499817101671202,408.73237862657203,148.08337425778674,0.07093642829190118,0.0002380000483444892,0.05447622884443022,0.5898084400223507,True,,,,,,,,,,,,,,,,,,,,
2694,318.2398376873216,-0.290069113332693,445.9892739383731,-677.8596064475493,432.93545954383035,0.18685752629114016,0.6065469169679029,1.7336333591215665,-118576.43606051125,-65960.85853763884,0.5001649683543788,0.44057562242890347,-1.051910877183479,True,-1.4839068454076828e-05,393.3504344038305,4.622798337036771e-05,385.7719290641063,560.6893945622377,1.2635908011932315,4.494784336512392e-06,0.011631023966058165,0.5790787189528187,True,2.0,0.001175792240920355,1.1723631733537443,noneSNR,97.01346624594187,481.3818954612077,7.654679951060504e-05,490.7465114260756,137.27042663093277,1.1723631733537443,0.001175792240920355,0.07860241589035355,0.6046615180160759,True,,,,,,,,,,,,,,,,,,,,
2725,296.31118413698,-0.2814483075742741,494.6759658701435,-802.0848882494869,180.10886210908572,0.17498826501300088,0.24966567662697864,1.779509221202355,-168438.51198163553,-23210.46546113033,0.4961418319686754,0.3590012893571372,-2.995905218550877,True,-1.4956341419960489e-05,485.644434563918,-0.00012017969029192536,482.71417395219305,510.336735814024,0.004183189685875277,1.6846975768097455e-06,0.0008222271166330648,0.5784090751734977,True,2.0,0.005102308946957903,12.594745651564482,hs-SNR,174.42613332641213,513.97896537673,2.659568474472562e-05,550.8374950556208,122.13456499682562,12.594745651564482,0.005102308946957903,0.2862835918352452,0.6326676800323726,True,,,,,,,,,,,,,,,,,,,,
2890,558.3858772902787,0.269418196878862,498.59456665263946,-498.4505486541455,108.29085984387757,0.3021441941244026,0.6325680556945323,0.3807320194744552,-182886.10246275592,84501.46007535227,0.5014374131190471,0.22159735050270896,0.2448551525152983,True,-5.6213318707560694e-05,410.301570970348,9.133631371119059e-07,397.1774729548289,667.1687800123152,1.5773808339840798,1.139612067998047e-05,0.0194513646565934,0.5801000225097721,True,2.0,0.00026835669064974207,0.07418901863334781,noneSNR,48.139333962655755,462.8818448539832,-0.0007066810246012036,461.2022876594151,147.84321902395814,0.07418901863334781,0.00026835669064974207,0.06319444746727708,0.590569994768979,True,,,,,,,,,,,,,,,,,,,,
2906,504.7953417112883,-0.2867010756951578,-522.7130819663043,945.0379026931599,-127.78163727381208,0.2868456410496913,0.4532666106154709,1.3038425795228994,-298472.9068398629,41774.40981290469,0.5322510765837101,0.3306237492410176,-0.650795381012669,True,5.353648544072696e-06,-437.96833949070054,6.899597597609818e-06,-424.22025695158607,662.5806503433287,1.8435352873985948,6.406686050386682e-06,0.02653174105793846,0.5794132367943495,True,2.0,0.00508657570808529,10.378500448651893,hs-SNR,172.5936374813481,-502.8003345346089,0.0001397751159824498,-475.70095421294997,121.631278369849,10.378500448651893,0.00508657570808529,0.2650339726619875,0.6325870259412263,True,,,,,,,,,,,,,,,,,,,,
