,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,num_FOPT,alpha_max,dT_max,tran_type,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
15,362.0755182700185,0.20294475141811158,-977.9876197421436,-424.7610612544397,-243.993802862228,0.16776218966770653,0.19770541790929574,-0.3396620881283557,263143.30665048887,-46656.77314116575,0.40422998974058194,-0.007183993544068679,0.021875527415682383,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,838.9164689562606,0.06388104501153191,318.6188239458106,834.2961814005937,148.21289979552535,0.1522064427124999,4.075922940393806,-3.1773373096383746,113769.98346341465,349618.450686662,0.27821564870006116,0.489424516825389,-0.46700744619413287,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,141.2759865004521,0.2183210032558895,976.0158579019449,-961.7553551645535,-464.3250549887905,0.13074246387839064,-0.24317288874878004,0.9815952214347083,-463226.3794246031,221425.4509320387,0.440772514744385,0.10280598138525637,1.1213228526926926,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,235.2314152381583,-0.2861262652455046,378.46923888155084,208.18635076157398,-422.56797137454544,0.15515159479991866,-0.31794865010281537,-0.43475266365783943,57059.796013407446,117881.4331521104,0.39396258499295955,-0.15194593980201043,0.30376826489465425,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,120.68655681840951,-0.10500574080931768,-839.8134142653937,983.0217002420511,388.2629167780226,0.12897602155184593,-0.2459756161733118,1.17106953698199,-404767.1921159241,152601.6427003074,0.4477840567289161,0.13368435212033705,1.5228172910467617,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,990.7789941614764,0.23427533666260408,349.74290370805375,439.03529318294,-651.8109615404414,0.5584742146852512,3.023485039886922,-3.7884298222181285,-44299.474829069746,521027.3862604862,0.4558873466622805,0.12446628960204242,-0.6282523879382277,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,798.9526341151405,0.0021623183789860057,-79.46490953693285,-488.5548755200431,932.6400656331919,0.1290981117761263,59.428328758014096,-6.079237470045145,27453.983883567213,451468.31299101235,0.14574897654825897,13.843875944496,-0.026371211480827633,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,212.85812504321004,-0.21186807609324293,-312.4531542143832,531.4872839741265,523.6578587079905,0.13989351277069345,-0.8766768161126767,1.621745132205526,-78422.27677986417,75628.81715555847,0.4720209521393205,0.05112165133941851,0.8899011625379156,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,349.40489720584424,-0.23835825377699685,-999.3024780364368,-225.5682860560961,-277.40724169090277,0.17801855858207358,0.20038202591706927,-0.3249822167087062,73936.93728199849,-80119.35040126153,0.40996983550691757,-0.004068196305517045,0.04625344555165889,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,112.55091940690367,0.046638215434799235,-118.2937628886367,-472.675790528422,996.2142244504987,0.12902067039608622,0.5691686234023852,-4.000544328855595,35744.47638613907,125666.13234909602,0.23232247007447018,-0.5244652322920028,-6.9006864625567,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,35.48052770057597,-0.1848924819639372,596.5681738928365,-565.2163502083049,385.6356787564482,0.12506268009981333,0.2853221894957861,0.9297433338911089,-164164.63695260248,-129050.16522891234,0.4357721275407797,0.22628776968913134,-0.6323465740161556,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,792.1100450328937,0.28238595753278833,361.8278264603525,-704.2716737694279,-191.8356608087961,0.5209137642573525,1.7244725836134824,0.10854467691456403,-216144.89216389146,239477.23218728014,0.5994810589121933,0.44920892538913126,0.5192057134888968,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,361.50563078312194,0.01164704341223849,-721.8014363975122,630.0515909226056,-144.96707033100756,0.12920281723149651,0.20043611660903723,0.8804267155635527,-217590.61011080164,17.725506319671695,0.4357873370096398,0.1968468150795181,-0.8376279298813156,True,-7.162014241945165e-06,-678.180267200128,-4.14352847410235e-06,-674.367613246786,600.2077081075246,0.06516851532035162,2.0626299380561938e-06,0.004112798854706092,0.5785217186040074,True,,,,,,,,,,,1.0,2.0626299380561938e-06,0.06516851532035162,noneSNR,,,,,,,,,,
28,3.554055496077067,0.1892134962488184,-931.299294827712,909.8379575785584,712.5780403005494,0.1245115888860548,-0.3993150100076055,0.9643588796079559,-421581.1591316267,316908.4120322193,0.4369388963387691,0.060897727432757925,0.7067511900601999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,595.8416673330994,-0.054174446212002875,-655.9606834093299,104.24526795131192,-786.7126332325857,0.13728222044406307,1.0054609550839935,0.04529744540576513,-50314.119822654255,-86861.95806303532,0.40502998569268195,0.25891481300529257,0.13677204186628905,True,9.850091963380684e-06,-537.0642747376887,-2.7161341968891057e-05,-520.9280883371096,813.4837188145495,0.9592756647724627,1.4361433713207406e-05,0.015498154425245018,0.580436201445018,True,,,,,,,,,,,1.0,1.4361433713207406e-05,0.9592756647724627,s-SNR,,,,,,,,,,
30,232.35291978273213,0.06871236138406556,-642.6349535164782,-8.488926994998565,-205.36333508070516,0.13056495434867293,0.22541199255740213,0.003389017463154963,14069.200475928927,-38380.02712031844,0.39992516814737805,0.056917834383209694,0.13055221607415252,True,1.4380539636965438e-08,-616.4462294235127,-8.395419839724463e-05,-615.7356045675705,382.59127283171375,0.08593304047252559,9.173902905774675e-07,0.003418301239492709,0.5781317838085936,True,,,,,,,,,,,1.0,9.173902905774675e-07,0.08593304047252559,noneSNR,,,,,,,,,,
31,753.7523872882803,0.14074280969752917,-76.58547660033355,902.1062486339238,307.71485729563756,0.21875610694664258,15.064188897954987,15.848847032899329,-9349.057679047874,235266.41356133774,1.1042481617562037,6.407521729971968,-3.9498379337577525,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,433.12598200292496,-0.0024143268244040117,670.8224857158154,844.0696372570187,-682.2663340179167,0.1290823638202345,-0.25771850026161996,-1.2557471633520267,291500.2729687915,341781.7308107724,0.34671986534919297,-0.27372081895740946,1.658756151951363,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,338.29759963904297,0.20186115761771245,338.3045231646297,473.45919287531456,-75.11176192243124,0.16183377333719953,0.5569173791406788,-1.6324982085998732,76563.18053152807,82088.46755914128,0.34739760988901525,-0.13285368998147581,-1.0345063396226242,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,131.27707256474275,-0.00566726687021335,-167.3975427846044,-599.1199710135622,-498.78513218169496,0.12907451626756522,3.732777580596163,-3.579242992760384,57966.32908611766,21097.643632529333,0.24990361534751016,0.33665389635564347,-0.7289313603629319,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,586.6253925642283,-0.08021067927649075,-526.9797160906322,-357.1555977888288,107.63086185053453,0.1464696427958147,0.5506540701251176,-0.8799481892253245,74907.7717062746,203511.7658383834,0.3710717954255957,-0.008994514006274684,-0.20507085137732012,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,835.817528420538,-0.1378936516238647,503.9903959381345,55.44937482038881,274.21554972887543,0.23551603684329162,1.6283522613103192,0.6393545838776783,123421.67731105514,298121.2422835492,0.47889927466195925,0.5136471626405261,0.17275715265743638,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,738.1043206463576,0.21935789619830431,595.4882388971278,939.5177236412508,-748.3307820099527,0.33575609903289155,0.17193224196092247,-2.3442921011846423,164173.11572829937,483357.9610545699,0.4047006938791626,-0.34773228970720976,-7.655335904708028,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,369.3816389826684,0.06119240710109691,-9.976605985647439,8.305604535039379,-606.3808349057238,0.1328005591894703,586.7905614589272,3.834378640031062,8157.592749189268,143333.5600536361,0.5606675381747729,147.33670347140364,0.12653662938180096,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,625.212688002525,0.26908494642775566,890.6153681606716,-327.39266448975,-742.4176056338989,0.3478393831132426,-0.19413828080683493,-0.07098261666334353,-298648.4033631888,493926.56962863536,0.5054635644410588,-0.06036500631226599,0.3543277117512566,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,690.4701164347932,0.04486473671875024,723.8281782914844,90.23243657097055,-907.2927523272551,0.13672493843421435,-0.16903538510363997,-0.24058984267491634,10574.500640639228,564648.3081370806,0.39283937435106253,-0.08235715338839605,0.22233345224162093,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,530.3785711527333,0.16333365951430895,146.95245013322005,568.410656416736,413.5920510354333,0.18701644037234563,10.471939548691868,-5.046071846294865,40380.217664858785,129659.03034230662,0.21775670850263032,1.7769729127904896,-0.4208662006506927,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,370.1716328250825,-0.2729033166715446,-715.1973094846362,-393.1936394866484,151.67242152027234,0.20180995216032152,0.03557684837662237,-0.7286895073305978,107078.6686210146,121250.95238914709,0.405044395186796,-0.1125540391276107,-3.5294677067864373,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,49.24185453770274,0.10234227530451773,599.8477805921343,-75.55676656284959,903.7466806568361,0.12793565911961116,0.7515697937049999,0.13505926162979726,-13269.476924300849,-271406.80532253126,0.4040967807064573,0.2104023253645495,0.12186802431550878,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,26.98005528034635,-0.1967464869289393,361.9635710714979,-359.8395321598995,-774.8282744395043,0.1243713271276356,-1.1803409821601087,0.962036340468614,-59688.244623877035,124841.40776262173,0.43677199299542024,-0.13474585546192486,0.32039813937312883,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,948.9744314990353,-0.06326855830783046,293.16290631312586,764.6761602665749,-765.2311720236415,0.1582542014909825,4.373345699195464,-1.8347455949104814,154924.03844809675,623648.6426409928,0.337180849536298,0.7875454923137857,-0.03417807059436234,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,884.5949058372344,-0.2030570050198781,781.3348511303959,307.3900495725045,-579.812445589949,0.38633223112494236,0.2540743462906416,0.39400071278963195,383857.4655080916,632000.4598381744,0.5440842938407827,0.12918537203759906,0.2335850491040947,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,295.6174386426955,0.03133270688524131,166.80289167198566,-731.6442192312555,-184.49106740193315,0.1296548899761233,-1.372781138592246,4.331579037169393,-53922.2078456836,-9079.366902934882,0.5798113867821966,0.3787345548801707,3.5465464154682897,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,726.6441819922188,-0.10398278081930004,-141.4497492145033,-823.5818420123348,-489.94875690802075,0.1746074631817216,19.198708424206302,-7.34128443191571,53636.85333475124,268793.1037084047,0.11591836217311641,3.5761297007322908,-0.5271904900901797,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,298.29624921654863,0.23842919848117933,775.148770406196,-795.4712422630232,-207.6286306967079,0.16281585966705853,-0.08916842806619923,0.938031292810327,-324928.8779194281,104693.04785589756,0.45499404894603646,0.1340464417851714,2.6297840606713643,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,352.0699897127942,-0.03306490560681746,790.5403919116718,-451.69754911628115,293.42542111558305,0.1300504826140084,0.27080602223214234,0.5897643275839223,-164914.39973427737,-62166.078161773825,0.42410023686841114,0.16599556015535596,-0.19104832385229817,True,1.6613096001571593e-05,744.2713759800854,-1.3453687922019664e-05,740.6918331692302,564.3506947164898,0.4604247617320425,2.758223962318738e-06,0.0029979192284164125,0.5787047052865539,True,,,,,,,,,,,1.0,2.758223962318738e-06,0.4604247617320425,noneSNR,,,,,,,,,,
51,172.54419130550053,-0.011601563099143453,324.97106197895914,-195.19006176215044,-415.1227800374679,0.1290897767183105,-0.583947631520964,0.6026861554020505,-23782.722475570965,73296.47071937191,0.4241582934129842,-0.04553921531323257,0.28459627349406824,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,602.8638002127931,-0.15354700667190768,43.36194462483968,-868.7440087915281,-618.1523355999932,0.1961840596716567,-74.10991881676432,24.958766346516587,-2314.3796262573596,36692.94447613554,1.4725421095194295,-14.367685313104982,2.2975897401994514,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,105.46290274009446,-0.03657564762856036,702.7842476700605,-523.24644013316,-637.0296874555281,0.1290241833530761,-0.46479590912391283,0.7435778356003347,-176279.96191240277,218100.11677268372,0.4299959834052955,0.00773066198574425,0.4264170749117856,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,721.0027013657111,0.26345390623147863,228.20493552748076,-565.8234346898241,95.79757029434495,0.41112831573595005,4.1511976137360715,0.2230994621119578,-98394.15751335172,125938.67857123708,0.5493614507013834,1.0749826471193442,0.40813078498542954,True,217.6244044483883,220.8450253623539,2.674398849295088e-06,182.48189847345827,98.85857139747621,51.56832381589892,0.014627395426827795,0.5477317187197002,0.6674153604982712,True,,,,,,,,,,,1.0,0.014627395426827795,51.56832381589892,hs-SNR,,,,,,,,,,
55,913.6422283866344,-0.262706455688355,173.16204867067245,-428.78433565135015,-653.561765032114,0.5847493913313794,9.859601897417612,7.294516638207376,70558.4704485609,554842.8947012908,0.9308143708364072,3.6806532473889657,-0.7644423290518946,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,190.66398464105976,-0.10085859947987799,81.35113686599539,686.0140290623435,-888.0731001422206,0.13080561429500998,16.581303718054954,-8.329192728154649,36175.400385133864,185119.56675319516,0.052854592053138194,2.757127141487964,-0.9151834810498141,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,326.23313574390096,-0.0770967046117568,-145.90224493687856,-980.3335306230518,-965.0132381109453,0.13351629199442808,10.57722794637876,-6.913181100680219,77543.8275469187,78483.07897611582,0.11321041538094845,1.4921101364813205,-0.9960819631694956,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,389.75663001115373,0.22431283411501285,936.8778267970968,474.75284420087587,660.513604410176,0.18468794272695027,0.4439507038678932,-0.6348523101893501,177362.51600137097,-233029.97999115224,0.4003932736843291,0.005178957602081619,-0.04227276047799777,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,724.695298567197,-0.08578363479954448,-906.3349975639475,893.2506125548359,936.9846780559883,0.15992812687829122,-0.21769542210619794,0.7906374769380715,-475158.47689329734,664489.9342630175,0.44740877355697545,0.07734905729646244,0.8777976322301935,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,232.7057592225943,0.13911255417646828,621.2814218330775,404.5993569348034,-389.20889832134685,0.13518118542978905,-0.2184762527562005,-0.6858023583735593,127207.36195363803,156430.7947441345,0.3735169763614064,-0.16891945625131,0.6733688246094753,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,496.45475675183576,-0.21593665800797046,-18.952130486188366,-814.1845317064099,336.8712440273091,0.21648367767166557,2131.9007946007937,-53.31309723676247,18977.98261033075,458355.49691894255,-1.7786357307838596,524.0896824440714,-0.1168205670866744,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,23.29654132459657,0.1482934346663945,549.1104332523851,-428.33846863170106,278.02105250219233,0.12635411243449635,0.2153992056051513,0.7963857417046594,-107482.2208384594,-87221.78177263017,0.4308612773670192,0.1865807583520644,-0.6097561343612709,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,901.2623540882088,0.0439463462624653,-35.347361067478346,-971.5040245690492,205.57730110731904,0.14175687743210771,654.8747290547121,-23.466826262115493,28272.469277135053,947254.7095405007,-0.5724045069600148,159.80754455332544,-0.06847109075167654,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,690.6945809566123,-0.035947508534785344,792.853327263829,342.95341410225114,402.0081036765837,0.133990333281962,0.6429247205680368,-0.34765702950062133,170762.04957654543,87992.60967328881,0.38701093899053196,0.10278834189190567,0.086992058719425,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,681.7816214550342,-0.21536754137248135,-956.1538487442062,-901.2321842235447,46.17785759976982,0.29829284058572114,0.23447334148986035,-1.340914737354171,266845.11254269525,246442.71144042077,0.4277764548151803,-0.16486745418656343,-1.6188252435306354,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,576.847433984813,0.20192810091217256,-203.26713571088465,391.3895229786647,-507.50491464069,0.23428973987991683,4.414597388702774,3.170509111963046,143.5143307253602,116974.14876104429,0.5837508981838289,1.6320675325028677,-0.334965344103773,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,879.3572239105573,0.05629877442440645,264.4940082818903,-738.5573503374636,-19.27014228992482,0.14886133777710814,4.868309403628631,2.1387145323403067,-111511.73504580703,325859.96144178,0.4980452563148104,1.5735297729638755,-0.08603025762119776,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,455.0006115604671,0.027620143708798284,-866.2529335395209,177.16142588145067,981.9162799432804,0.1302780987287456,-0.4330434456799945,0.22928685137045107,-59542.115499589796,526385.3680743979,0.4091941500835518,-0.07004638619159011,0.16062866790132738,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,407.55030271963346,0.09257747924314519,-2.0223114405429214,605.6171973886574,425.57021735035846,0.13968017803209,-1089565.4092983103,327.2826505744709,7911.140240307565,-3612192.2775909454,14.041118678197742,-272336.8052161485,0.16425739305124926,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,898.4216149901099,0.10822913602261419,821.7757141286547,-791.786470829594,-568.9087539293449,0.20525470832135567,0.22301396672610252,0.543395201164572,-454747.9400437742,605387.7328107716,0.4597703027879452,0.14631935854228761,-0.12575409460637255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,8.13452140630188,-0.10032319695776085,885.0134202824458,-36.50498342990386,-453.6331936211652,0.12778482608347436,-0.2569420669015443,0.03412187088043964,-11198.838142113977,200005.9390226534,0.39981563957383237,-0.0585485382453128,0.12891767101465054,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,657.8638242200063,0.20423549775472688,-921.2532926019827,711.0798392103939,55.6704968440788,0.2706171375927162,0.20086193047913317,1.1371182293446562,-156140.87869207817,232829.60095960682,0.517189976931129,0.23973518751055933,-1.3387444079519424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,25.165340295609884,0.23382601128661268,-821.1052545255936,-689.8326430959191,614.8919213413922,0.12242515151622627,-0.3544793280267532,-0.8568671742607628,284990.0864506062,265388.7689510417,0.36001125874265816,-0.23143102771681542,0.6402419156225745,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,32.06780189761996,0.2536227535873738,19.038052223108593,139.8570558868405,781.8669636975233,0.12148201379806337,330.3601773327352,-6.5886304918091945,8832.154067627385,127812.34864131716,0.12071621831905877,81.4919392512156,0.08863146556606827,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,664.8939196438005,0.05909290757597796,674.3225439380087,-43.6172011620024,844.7163063062756,0.14134321386450588,1.108668666998712,-0.08675066478696859,-40567.858429042055,-70077.06188733537,0.4015584778115394,0.2627087226185166,0.13964620598807834,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,607.0599115014192,-0.08237427029801958,-59.29213981463397,800.1334804724306,65.56417479884021,0.14878082222084255,-6.648096221493267,11.512507791380301,-18186.916438998236,-79561.02543909982,0.888579717663344,0.2567272431900667,5.132833069317457,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,525.2628789054905,0.13925013715299467,735.8753871415859,565.8869873257411,433.63214580693693,0.17043337849256832,0.5662773087214479,-0.966454820500758,165079.3054101449,-18437.289178584717,0.3794492203041628,-0.019506476236431036,-0.24192418276043112,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,338.550772481359,0.20949926544785596,916.5193847124956,118.61627536984156,-671.1887501586568,0.16438392162931678,-0.298151448262142,-0.2186419359957566,26847.69115889049,362003.9056890455,0.40758336206024537,-0.11097818473149493,0.20446782567758912,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,300.310498171676,-0.08712126052181679,801.4356091592915,761.1497625422239,890.3382794670115,0.13372916429550133,0.6476380826173459,-0.9169874754722553,323628.35642028454,-296579.0627782983,0.3631582525818169,0.009078274742293918,-0.1908603142813021,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,536.9557481281327,0.06397316415409238,264.69286173659475,839.6088804173592,-99.26587943476625,0.13826674566227123,2.5482099089886816,-3.438959179584518,110148.72478451086,196718.0119698331,0.2603448889271909,0.0638926139830841,-1.022002684765286,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,959.3864661539799,0.1780352270047551,-155.7620075438424,-521.9777786184967,574.4483847533759,0.3631479610369296,18.6328257083854,0.7611374778673893,112549.6007560055,666174.3890024234,0.5477895240083496,4.785062673407582,0.3553749819236004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,741.0378975121768,-0.12414914481104972,670.9136844699397,986.2845108961483,671.4904634890183,0.19655407940958347,1.15081574130921,-1.073196234920263,432089.4706726314,79526.88149291922,0.3880620118285243,0.10883789617392531,-0.0536489108051566,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,198.6965046837057,-0.1382703584496037,917.975594705149,814.7111234161903,-184.35716474296737,0.13280881170353168,-0.06129848617209131,-0.8731126974174057,388058.10837998585,118016.71522198686,0.3645261920381174,-0.1608434044459238,3.241881441373866,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
