,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1
0,109.24515457947894,-0.14213334876720007,878.7453297181385,877.8015839227853,-115.41586154422157,0.12845950695758382,-0.0382918787446011,-1.001332639059131,392539.3386048173,71779.47739047246,0.3570090420967383,-0.1764617428626721,6.674671699448227,False,,,,,,,,,,,,,,,,,,,,,,,,
1,258.3632846134335,-0.010478953764962828,897.0919632983732,424.81350864780643,495.64573709063575,0.12912038414773605,0.32663681020994784,-0.4711206365246406,199350.52692783476,-181697.51922996851,0.37943164746408486,0.003139096465046856,-0.04075839805130618,False,,,,,,,,,,,,,,,,,,,,,,,,
2,151.7754990196279,0.08342733357368065,488.06462085269686,-475.4158205667636,180.16268500794558,0.1294972973358026,0.17084664665416974,0.9689778847712025,-108775.54263968281,-47388.8975828743,0.4396242091121116,0.20420797579207617,-1.2444221789361631,False,,,,,,,,,,,,,,,,,,,,,,,,
3,748.2940212007426,-0.28612731168427363,-45.025163873348106,670.358699814728,-268.60445560826315,0.4867286710577295,19.102025892599897,1.593675317152104,935.17691518899,-376299.30198061164,0.6442689556556126,5.0411190260086585,0.45348872793887196,False,,,,,,,,,,,,,,,,,,,,,,,,
4,575.3257802850896,-0.05996291022326311,304.5043580638826,588.5512567809851,-662.3228749429626,0.13841598430043076,1.0071155692524838,-1.6811911655157064,109663.96641916288,302688.96738142206,0.33365984216580447,-0.02841963527283009,-0.5631926049466589,False,,,,,,,,,,,,,,,,,,,,,,,,
5,247.39400240550117,0.16102459441738487,634.8052979787199,-21.303657619158116,661.9478575651906,0.13873393273903814,0.5946030990059366,-0.012570127380901921,-7647.136008286032,-181994.23470225223,0.40334469297405834,0.14655575352133382,0.13866749846437817,False,,,,,,,,,,,,,,,,,,,,,,,,
6,426.35218056415687,-0.2214180847958932,-388.26922342493515,-336.4835831561535,62.86053384536672,0.195167149226199,0.5824825130804561,-1.2389717289942845,49086.820735688874,100932.9786600905,0.38046123448374786,-0.060874659895600064,-0.4636727776279898,False,,,,,,,,,,,,,,,,,,,,,,,,
7,928.7731887581228,-0.13507557304486298,799.2001306323241,-420.4106368759408,-47.296927835060615,0.2557732635911932,0.6211771083551977,1.100429215228837,30944.858428221196,451966.6438684777,0.508239331008875,0.3386991462936056,-0.23158551116130432,False,,,,,,,,,,,,,,,,,,,,,,,,
8,784.926308629495,0.05054295188047214,433.9406474196817,-856.3887824410112,87.31296126575103,0.14171652876436716,1.5736575308580207,1.6899280163259522,-203921.32185681618,249843.3673003041,0.4757734136411751,0.6750690521021638,-0.3119807726437481,True,,,,,,,,,,,,,,,,,,,,,,,,
9,669.3843959255256,0.0005758780387973839,23.288250301515973,666.4956682801176,102.24188072777247,0.12907527899667193,1214.9430086503824,-28.662829407014165,15572.806959849504,655217.9863856902,-0.7952454372151774,298.9586139280932,-0.039977463347230735,False,,,,,,,,,,,,,,,,,,,,,,,,
10,723.2319222846489,-0.1395714343576051,122.00559316311637,157.48871146410306,398.3782057462365,0.2100824940335419,20.186598086338986,1.0363957671861233,39662.100905060055,322412.3074030477,0.4827258858949363,5.219382149449101,0.19678015129050924,False,,,,,,,,,,,,,,,,,,,,,,,,
11,519.260681866357,-0.28283874289367344,-951.6157062921866,-29.348677681639174,-309.51007454074977,0.2922539027973825,0.30109070728691184,-0.3213648441489834,-99866.10572889543,-30680.171295773056,0.4672382314712271,0.021711869463564057,0.2065028645259751,True,-1.6378410466028433e-05,-884.6030325152142,2.5058045286445884e-06,-878.4180977648246,646.1256200949555,0.11882089994310263,4.890368853444218e-06,0.0033167009035849383,0.5791530586437127,True,1.0,4.890368853444218e-06,0.11882089994310263,noneSNR,,,,,,,,,,
12,168.40536383925033,-0.06155976973128571,603.03101965679,-703.0847673432146,-132.69681857714068,0.1294709972493545,-0.11968189464519018,1.171176007152816,-203187.13653064356,36657.75962114647,0.44803598083478813,0.16527552753083843,2.9946772253860874,False,,,,,,,,,,,,,,,,,,,,,,,,
13,834.8056755159037,0.2094311594598634,785.9598177019604,158.79808460677873,469.94829307213377,0.37197326849480716,0.8441658870205133,-0.9180007031177596,-136183.72346004023,130409.83988684177,0.4822380868629071,0.05804135456883505,0.12239990149371241,True,,,,,,,,,,,,,,,,,,,,,,,,
14,496.70598490476294,-0.0663343923777227,-136.91567799710344,-323.3192144917376,-274.67337511390986,0.1374489380491936,9.465470179392502,-2.8148305467151227,26215.589841904686,126090.92000094378,0.2859413448235435,1.897229120395605,-0.07181882299585454,False,,,,,,,,,,,,,,,,,,,,,,,,
