,index,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_0,xi_J_0,v_calculable_0,vwf_1,xi_J_1,v_calculable_1,isEWSB,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN
0,122,588.5615987458125,0.26552380987548313,42.757213010102355,-462.2820643063195,440.8572064359485,0.3169537644473053,4.048509222896972,2.855561370307312,2056.321286266451,-252579.6361953409,0.6119600878985342,1.4880542007754618,-0.1865791590714221,True,197.6266541416571,30.3034913314946,-9.422846200475017e-06,0.6743070147063885,109.72366161231496,17.33797859439923,0.008192892529233302,1.0,0.008192892529233302,17.33797859439923,hs-SNR,,,,,,,,,,,,,,,0.37410876084778455,0.6464118804944162,True,,,,True,0.4998166009718571,0.21742022050302218,0,191.17784232931433,0.18124216932308776,0.4814551657460333,0.6930316593947403,28.77647094936828,Deflagration,0.00754647621185266,0.4998166009718571,0.46996251546028195,0.5775650327171593,1.0207598132511193
