,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,582.3246865168467,1.1803730551301122e-08,-702.7809983881738,558.5414969454685,-523.5594593587065,0.7378674651371847,0.12907409604048176,0.6913962142901179,0.7947589842839774,-188442.41593305877,-26466.266207065157,0.31826558663781035,0.3053088842865257,-0.09931949002674509,768.2977865626756,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,358.2686739624083,9.57100708229638e-05,-183.5057284038943,58.09218314113616,15.076560207705711,0.9793573174869318,0.1290741045571065,1.7223120713959972,0.3168075414475781,2497.650574381094,60771.615154406216,0.4020240372464122,0.483379274756929,0.11450545872558948,889.0898074278491,True,False,True,1.757193263935136e-05,-3.139693906691633,-6.7869351103788015e-06,-4.6251386209949645,843.3174721293249,0.7745752288353742,-6.922584600712135e-09,,,False,-8.262682024427077e-06,-87.89539035781897,5.269831589271548e-06,-81.8685736262644,427.8441546142988,0.4662141863736906,9.423147847891584e-06,0.007229915406207923,0.5798512343709739,True,2.0,9.423147847891584e-06,0.4662141863736906,nonesym,,,,,,,,,,,,,,,,,
2,185.80745709543035,6.4102768942282e-08,-206.87389005929253,153.10859264345686,-404.3546757097658,0.9288975734078971,0.1290740960404821,1.1185914405597106,0.7401059530254323,-8013.33052243985,-35778.28269849399,0.39558895344581413,0.40299885231083304,0.006652986365800112,518.8916889342293,True,False,True,8.620498043893112e-05,-127.22463605935786,9.061532422853515e-06,-127.75283580575157,991.802119502999,0.22293882320798275,2.2637523359560747e-09,0.00875174550152047,0.5773891158970407,True,4.94845763787203e-07,-58.87879823195958,-4.520413670337016e-06,-59.314398554050534,272.9738760003961,0.015209871235526862,1.0612038838722173e-06,0.001898627026235136,0.578190768197183,True,2.0,1.0612038838722173e-06,0.015209871235526862,noneSNR,,,,,,,,,,,,,,,,,
3,222.02559633496634,7.861392135975235e-06,-137.5752178766305,227.63909429448591,-193.72754177369302,0.9224814161232947,0.12907409605763484,0.6815569382668868,1.6546596997259395,-7834.921040473739,-13752.08441280952,0.43072567486935154,0.44616585118771157,-0.8752068994741791,328.7485490781532,True,False,True,199.99323678925177,-134.61689355158768,-1.7790857165614678e-06,-11.920326008427025,112.86796730893336,146.74704986148538,0.011956724756917239,0.6413719271444874,0.659542671021693,True,,,,,,,,,,,1.0,0.011956724756917239,146.74704986148538,hs-SNR,0.6590827441446448,0.04675318527667873,0.0,166.11912716611502,0.0467531524102582,-0.4345954559989097,-16.919785029373905,-132.2336663842724,Detonation,0.0069647979165298815,0.5773502691896258,0.5053346787367617,0.659171465797572,1.1446584747061233,False,135.06802639816223,3.842645939564242
4,560.9802497574826,1.7333331063319437e-07,580.3173937524656,240.57825029701007,429.94270873774747,0.7704555057290922,0.12907409604055545,0.8563252096908303,-0.41456358783914804,77629.56456221873,38879.922647062405,0.2801654686827912,0.14498737111618287,0.0788995343153095,701.3538772147396,True,False,True,-5.834629784356909e-06,444.8326109025295,1.535716153728526e-05,436.90403072553863,829.5803180583362,1.0375466955812271,7.122195701948239e-06,0.003827024496683296,0.5795251738669465,True,,,,,,,,,,,1.0,7.122195701948239e-06,1.0375466955812271,noneSNR,,,,,,,,,,,,,,,,,
5,16.48470460402462,3.388441849557834e-07,140.90087159201357,131.29377508745154,700.7816577493168,0.987117886382744,0.12907409604046688,3.2048785304493617,-0.9318164780840573,17073.459213057442,-35114.110115219184,0.35381327374965854,0.6459168862649975,0.061342827867626556,869.3152974737193,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,535.2065601430314,2.352933071788317e-10,-288.5716075732484,384.0651700702455,-175.51900700932015,0.8987321575003162,0.12907409604048126,1.7818344244683275,1.3309180815079322,-47591.397682690425,97729.9164955499,0.4064233227264412,0.6672782863684039,-0.11945389782927698,591.4475656733964,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,89.59992802398587,4.205535179331434e-06,-237.7526300121727,56.71666749003077,-227.51353839528508,0.9131903972821255,0.12907409603936984,0.4855278875942833,0.23855272320162957,1081.4701472691277,-26646.85732574246,0.3674574021539012,0.1611407590988424,0.0997722767201538,532.7502782808299,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,441.22455011916946,1.4172567057742833e-08,324.0125993947935,144.14283673068326,504.69710952005744,0.8456776676258878,0.12907409604048187,1.770219536634284,-0.4448680307676944,31175.799986987036,22316.79582634598,0.30929504136395425,0.3684102123639553,0.10112451680702028,513.4219625032499,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,180.80998267864763,7.829799908605572e-05,327.77063583086624,-192.37382221947232,182.86345160049075,0.7893520271893888,0.12907409690243857,0.3483162396653849,0.5868994367386525,-23704.379279166522,-22516.907039556907,0.3292618292677394,0.18489563270612164,-0.118151634788287,421.4191195416597,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,322.886030953632,1.5650062851656113e-06,-168.94744865218277,41.04385539990477,-96.60553869604104,0.9269519562009443,0.12907409604227174,1.9831990567619708,0.24294192647649945,4356.674303513194,40285.76920225825,0.3739710924792562,0.5362900852699093,0.12163399825696951,417.41603126198413,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,537.1958930648266,2.4748068919131774e-06,-122.92951144630808,396.43675676456564,-213.92818754327334,0.9849911453676883,0.12907409605427012,7.184497054232395,3.224933505526476,-16542.965733797955,82272.29993955053,0.525962648449336,2.3336131811458447,-0.23282305682090987,701.5125089043984,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,659.0208755414167,5.794261113711966e-06,-314.6567263123186,453.9349089991622,-93.48783358327432,0.9396193366572383,0.1290740961564264,2.121036659225138,1.442666639963512,-63591.53198445351,180585.7852884351,0.4298707644438169,0.7707036048002032,-0.11624073904589746,863.936401433129,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,863.6902640655629,1.5169581822900607e-10,751.7484699260153,-443.43254015309054,851.5819321287488,0.7814274505409475,0.12907409604048126,1.2105792306802292,0.5898682304557935,-158851.11290688257,43954.09573067835,0.3262735879827068,0.4009561794126896,0.05721912767431786,941.4111486093445,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,524.8118313683071,9.041320057251073e-09,801.7953411690926,-631.8680079854176,598.0188812957758,0.7202674150480597,0.1290740960404815,0.5685640547858468,0.7880664379068005,-245490.66229282445,-113972.69930001133,0.3115709188067711,0.2734854200142618,-0.1440036272729607,832.5067918836883,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,256.8726607116238,2.5607503868891096e-08,44.229779839069806,-41.50213100124233,-123.68867557277224,0.9978215582193719,0.12907409604048176,8.197899544936089,0.938329919722534,6905.938875698864,21508.052319090148,0.4370475754325905,2.205863206187778,0.10222383295112838,668.9849287299719,True,False,True,156.08447859236514,36.8245958900996,-2.4252232078442654e-06,-49.30236955673148,137.06615608175758,40.01122347949607,0.0036352715622021132,0.42080784547640726,0.624443488655758,True,,,,,,,,,,,1.0,0.0036352715622021132,40.01122347949607,hs-sym,0.5826851610534716,0.0543352391116699,0.0,136.12548185336095,0.054335132427970355,-0.11825538724347534,-47.5412000382171,34.703667995443006,Hybrid,0.0030633350985395397,0.5773502691896258,0.5304307089742237,0.594322089830828,1.043723803025155,True,145.53861988362902,4.591127923386737
16,555.9360701252665,1.9004357238626147e-09,732.6356354344464,-143.9645142720102,880.2509337771482,0.7727698935974302,0.12907409604048126,0.8830963160489409,0.1965021970597024,-44913.01347651984,-170896.86187055634,0.3065194485891176,0.2535244451888523,0.11814292331686234,892.0292868502543,True,False,True,-7.347878250455671e-06,581.73130145238,-0.0001547243358961808,568.2533603572804,865.1078245602757,0.10642895431817578,8.788040801053557e-06,0.01125330591208443,0.5797656640318195,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,311.8683848841178,4.766576112932016e-06,246.03347761280497,-493.671584005795,468.63771352844697,0.9647271539809966,0.12907409605577735,1.2534623740903406,2.0065155713504623,-52906.30863387592,-39425.58484628969,0.4653179658199698,0.6477848554143288,-0.673922631507283,901.6278811885193,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,257.43091180646724,5.550750701580287e-06,-799.2814310232842,5.010777707270563,-14.495980240777726,0.7291453949225143,0.12907409605334758,0.06078652665755403,0.0062705310636857105,5821.699386347909,27247.196994105896,0.2822130538005816,0.016241720175002795,0.12891238439624733,851.5889012417988,True,False,True,0.00014021194510297494,-772.1751309411327,-1.5396172660027412e-05,-771.6373177509558,501.3485919097693,0.006382160910220591,2.53119268535228e-07,0.004304696806962314,0.5777609102925486,True,,,,,,,,,,,1.0,2.53119268535228e-07,0.006382160910220591,noneSNR,,,,,,,,,,,,,,,,,
19,250.8885268607972,5.4476642252651166e-05,-273.3384617721135,-132.5053397014512,-115.68852337578292,0.7673400840741192,0.12907409719833376,0.7311830892517471,-0.4847282498073532,25934.587300266277,23008.588320505813,0.2760442212593231,0.10200773067837791,0.0487380364991775,327.09038968886983,True,False,True,-2.0623841852903795e-06,-204.0689325227719,-5.297557247329708e-05,-203.62931417496435,414.97436126494176,0.03979430626748126,7.840140807190155e-07,0.0007641866872219946,0.578072779780989,True,,,,,,,,,,,1.0,7.840140807190155e-07,0.03979430626748126,noneSNR,,,,,,,,,,,,,,,,,
