,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3
10,792.1390076588733,7.664196708164107e-07,-523.1960089831291,848.9090789886206,-617.754879670834,0.8640939304523919,0.12907409604344616,1.6467009139679654,1.6225486606518253,-214248.66875659634,127551.35582668582,0.40330930428879175,0.6821000052672956,-0.2706135663990379,898.197939646974,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,817.7033580331703,9.061906371966618e-06,782.92129222064,-148.39886722337985,48.632527206946406,0.784069229664261,0.129074096482805,0.5717853232089714,0.18951436624210474,-50277.9710118863,312408.44793372444,0.3106261013068106,0.1745320585092603,0.11337078373835544,989.0298432191285,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,433.4011574406379,3.921484554099459e-10,584.8460702812774,-641.4876156496152,383.2366989244499,0.818887888832448,0.1290740960404815,0.5536240694438358,1.0968486375685707,-179762.00160359297,-34770.1735453888,0.36238490011679064,0.3212141236223874,-0.4141993092075177,834.4288516184649,True,False,True,2.3840825436925892e-05,463.1011393801223,2.1049926452329977e-05,450.19962551796164,851.8625593318478,0.5036268014516736,4.018034354428221e-06,0.015555662010115927,0.5789846180107386,True,1.0,4.018034354428221e-06,0.5036268014516736,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,780.8469047851569,2.889515766684832e-05,347.07867211795383,-406.254571016367,655.6834212583424,0.9325673504929727,0.1290741001320029,3.3280637309199945,1.1702961903485978,-62689.493959768806,173330.7340157457,0.4152213390439739,1.0270652977880983,0.02619196776626863,896.614386026891,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,400.82027699599394,1.1597221461881068e-09,-227.44569412363433,392.35198760470666,-741.9550382590211,0.9582164831098803,0.1290740960404815,2.6785430164084825,1.7250359027438786,-36795.63095308994,-30189.31328675337,0.450459733005846,0.9571417378927671,-0.14866541080393472,761.9184847201325,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,286.58402651137953,3.5729543660474097e-10,225.03599662593166,71.37885382624529,-52.977653878150704,0.8425226840990367,0.1290740960404815,0.7881095856110011,-0.31718860534734,15855.159793546867,51832.69409781066,0.3132834563482064,0.14416262884486028,0.0971595586464872,351.9801501194799,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,359.3324029750048,7.496982050457893e-09,-84.95476702004714,138.98351830510876,-192.75178734239003,0.9764163563219269,0.12907409604048156,6.644663981235723,1.635970842314608,1920.0979881544336,31581.434053906978,0.45555120691867335,1.9338278023613655,0.028376731792205775,384.2183716686742,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,293.74573038502456,3.901940902199356e-08,-513.3670829435827,-167.97559243628706,-461.22407416439285,0.7432008805919168,0.1290740960404824,0.6317317396078795,-0.3272036459326366,50940.32687102915,-70287.03427641236,0.273491931913275,0.10339899391319712,0.08670554812722395,570.2479733470923,True,False,True,-4.9004661815258426e-05,-357.0324539474259,-1.303226605526941e-05,-304.5883354818723,553.4122659968293,11.433492457990269,2.5899689073588886e-05,0.04624325760576374,0.5814905824149644,True,4.0,7.20019085233559e-05,0.13227401082355073,noneSNR,5.347671429858596e-06,-437.6928175821082,5.289082581773653e-05,-436.5893119115458,472.48406265327264,0.0783731337130007,1.6516116330509634e-06,0.0013147034814190407,0.5783986361332754,True,19.240734603384723,-511.17574967565974,-0.003263613986043261,-511.1963086337132,160.21105349389762,0.014257537584967395,3.651188945391337e-05,0.007841089968200226,0.582262830987055,True,54.82881223571109,-511.09054032931846,46.03921053545192,-511.1378025422816,159.06253730969624,0.13227401082355073,7.20019085233559e-05,0.009241655767352013,0.584236872201086,True
18,473.6020237771942,7.082712323369113e-07,391.8820294787647,-451.12835125279037,333.81610110799693,0.9235776089613369,0.12907409604134493,1.0425963375954381,1.1511825423634907,-80570.91048588684,29296.531956693158,0.41025336914157984,0.4525128414594413,-0.1886953987419515,943.9817032873939,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,282.7387087255844,1.4587531049167039e-05,272.62477763827087,-132.121040222403,243.30497192378732,0.9173085437829394,0.12907409615333773,0.8852053121947244,0.48461197078174295,-10186.499823990125,-539.1492763748756,0.3795944365622792,0.30206998984563826,0.06274802496125036,628.0647784924668,True,False,True,-1.1961097604994836e-09,199.51237358030528,2.5455324397898185e-05,196.8323766873072,437.95055576082996,0.030353671558657425,2.7761641115038293e-06,0.0022969817717684157,0.578709097742342,True,1.0,2.7761641115038293e-06,0.030353671558657425,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
