,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
0,95.04119847730358,8.73645792132491e-09,-173.9972302977552,33.98065037016471,-192.7003270085924,0.8536010317453391,0.12907409604048145,0.6051739795562158,0.19529420139212333,4867.484505516878,-15207.659108966895,0.3393344686728329,0.18384252845440782,0.1133183686026644,285.1150400282695,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,292.4001740814848,5.205959653237089e-05,201.7984037853214,-582.7474506999745,276.68804804719616,0.9556305213894397,0.129074097602061,0.6607237971298174,2.8876971756949867,-50976.48882012867,-28931.036582195506,0.49766666971982826,0.6464638118982855,-3.0261002031952273,654.6695970501721,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,259.48639854023554,2.3672017784469326e-06,426.6435041281181,61.4097369746774,101.8991739240235,0.7538628059058253,0.12907409604287057,0.3163585804417164,-0.14393804976747496,20923.680723961144,14110.413315634683,0.2851183937252517,0.055099970149183275,0.11270172347916745,489.52065634863646,True,False,True,-3.7824637162164126e-06,373.6989420445897,-4.356717082225828e-06,372.78694893519406,466.5456268159228,0.09430144608069213,9.769148239028052e-07,0.00203542915694908,0.5781567220398026,True,1.0,9.769148239028052e-07,0.09430144608069213,noneSNR,,,,,,,,,,,,,,,,,,,,
3,230.2310609044966,1.6228447104428e-05,528.0383028165338,-589.9209453091893,116.9851837116953,0.7554454277245164,0.1290740961216413,0.14510917373605148,1.117188809275148,-147927.32347969007,-21312.813754266674,0.3382625122601648,0.22247542831320422,-2.021222131599793,608.8172703408595,True,False,True,-6.324505101509277e-06,488.8341078707343,-7.028840840221003e-05,488.10331353348823,392.57346714572714,0.002393137534397738,2.848343997406483e-07,0.004610965736881572,0.5777858679476946,True,,,,,,,,,,,,,,,,,,,,,,,,
4,562.7820986323148,7.54583473592201e-05,425.1958958913817,0.6204000657494362,-635.4018475403516,0.8871885954822403,0.12907411018163642,0.12887121127291745,-0.0016761157253249246,7936.032689043316,293462.5064611513,0.3457445998361107,0.03193845019734187,0.12906866023688746,817.562305278037,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,136.5357538827236,3.447421503554552e-10,-206.0236647985926,150.6394277446334,-112.53182949396523,0.899244733185826,0.12907409604048145,0.23166440965940857,0.7311753622870975,-7693.889433124143,-13351.050196038846,0.3816644425682252,0.17977866279603505,-0.44785678773409043,423.516823880208,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,226.39905220578052,1.6831434677890881e-06,-145.7326226173003,-13.116937816149516,-785.4301826166977,0.9873267772243367,0.1290740960413136,3.965703240066471,-0.0900052036387224,8779.554663002156,-30239.155083511792,0.3889918543705023,0.9764249427434973,0.1285634087689906,906.6496944168514,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,219.57599065032502,2.4689231709087112e-05,-556.627662982545,-134.2052297855006,-45.09138708334831,0.8521957553666181,0.12907409620422905,0.1301016554426504,-0.2410982653970761,45175.8346762056,15211.026925648212,0.32055217032220007,-0.007657630372183415,0.017376106313734763,906.6032198654648,True,False,True,-2.5403781120635486e-05,-219.61860504325483,-0.0003052233418832134,-16.980940768312674,868.2633700476886,34.15264448817743,1.0938520810852091e-05,0.1092531079615979,0.5800443811490947,True,3.0,1.0938520810852091e-05,34.15264448817743,s-sym,-1.3775977288715343e-05,-377.13374630079363,3.0294490929372656e-06,-363.20945783103275,750.1355921058114,0.8476339590489488,3.618203776512675e-06,0.009380061942083125,0.5789012840499652,True,-1.452359481898614e-05,-528.6118237781625,-5.4101391245311135e-06,-528.2260326264112,405.7633307027483,0.0017478846463063746,3.6193209705430195e-07,0.00464156187285237,0.5778412709985903,True
8,126.53252300844873,1.5807653085530676e-05,67.96896208394037,132.49963279201796,208.50240224642,0.9756098845292847,0.12907409604122963,9.661010692334482,-1.9494141448491988,12326.684516720801,30460.039845009065,0.3057666022617861,2.090350315608754,0.030735122274400825,302.08510122261987,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,512.6988944927414,9.150176017059574e-07,237.19644512836237,-341.7881613768594,244.72818441848597,0.9241609764160563,0.12907409604218878,2.4638021534730488,1.440945889432382,-32711.823348485508,80570.04239131587,0.4225963195754235,0.8561081866069925,-0.08160891815045138,573.837247014576,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,176.6671709011454,9.774158423858958e-08,427.0614451388285,226.3626671561658,375.26014871265033,0.9126515777575034,0.1290740960404827,0.5689576764332889,-0.530047083181234,56159.13661122534,-56491.79994658369,0.33518646039558186,0.053898238578116556,0.005624706909217611,953.5641396297362,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,287.84478003643846,1.473635460918478e-08,159.4731073201412,77.24105990221608,99.66108328647636,0.8901318633808171,0.12907409604048162,2.2300388212816618,-0.48435165792468887,13982.689646897863,40820.35236211833,0.32694089440357366,0.47678442899963397,0.10277449462821045,311.5013066953153,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,216.57751899077772,1.2506862879405286e-08,81.18545090126946,100.2167231841546,-71.22909502583784,0.9581024252326814,0.12907409604048148,5.957661113898195,-1.2344172959504687,11891.823915319055,45050.171355498846,0.3270945402435679,1.2836790624828038,0.06513180260476821,271.56762963868397,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,379.68233290555565,2.993577338910844e-05,-252.75769422112887,342.6706956569959,-170.29950118517837,0.9128735087132521,0.1290740969904643,1.1435510211005753,1.355789870414235,-35480.59857282435,30014.7817938757,0.4138642857355131,0.5118527336775163,-0.27278076973615584,565.1929686931552,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,712.0417536774388,4.927472232195673e-05,-499.7645736915695,579.8201862114408,-641.9874274745432,0.8464059499755965,0.12907410588146456,1.5868620019846857,1.1603834229689796,-137038.465897473,75505.39004016676,0.3764886021817063,0.590112737657668,-0.0830567672847517,794.3161333033856,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,335.27345224174354,4.590852243030234e-06,-496.2755759636111,944.8929332381301,-56.20984588722831,0.8871956866283127,0.12907409605730358,0.16768862430956324,1.9039718722532557,-226639.4405715697,13404.47514321375,0.42514973787758514,0.3592508014529334,-5.275450070769004,954.2694113476425,True,False,True,0.00016288265960426562,-436.0534454240159,-5.480405529403279e-07,-428.9907688228833,739.5996600450994,1.1661322691342093,9.536987670081433e-07,0.010630130422155498,0.5781470885455274,True,1.0,9.536987670081433e-07,1.1661322691342093,noneSNR,,,,,,,,,,,,,,,,,,,,
16,794.7069931300097,6.092842365798434e-06,-525.4438885154179,502.3570569878111,-313.4839900659256,0.8566462633831237,0.1290740962290858,1.3895800390505988,0.9560912406871864,-124152.46417676803,218933.5640504887,0.3723363701973196,0.5067435498771807,-0.03538394771765044,872.48662328467,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,844.2080513430279,1.096872346051259e-05,323.63622767039715,-653.7606951161937,366.01057607275766,0.949110393658238,0.12907409673225423,3.6753698710165037,2.019951985129692,-97971.59368386747,266502.54906678817,0.45840583116279837,1.2555011319424079,-0.14846300602340073,975.306447733569,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,506.3649155299162,1.249636451444067e-06,893.6684057800658,-955.4792438095313,386.60238109616444,0.7411759252632847,0.12907409604358278,0.3565398913963548,1.0691639265924475,-419117.59827311314,-60746.20828626788,0.33092246492269173,0.2673289606144966,-0.6724571838432851,986.6748236334461,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,352.07362585902825,5.240698795053861e-05,-200.16895092039803,234.13351294930447,-56.13433419594003,0.8977932022871006,0.12907409849425322,1.2446769112907723,1.169794649770823,-15607.068196117049,38638.36761646247,0.3992881334178861,0.5061350027844969,-0.145780265360971,408.0455930490146,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
