,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,629.5794573346565,-9.526136816785611e-05,-449.86696886576914,-16.126730499823452,-55.6348119250182,0.8521194936714229,0.12907412453992645,1.0437898892415811,-0.0361752328102634,11418.062097521113,186204.31164783376,0.3290581506886563,0.25491826684201807,0.1287606880230649,732.4780948756971,True,True,True,1.1525264007589567e-05,-299.6815569643954,-4.857168536171002e-07,-282.76649691605564,858.111835623694,0.44481858068127167,1.528217219174211e-05,0.012699098038688714,0.5805333166045744,True,1.0,1.528217219174211e-05,0.44481858068127167,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,503.2559404750623,-0.0012106403691323877,-604.3603142745492,411.4686012014024,-816.788588233509,0.8277868380275251,0.12907696883936332,0.9942010610649161,0.6788999004535539,-116866.7989772298,-130559.8835779405,0.34863522448689194,0.36170024867515466,0.013178612640126,891.6994769578737,True,True,True,-1.5946810028100225e-05,-451.164154529043,8.290708930531372e-06,-435.0249820452069,833.3329239089219,4.1368476596065875,7.468940840165878e-06,0.016709601018027882,0.5795773860080908,True,1.0,7.468940840165878e-06,4.1368476596065875,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,106.37413855582187,0.0013894896063630837,114.23435225059393,106.94647377938605,55.29404518901396,0.9536820457660977,0.12907402704863505,1.7627373464580032,-0.93598836708788,13933.626901975482,16692.825552057868,0.3374163412452183,0.2846862754331875,0.0048249117331576885,362.1585166576715,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,177.28089759153767,-0.0020977471854653935,261.8966638126408,135.85423595320822,166.54830551687985,0.8308638525943002,0.1290746688817785,0.6616737572441742,-0.518218797761914,25631.28188751714,1781.2266449523504,0.30003005183318043,0.07904863968405788,0.027608228882594107,391.0331613544233,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,424.50220983778513,-0.0007362577491467067,454.6469484630927,-83.58733751198167,98.58311869165652,0.8727071692658487,0.1290748318470512,0.5308332137212556,0.1849334653274039,-11065.699849311794,64937.557460562544,0.3471489097129136,0.16353054765154787,0.11296789575395616,812.6544454978891,True,True,True,-1.1087870641988555e-05,368.30437546363146,0.0001352278659469372,362.10877726379914,670.4789678705279,0.6951202165328141,5.399784379382527e-06,0.0038411271908410333,0.5792444777932433,True,1.0,5.399784379382527e-06,0.6951202165328141,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,477.7086628765687,0.0011676102668311827,-344.12995984620176,-23.20819517707298,-402.7850028635545,0.8617621615006759,0.12907648642129646,1.5573495958654688,-0.06451090067439273,11990.668663705426,45908.18662483822,0.33201027667653793,0.37858558218730176,0.12840841929030836,584.5670578357856,True,True,True,2.3744709222592657e-05,-192.6756187736257,-0.00019944999842641216,-184.2813398874761,705.073643560792,0.33807844669502174,5.7552385990536124e-06,0.0081457824376941,0.5793057252979088,True,1.0,5.7552385990536124e-06,0.33807844669502174,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,545.2399147961064,0.0003804968353816249,-115.10351310088674,362.20558395340345,-821.3118161165119,0.9911051289533929,0.1290744323884935,11.187873117996842,3.1505628393207044,-12996.742765320505,53804.835092969355,0.5258844939041166,3.3220620860526613,-0.09272925853247058,857.2181916876996,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,307.0443036513026,0.0007871717431165704,-164.37883948024464,75.49966768032084,-4.379195079893577,0.8855677484858163,0.12907449793666706,1.5002702011344484,0.46083222283051034,1639.1668141960545,39864.40960739287,0.36429763278790783,0.45187292075536384,0.09368648292471694,313.38081772424925,True,True,True,1.5630382930203545e-05,-13.861917784718887,-7.94087959492633e-06,-15.763349856505718,643.8478357849975,1.2724024503710325,-7.875635351685234e-08,,,False,2.0,2.9370067674174167e-06,0.3407892650720328,noneSNR,-5.796721432796762e-06,-69.42241217135833,-8.353056128766985e-06,-66.91821158428903,397.8361053193232,0.3407892650720328,2.9370067674174167e-06,0.0010037211009548826,0.5787478596296175,True,,,,,,,,,,,,,,,,,
8,99.37719393975252,-0.0008257869016695258,312.2438314735198,126.8689256072521,355.5763148836529,0.8811720909580851,0.12907406357423062,0.6831884943070117,-0.4063756326961156,27627.74943691442,-44420.100862275794,0.32622225914104835,0.10306785146073365,0.06864375911752346,581.9438861028063,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301.28969207613795,0.0026719415067739693,373.9978877269407,161.99179638974283,178.776163710211,0.9235314906173229,0.1290785203797607,0.6104189223257039,-0.4353156561616098,37963.849441171755,18454.01343487743,0.3441301933023537,0.0800521212211577,0.05146800014170169,900.5957547652113,True,True,True,-1.9848077389744167e-05,313.6079576230294,1.2403323560269098e-05,311.8220126724566,466.20220037027,0.021755061931173714,2.9160190146867085e-06,0.0007098286517553916,0.5787428631642623,True,1.0,2.9160190146867085e-06,0.021755061931173714,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
