,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
0,76.15702693560151,0.00016239488306131573,-146.52240772219335,71.88486656935203,-192.47785702868407,0.868545103906798,0.12907409389823385,0.4456065165998497,0.490562311562226,2556.9061846945488,-18637.01830857784,0.35807127455640414,0.19316201441033343,-0.005939293788248923,256.7770748466177,True,True,True,7.056028816985614e-05,-43.82994642913326,2.0393679262140184e-05,-44.32203858484091,240.20752241599794,0.007613444737273767,1.082483574845869e-06,0.0019852480833262207,0.5781991472057382,True,170.4789087899896,-77.48302706263654,-8.681842116574216e-05,-6.329400599486569,119.53014262269394,5.5594157345443165,0.0038867986938254306,0.23442082052866797,0.625969249099272,True,2.0,0.0038867986938254306,5.5594157345443165,hs-SNR,0.20394611385994113,0.37404701458685763,0.0,169.23138044902143,0.3123227110548374,0.6505774966732376,-6.343056868480213,-77.00066916349513,Deflagration,0.0038741914939300058,0.20394611385994113,0.20135229041557134,0.5773499401391953,1.0008125465925952,True,121.38150292129461,15.164604662170477,,,,,,,,,,
1,330.5517168869327,0.00013549698279899242,227.69159865336337,21.17135248769364,-405.01685993180445,0.9667067502261524,0.12907411021823909,0.19157229729425537,-0.0932088623329181,10228.158848999125,102143.84987450711,0.37878531965719364,0.03235826393474416,0.11773649494178257,860.1889490482158,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,653.7451269612237,0.00019650670557946803,-506.8431617562964,-97.03904660622584,698.4587941611237,0.8755813131796685,0.12907422718997869,0.1541051934577881,-0.19080935452490402,32498.832548298047,393616.79607133043,0.3327488647325534,0.006724739276963015,0.07001033557593112,918.6695475857744,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,691.7974624970961,0.0009567465123557628,-633.6397788947419,-299.85740894976595,-767.2241223565171,0.7968962685676171,0.12907759153569917,1.2192663197717157,-0.4703909457532045,103394.71418919718,3476.9818020851126,0.2882015706544575,0.22641808898406152,0.08370857775698218,835.8411961331842,True,True,True,-0.0001649916155686971,-453.56974933258834,-2.8139842914813912e-05,-440.4702730891074,963.4206587228789,0.40488736941028947,1.0219120468352528e-05,0.008336485030385896,0.5799544865090394,True,,,,,,,,,,,1.0,1.0219120468352528e-05,0.40488736941028947,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,176.98885630818432,0.0004576120556672156,-182.31288310933587,-104.17047308378113,-95.5872327411688,0.8059524262198245,0.12907412312161928,0.9938758334082592,-0.5712231162573812,17322.221618854914,15612.492521109452,0.28762740862790104,0.1532651056425013,0.046997510133697004,248.21013156986183,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,348.35669155182603,-0.0005605465199159638,-337.2878086435196,-4.915498833593858,-51.40749458548669,0.7333578571111273,0.12907437001628289,0.6115040803973926,-0.01528714293722255,8612.152362476643,52205.83238238266,0.2828551392778235,0.15032816294314438,0.12897882824204354,363.83802113812123,True,True,True,3.1938926566030836e-05,-248.07919798026685,-2.713461912227128e-05,-245.09205883482073,561.8335491682285,0.004516000616376914,3.2150427089263555e-06,0.0017945136750330093,0.5788124342876335,True,,,,,,,,,,,1.0,3.2150427089263555e-06,0.004516000616376914,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,629.4521973944265,-0.00020796294647046617,-325.05674405386446,132.15724659205796,-700.6196968131152,0.9117117056142375,0.12907423180675096,2.89427589125674,0.4055777682160363,-13707.785872888886,78043.52261689905,0.373742230029626,0.7911652675168577,0.11486572748205826,721.3631424580185,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,535.2187589752695,0.00023349268744072817,-161.6084237107833,-185.06822854284655,421.94430623697394,0.9723419932207945,0.12907421782939285,4.843078564495136,-1.1435752562127266,22798.80704731804,194725.97115440713,0.33775185976305655,1.0201737650883296,0.06156734440133757,672.7930345593061,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,252.1208668366197,-0.0004322928323916394,80.88191666202965,159.32632900547526,100.12968822966451,0.9555751174881928,0.12907416990628165,10.04027882463554,-1.968823184232649,14270.470512122734,57615.18941349954,0.295285218812834,2.1819325087867765,0.032556314215339346,262.220035215967,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,535.988309959143,0.0003572896039964357,841.2504334827072,-533.7447195549794,356.3146631340328,0.7453556307551885,0.12907438207728178,0.4011604930988669,0.6339973159724841,-216848.52854133892,-15861.866158858269,0.3143439818575208,0.20595634260346407,-0.12141925050560798,940.5455506122021,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,147.56582326474435,0.00022081151560446208,-238.34137994946184,-52.194017485643144,-12.838219902954961,0.7573647621500752,0.1290740985052022,0.27701425263069357,-0.21896542378644637,14044.406263944817,12677.061399673323,0.2833153175769027,0.03275932585993233,0.08580389096294092,276.4373051732087,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,324.04704783198565,-0.0020140687212160248,-154.45751983236335,208.9276533949777,-500.67849825727654,0.9780925248098686,0.12907708610182167,2.9623118224099643,1.3479217049565548,-8367.743282542768,-6804.751065775883,0.4443696761084134,0.9652315730952502,-0.02425695092866112,725.7207347489938,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,706.1947624264245,-0.000963070558513532,-740.3158951941597,785.3826175141828,-304.67742827545203,0.7525735643778678,0.12907779188966317,0.6314147512395003,1.0583225410722663,-283591.0968692454,120423.08222378937,0.3347288928516884,0.3342407779885861,-0.31438927897894914,846.0671930731166,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,827.8808870173388,-0.0011997066117404424,845.9398907383115,83.7207650610394,452.9304695521712,0.7584177048048983,0.12908204754954103,0.7486834669351078,-0.09510983035539579,44615.99359789228,152733.56497341444,0.28887894982908835,0.171319228341211,0.12606145198755295,984.3609850050657,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,474.92137301920803,-0.0007739704261473405,-264.91035443185314,-222.09793500884211,-465.1148010620793,0.9332520063115092,0.1290751332363785,2.6659055560621927,-0.840879924850322,37154.43586775391,63797.35728265191,0.3317422118159503,0.5263297348738278,0.06276754720727053,688.2314633846598,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,866.3710172817227,0.0015493197456661102,216.47394288350392,-719.2814931650837,231.93995774853238,0.9725285069220692,0.12908864842606385,7.470008304328441,3.3013511615314983,-70528.8092518419,299195.34535207844,0.5230550287162719,2.417727269670693,-0.2356672878367538,904.3888338597528,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
