,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
16,433.46568782551697,0.001267567070672035,441.977023692992,-25.974491322267227,283.5400984914818,0.7152256308502977,0.12907637891573923,0.7971317483958437,0.056762417764965996,1887.8541134445823,30335.637835494417,0.2792916978664549,0.2087433400597886,0.12806588972213714,452.30530793398975,True,True,True,1.2714378842621033e-05,318.4496731915111,-2.430623170008939e-06,312.185500938694,712.5191223868446,0.7131492038998886,4.648063952085448e-06,0.0038403458281745222,0.5791078987098406,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,564.9264922339983,-0.0009914111250884801,-552.1005480767676,288.4841693990138,-314.0056780015139,0.7209323343468531,0.12907655670309526,0.7818974877573112,0.5203074762981365,-72149.59919020375,64904.29979515498,0.3006550961194142,0.28219228465568386,0.04251793676551495,574.3492067339484,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,453.9243301001833,-0.00038090632848216755,252.285785885826,29.16643418798634,-158.6107983043957,0.8951495744596762,0.12907432391550477,1.3318209909237595,-0.1144410836658247,11540.064848246422,124818.53666562178,0.3445934555475881,0.31388173378663575,0.12661589261733078,506.61908613490544,True,True,True,1.0205904384139393e-05,-226.79904929181052,-1.2330381926947009e-05,-211.52494949058155,761.7087629417862,1.751716732758723,1.3480174776385577e-05,0.01318940288160589,0.5803402727973385,True,,,,,,,,,,,1.0,1.3480174776385577e-05,1.751716732758723,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,281.0663003896726,0.00014057924042817625,412.66721574334167,-77.19363404493458,37.79144950339435,0.7759469465062789,0.12907410636781255,0.2610901128366025,0.18697259696539156,-8111.350054035038,28864.191098466745,0.30735247591764564,0.09643462770338256,0.09560026889061468,507.6233242634985,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,767.61970268251,-0.0018704815617008336,759.0464381476697,-504.85315256555543,581.3039230399056,0.7440804709885911,0.12909065007008827,0.8767805827307297,0.6708561326235544,-182124.8478200072,64095.77002844057,0.3154130826330866,0.3310045011199415,0.0007666544368366279,845.3825506936976,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,323.03712150784554,-0.0005225965131707087,-573.9366212691956,14.69204909834582,-387.74100308199877,0.8260994343381014,0.12907429587812644,0.4950101391425925,0.025270662110192913,3553.5801981746627,-59490.75783092054,0.3207016429591642,0.1279643118040136,0.1287517740179714,841.3632784966551,True,True,True,1.1659700015997647e-05,-504.455891234357,-2.7104039239700048e-05,-501.91135497912524,524.481729089688,0.2124408844632626,2.827846394425209e-06,0.0005894602708115253,0.578721672684486,True,,,,,,,,,,,1.0,2.827846394425209e-06,0.2124408844632626,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,24.175246197518725,0.0006900013235511241,26.60966398378764,4.251982738443758,99.12037879724363,0.9965464634475442,0.12907403688335742,5.694903231562721,-0.1582044378013167,7880.884054421752,1442.936096213878,0.39072286223115255,1.3973584015904608,0.12797530688205927,319.348737449754,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,514.3390008406669,6.847393518054988e-05,212.58032534789004,-67.97358227303619,703.8271471349346,0.9706970014776781,0.12907410566689057,4.475215734777177,0.31942917624626765,591.4736794633709,52607.092449427364,0.39791125092522217,1.172042129735339,0.1233741012042873,858.6986813452206,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,427.25466281835884,-0.00017156968477641108,472.36131012316537,262.01045992219144,381.0947549973396,0.7149195942938819,0.12907413656602476,0.8501321812791596,-0.5544360792925664,69733.02805752304,9678.963822747555,0.25371455346756444,0.12012703210436215,0.03867661580672896,482.9764481649735,True,True,True,2.4634138661939236e-06,360.2658152864067,-2.3301799778177597e-05,357.24043776356945,650.3472181743421,0.2581394480872632,3.5124579982773636e-06,0.0010987838224970122,0.5788784813093706,True,19.166805527892755,471.5585046482354,-0.006516361054249438,471.56936762581023,160.0475069273172,0.012164905210056531,3.638222307687685e-05,0.007726948039803136,0.5822541376773174,True,3.0,6.26254973408628e-05,0.08216363818559103,noneSNR,,,,,,,,,,,,,,,,,,67.20635986274806,471.4963917221637,61.30993962186469,471.51732894305223,157.52836473327002,0.08216363818559103,6.26254973408628e-05,0.006797920972887652,0.5837754630909474,True
25,381.62882435552206,-0.0006103509425979634,386.28137713032663,183.85035313162018,-57.17356258455675,0.7249346854627942,0.12907449550042022,0.46235867320968127,-0.47511503308085695,43395.00432323023,91100.431449976,0.2606248444973447,0.036403829455610826,0.007018661069770046,406.5354369347473,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,759.4842081367037,0.000328060975203059,-200.53735189006602,29.7296813377676,-765.5669920194135,0.9756808696588631,0.12907459423221385,9.024540454355014,0.15197885663594732,4917.804979216611,209512.19667672546,0.3933595212425838,2.281464923028078,0.12843473968834,892.6282925614194,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,117.6692700246347,-0.0002900532162973578,105.5068902265325,54.6806360687732,-54.11563940472843,0.9867330384582371,0.12907409479030385,1.0709809999696742,-0.5182861354098965,10708.233947833325,17630.806539170866,0.37085379596140594,0.18136422742410246,0.06636978020261933,641.246489038008,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,296.3375130169834,-0.0001882261152662561,-772.1225888604039,443.19354039984614,-237.9985479652662,0.7219494412785438,0.12907411713165862,0.21317947525617123,0.5739222919007925,-163297.41732839867,-56674.311103564156,0.3032547182477062,0.14894858413084155,-0.2572046237565583,805.6027848110693,True,True,True,-1.592515840554972e-05,-713.2121289942106,5.045368949000266e-05,-710.9695666091588,562.358751075426,0.00012472045807498944,1.2069312185704712e-06,0.00118218449430347,0.5782465786821038,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,208.3184235097104,0.0002959953682983851,-309.80949297299816,256.27135530314,1.905001302411506,0.8354765534666786,0.12907411609498712,0.092395223979959,0.8272978155247591,-31868.726210538844,9461.722259431086,0.358014550121242,0.16098177524911628,-1.7228118529256977,471.02143097574753,True,True,True,-1.3520018553259694e-05,-284.97980204128913,-1.575364415104807e-05,-284.82404225026426,331.79194725460536,0.014309972686362471,8.495898660242131e-08,0.006090395182153865,0.5775882103105929,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
