,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,324.987415317076,-0.002311777499073328,294.98392495003145,-352.3118686720659,342.8279951184502,0.8300195730260467,0.12907806228602994,0.97998547121426,1.1972064673065588,-44014.57412261962,-15768.010377787963,0.37115723876111695,0.4445307790213248,-0.23656596190156917,438.99478223468566,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,699.731986246538,-0.0002359526857429385,-563.9826182778713,-409.8707721505367,-505.35209772805655,0.858760036040937,0.12907431371186237,1.2523095395605308,-0.7275490561902132,123275.66845353397,113295.89253907594,0.30309129463534035,0.1918192088584305,0.023404027644045367,945.2508633620951,True,True,True,-2.0399410895928646e-06,-401.6152588487714,-1.0455540226410231e-05,-389.3424848876538,909.2823822326656,0.5744474268485646,1.2547644598378598e-05,0.0076046003404984155,0.5802352634596966,True,,,,,,,,,,,,,,,,,,,,,
2,178.07155441892567,-0.00023108875608458018,517.5945954117826,-12.427754223784973,48.04184741398785,0.8451127086517316,0.12907410311587092,0.10423127199759089,0.02403972231087092,4611.386928194392,3058.6741038140676,0.32859406114746526,0.030064438384542876,0.12768798300597448,818.2481327849077,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,206.29449807771795,-0.00038830077463099504,208.41944662086655,-268.4615211584988,11.536697421188705,0.9052980070844505,0.12907412950947664,0.06818437715114949,1.288286516346643,-20148.12192628414,563.5379106890759,0.40760827192236143,0.23176051367889453,-5.956198690836986,444.1900100938044,True,True,True,26.072315540539773,200.07760853798138,6.792337571427227e-05,199.84639311974357,153.80403549142108,0.09723161372536993,7.593153972968278e-05,0.016662204711732666,0.5844211438614959,True,1.0,7.593153972968278e-05,0.09723161372536993,h-SNR,,,,,,,,,,,,,,,,,
4,375.61214206680927,0.0009276219425117712,-396.84066474247857,561.7655562973241,-207.27028410821254,0.8596631070468903,0.12907498639173542,0.5728728411983995,1.4167856827649756,-103548.12378329263,8000.271711194429,0.3928268762941968,0.37934915742709585,-0.7468967504987591,667.7922757762362,True,True,True,-9.840684131161926e-08,-284.96864929007006,2.1231614365677466e-05,-273.6369424528685,787.7215629465998,2.784635038751503,2.459314284599915e-06,0.017523432678350492,0.5786292948705557,True,1.0,2.459314284599915e-06,2.784635038751503,s-SNR,,,,,,,,,,,,,,,,,
5,364.54818501177135,0.0004233451176849597,131.3863737848053,87.57391753895376,214.64001390489648,0.9527743880719239,0.12907426937615737,5.2512177289013,-0.6680717696156846,13563.529904805473,62401.23287949199,0.348147051507626,1.2014591372893775,0.10782586984298781,412.21668688260536,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,553.9458870150405,-0.00030230629462439814,183.5308696780935,235.2178899714835,590.392653220661,0.9698082064879271,0.12907431556972304,6.739987381811735,-1.2796774658025276,29441.452040325992,118730.67523913036,0.3308507346313322,1.4717172678191792,0.06833331103528306,729.8582976489654,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,566.6411834095686,-0.00022837750320601214,369.0988617150375,-35.857495142562584,130.69822468891266,0.8868364502289352,0.1290742274476166,1.344666358947245,0.09791636628217602,1258.5690136542808,134971.93420963798,0.34973816659464046,0.3524859841171739,0.12729170074087806,708.3792495499589,True,True,True,1.9221180061490265e-05,221.16175642092796,6.071642017430545e-06,204.73454124925007,763.7612154012218,2.9653448959232946,1.4624955474416613e-05,0.013877596203788492,0.5804643084205232,True,1.0,1.4624955474416613e-05,2.9653448959232946,s-SNR,,,,,,,,,,,,,,,,,
8,343.20612070297835,-0.0021698182100696652,-232.02416013175298,87.75024499406737,-139.2563496027934,0.8570585403769917,0.12907806291305524,1.2876217430535115,0.3743146325750861,-2460.52880536285,36890.96464259417,0.34827429180085123,0.38429120785922555,0.10187452955481205,385.96843843103966,True,True,True,7.980999741717764e-06,-121.76839420280581,2.596249434176101e-05,-116.80570263735979,522.7320247042124,0.5250768078350347,3.821681940572632e-06,0.005171611662130557,0.5789442403994637,True,1.0,3.821681940572632e-06,0.5250768078350347,noneSNR,,,,,,,,,,,,,,,,,
9,80.86248589823276,-0.00010378659427600135,-107.13534115134144,139.61037423399625,-426.1831987956474,0.9934500648004905,0.12907409523113217,0.5534088084087747,1.3031574135155823,345.3571561468034,-39306.18018787529,0.4500725129038169,0.3555451043547907,-0.6380889940606429,931.4458605572204,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
