,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,eta_BAU,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
0,113.20890177107931,0.03398885563893358,-170.02792006664518,52.06543696230709,-101.38255755436373,0.9683780951283316,0.12904712620017092,0.3593422479983434,0.3039199244311305,3362.626889630424,-6919.0804771282055,0.3961274089778869,0.1404888827381076,0.06478574239354858,659.9589510972335,True,False,True,142.24005817220092,-152.53882990403062,-1.2987456608268288e-05,-22.769300414029445,141.7670727360069,27.67792691496285,0.0026916883269421906,0.374417789403085,0.6181329327758497,True,1.0,0.0026916883269421906,27.67792691496285,hs-SNR,,,,,,,,,,,0.5695805752193186,0.06511603963558951,0,126.82386741208951,0.06511587544200136,-0.03566831594931784,-24.51519686032149,-149.51647994508923,Deflagration,0.00240841758350599,0.5695805752193186,0.5352167235050227,0.585119777858156,1.0281895984009617,True,148.49676529761715,6.0526237893886385,0.17179687193788826,,,,,,,,,,
1,271.6707675554764,-0.006515906328611361,-71.03101391825089,180.33296367366367,-514.7584023510308,0.9956668342746996,0.1290944637943802,3.3121843943367497,2.5171232457717223,1365.7084045794302,-20509.21679254521,0.501766960268406,1.2475666395461409,-0.349132944471118,760.5283107823343,True,False,True,122.30201756708223,-63.86820710977102,-4.6545800879812315e-06,-28.435467729515572,141.29533423659709,18.311841497583217,0.001978682647828409,0.1996131565192227,0.612511877455584,True,1.0,0.001978682647828409,18.311841497583217,hs-SNR,,,,,,,,,,,0.42618784853525044,0.08343020939189708,0,118.86546003359186,0.08342994781819056,-0.055455830146630414,-28.564852459639475,-63.54532154432136,Deflagration,0.001957634864211642,0.42618784853525044,0.42172212884563787,0.5773500213247994,1.002677161255884,True,142.9098773639212,9.980492957812512,0.06039004107807855,,,,,,,,,,
2,115.39695050204016,0.029380562631071912,-185.19730873901062,49.05955631642023,-102.43172449724804,0.964303198163086,0.12905750242194095,0.3536650132903679,0.2634030587277043,3254.1551782825622,-6885.559099727946,0.3924755250669241,0.13231676311054272,0.08001308981407952,674.4183251939003,True,False,True,134.08465898255886,-167.97935655174797,-2.8370019797971145e-06,-24.89373752885334,144.62433354938585,33.75262050495668,0.0023924870281890713,0.4041510326446652,0.6158857114437455,True,1.0,0.0023924870281890713,33.75262050495668,hs-SNR,,,,,,,,,,,0.6066982328886327,0.07339521886677301,0,95.03044768157538,0.07339487316240423,-0.3537537044343805,-29.332064901447193,-161.8502306411902,Hybrid,0.0019072717165894493,0.5773502691896258,0.540609906416298,0.6088228125877495,1.0583012370682106,True,153.9003236292352,5.397975327466842,0.031031848312350195,,,,,,,,,,
3,115.21561840632464,-0.05571119592082152,-183.93290805653487,50.93282140776709,-154.41820238994592,0.9604011300606162,0.12901340796820882,0.4920325968739993,0.2798229784900477,3185.243137485563,-11668.1885140027,0.3912600593220271,0.16964531230017446,0.0892290015139891,634.0131000519538,True,False,True,176.68821860330053,-171.7620594648069,-6.417481630997549e-06,-11.801885060698517,128.61532788030078,32.32542270852275,0.005472736571002721,0.4897497400959831,0.6345278254294721,True,1.0,0.005472736571002721,32.32542270852275,hs-SNR,,,,,,,,,,,0.6016103423279322,0.061972037840275856,0,154.83196533480884,0.061971966019493785,0.32623430798704667,-14.08076403484352,-167.9220817206795,Hybrid,0.004200243927880371,0.5773502691896258,0.5220744313146259,0.6097283868662806,1.068380251152105,True,139.87612835428314,4.680347141688225,0.4068606148019264,,,,,,,,,,
4,110.52525521844562,0.03099873345515847,-181.74243364148475,52.28450595842504,-113.59818315884621,0.9648736367782064,0.12904690355035273,0.3655099763496015,0.28530873957038205,3031.7108065036537,-8644.708469525542,0.3936580815734197,0.13892895068246405,0.07337053208150537,667.4870938395277,True,False,True,168.20757144538976,-167.52448039516753,-1.539602220693758e-05,-14.881622379473619,132.24859078213237,32.04938023166534,0.00458853976421825,0.4607180631266594,0.6299581604389837,True,1.0,0.00458853976421825,32.04938023166534,hs-SNR,,,,,,,,,,,0.5937211466820792,0.05911023080151746,0,146.83638051293286,0.059110149592087054,0.18388067020831395,-17.181471843421104,-163.19533889208458,Hybrid,0.0036660022522049993,0.5773502691896258,0.5258499183102189,0.6030743911594143,1.0577192121806533,True,142.28595303433653,5.108304433665884,0.3520065432078261,,,,,,,,,,
5,371.1760637530692,-0.003090452640944148,-72.08752221438367,327.6817948204276,-395.6832302035325,0.9976289255968463,0.12908371744130015,2.7450113322215404,4.524345095429717,-4041.8009911363697,-14903.561951402606,0.5863735879058446,1.4403103489603382,-1.735179856105843,1044.9587115816728,True,False,True,143.49782697595498,-69.832151065288,3.517114720403892e-05,-40.11627300232628,133.44508124164878,44.30952560887938,0.0033950353483059147,0.24440792211707024,0.6229311312593042,True,1.0,0.0033950353483059147,44.30952560887938,hs-SNR,,,,,,,,,,,0.4452920398986926,0.06142495514277675,0,138.10730224530542,0.06142476375573641,-0.34303683033690874,-40.216994405284794,-69.62754853246508,Deflagration,0.00332285994407064,0.4452920398986926,0.436669937855503,0.5773504792432036,1.005386519896885,True,135.90596222943998,8.21516366508969,0.0580730138823392,,,,,,,,,,
6,375.9651747424661,-0.002747523370971895,-74.92581006976134,275.1017391738347,-351.15830614535554,0.996627102793511,0.12908192346421368,5.021665294798674,3.652932725054318,-2534.434623744124,1312.7650533723206,0.5495643693604272,1.8642384445420548,-0.5352354249856169,909.9428286425799,True,False,True,106.66526469766222,-68.09529464679474,6.754375395589587e-05,-52.65036417208455,144.487541154269,6.290191910897249,0.0016260113055624748,0.1309693311759234,0.6093238983423613,True,1.0,0.0016260113055624748,6.290191910897249,hs-SNR,,,,,,,,,,,0.2986854691254753,0.10573942225832511,0,104.52099049842812,0.10573893243982724,0.031111238699178177,-52.640377318257165,-67.98044092915222,Deflagration,0.0016209171883231639,0.2986854691254753,0.2968810302471752,0.5773502446658386,1.0007848246557012,True,145.21803144640302,13.776268662234902,0.02120526386410005,,,,,,,,,,
7,125.108473627036,-0.050229223989144256,-163.94796221148462,51.14555656388935,-143.82913994309797,0.9724876317415456,0.12907419215265592,0.5539264963558702,0.3119563944149364,3631.077818009992,-8691.714516543094,0.3984698095615971,0.1904743564914569,0.08515284489061498,684.4141459341265,True,False,True,125.31222302878164,-145.63109352874966,4.3485326839816435e-06,-26.77829411016436,146.70324405682737,26.79887277602677,0.0019455100254555887,0.34406477691467435,0.6122256679036405,True,1.0,0.0019455100254555887,26.79887277602677,hs-SNR,,,,,,,,,,,0.5736414514731323,0.06890460581631042,0,106.70710161548051,0.06890430843398644,-0.2985251610282252,-29.04669675722615,-142.40371369073347,Deflagration,0.0017535560656498823,0.5736414514731323,0.5419741539448736,0.5854975608226433,1.0263093732056412,True,152.78270171648037,6.287687486289255,0.01409374157025191,,,,,,,,,,
8,383.59663658342436,-0.0062089482414673,-66.29204451063602,306.94861742092644,-154.57964546692787,0.9968100438481534,0.12911591242023793,1.940862046873628,4.580224046384358,-2457.7558522784493,-3234.1120904910786,0.5883096726006835,1.2485861861158,-2.5730921539477367,827.9671106019237,True,False,True,144.64733488214554,-63.514699795105656,-6.124548301872475e-06,-36.20999918429161,133.0677470155483,30.666861601846207,0.0035359101741072423,0.2417688856026588,0.623824826878616,True,1.0,0.0035359101741072423,30.666861601846207,hs-SNR,,,,,,,,,,,0.4374874909764708,0.061371940074438594,0,139.44960955859304,0.06137175749448471,-0.30342128170080956,-36.24621397196148,-63.29523059971954,Deflagration,0.003463379594769531,0.4374874909764708,0.428999217925865,0.5773497586272147,1.0051949948136747,True,135.44343227465365,8.216952636974591,0.07494137871789251,,,,,,,,,,
9,438.02668004755117,-0.002192271137619761,-67.26942879025152,322.8332174656241,-365.35877184500185,0.990849608234632,0.12908108216957204,7.844600415099614,4.775781368840988,-3087.0028885283064,10213.773088644695,0.5934786498999184,2.7571136652484016,-0.5977911125908759,493.8401669219549,True,False,True,119.83500187766607,-62.59065409595493,4.9423431095398546e-05,-45.683141322560644,142.89977788557033,13.080769551448839,0.002111417563417888,0.16430212160506336,0.6136321526073744,True,1.0,0.002111417563417888,13.080769551448839,hs-SNR,,,,,,,,,,,0.3525102826782152,0.08224684908475995,0,117.10618875986586,0.0822465313689791,-0.0784157786169693,-45.69118504276024,-62.46323853731275,Deflagration,0.0020983308588028915,0.3525102826782152,0.34942037598276465,0.5773507289986282,1.0015554947734708,True,144.13869516966642,11.141097575275069,0.05799250424732667,,,,,,,,,,
10,414.949434970599,-0.002793984232664957,-66.61904575058348,276.27623733117747,-401.81182873554917,0.9974269787122424,0.12908417587945814,8.253861651158807,4.120440491791748,-1437.436439223855,9054.965917514462,0.5694437348088869,2.750205494754993,-0.3851608697717912,926.8775712303732,True,False,True,101.80774531849279,-60.18099907742129,1.0534315922109661e-05,-47.34997263105091,146.66346143368608,5.898597590913255,0.0014419186170145112,0.11973987813141328,0.607512298193136,True,1.0,0.0014419186170145112,5.898597590913255,hs-SNR,,,,,,,,,,,0.2855866027817917,0.11213559492072193,0,99.8631960680507,0.11213501093209273,0.04875293734424388,-47.34758529277883,-60.09164503695321,Deflagration,0.0014383093642716706,0.2855866027817917,0.28408934348233067,0.5773502788337567,1.0006273824257472,True,147.3098372978494,14.861557942437058,0.013743865430862263,,,,,,,,,,
11,458.8110370807021,-0.002005381837605657,-71.58870330725894,366.67224449564657,-342.85827650401785,0.9892837503696176,0.1290805601738864,7.787418112995597,5.099757798862309,-5357.4620607264505,14693.347367577373,0.6062022549712935,2.7968141613926183,-0.705840887143028,485.06014608097985,True,False,True,119.8424533620368,-67.2347237227778,2.8355351783823317e-06,-52.02421459410774,142.74969194726245,12.217650889997651,0.0021186269685448487,0.1608846529327647,0.6136919042582397,True,1.0,0.0021186269685448487,12.217650889997651,hs-SNR,,,,,,,,,,,0.34144602915584654,0.08423746308877367,0,117.18407048639484,0.08423712769123333,-0.06373572897891565,-52.030881121808775,-67.12363750466183,Deflagration,0.0021066028939897203,0.34144602915584654,0.3385212402215575,0.5773495676282732,1.0014238566887703,True,143.94571435310937,11.449506619418909,0.05511112715859888,,,,,,,,,,
