,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,153.08057041676992,0.013871773952840144,193.92216327150982,-12.913251982920997,444.61075754516196,0.951420835180064,0.12908645417695228,1.4310807564477936,0.06432791799456744,6529.888955323063,-32471.488997254964,0.378025440320676,0.36849150877770964,0.12836355978142786,599.2383702432194,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,208.19149689014228,-0.002790230382841874,-359.444333239666,241.21330296671215,-23.88374128386522,0.8405085064239471,0.12907587470055712,0.12225214139906425,0.6701995169559746,-35583.92755888622,7183.663412571603,0.3535780364782746,0.14226295484242849,-0.7894507608816718,557.6170920631669,True,False,True,-6.288044932770866e-06,-332.1138549544016,-5.2439357015957424e-05,-331.8827077251209,343.58084953411435,0.003903776497736544,1.4872561194652435e-07,0.004655856975503196,0.577665064888842,True,1.0,1.4872561194652435e-07,0.003903776497736544,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,469.0545000149194,-0.00011998221793733943,422.7810922524249,-123.1995001412522,308.2830671357146,0.7631746954990726,0.12907412030844764,0.9553245247242433,0.291638147289154,-18198.40080031431,40429.27303572507,0.3067990354992076,0.2874374890625865,0.10681655056302501,499.3186574480723,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,254.08333701318983,0.0022431949843372684,-296.7149561737241,-101.14663204186024,-28.977228838571477,0.8794170814705992,0.12907612620997627,0.47414624043065956,-0.33938630852589335,22895.850140735707,33191.26513855276,0.32824204962405273,0.06197217535334933,0.06834430098754389,548.125307547481,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,116.84366480991731,-0.04758844538551328,-361.4850939041112,-129.75570235134262,-346.9021533473133,0.8935310814349344,0.12903685460932612,0.5737126088411988,-0.35788655336708197,31343.467362335698,-50399.8029821689,0.3337074178656823,0.08378039331578604,0.07322372487017219,719.3701567237551,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,137.08312061386556,-0.008220091511264765,-91.67768362977267,-89.02155197450352,-10.195372885212578,0.9491967639793639,0.1290758485395468,2.9242465821206522,-0.9721725538536125,11899.6931443852,23608.309318869316,0.3337758406251738,0.569032886554561,0.0482755938478872,276.53260927595977,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,335.95135703912723,-0.0030288318666483738,-275.6865792369796,330.74610349688265,-129.56126773849542,0.8396110057243915,0.129081452685373,0.738263491096751,1.1953796644617278,-37931.7878060794,20260.526216143728,0.37508635450738304,0.3837958168511424,-0.354801523867428,426.13133017609954,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,612.2386267580954,0.0007021943777911349,-268.8375810456679,747.0804795434956,-339.56693621282113,0.9637925319500458,0.12907555697620862,2.642060658616693,2.7827394106037033,-92460.10624273767,99778.49125288185,0.49721074700267215,1.1243050664214571,-0.603651623422953,971.6875890636611,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,381.3615838173848,-0.00035653793343919105,372.9096102050229,14.873531571428828,67.60479694091941,0.7745902284626761,0.12907423213598013,0.6179130456940416,-0.039381059737850124,10632.049016941108,60732.7599549639,0.29739522599845497,0.14791475146720204,0.1284467701181107,456.7096387088284,True,False,True,1.1565365017306457e-05,281.5299664472181,-0.00023503539675783273,277.5348497548591,602.7193175561822,0.09204971187944011,4.198955282482478e-06,0.0013542999090655134,0.5790209551029248,True,1.0,4.198955282482478e-06,0.09204971187944011,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,399.9673946502643,0.0039339156354019494,-134.27034211451576,-123.85302036893381,584.8166971493448,0.9785796778030733,0.1290925201945201,3.0341913887772947,-0.9052402599716136,16294.585011081468,133746.06088804652,0.3507339442961447,0.6076744705323881,0.06157371342902987,638.2436702810875,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,123.32522013013107,-0.03952176942872672,-157.95157805889497,-99.58366316508983,-384.66439726920964,0.9314233331948417,0.12906845045120274,1.9054283177793447,-0.6300244851207802,15693.662337042018,-13206.897951847306,0.33967204332925965,0.37135299859137283,0.07698949684429117,404.24453698626155,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,365.9785811816854,0.000692068865443346,212.23785622473167,-112.18095779894941,9.398977023313932,0.9632808536587198,0.12907456339971105,1.3310697296278244,0.5269956947144163,-4116.027422845611,57915.6107642773,0.4029744183147344,0.42060004819269214,0.0769126713391832,761.4445364911885,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,683.3339960127926,-0.0022240601162570595,632.8677029477933,-301.60794657757003,731.4258078732412,0.7620750068497968,0.1290925100978549,1.1427541404562727,0.4830152550451606,-86324.05378815047,-5002.9016950196965,0.31436295160416544,0.3661910776215949,0.07805271764670062,744.8664669269056,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,465.6327202362622,0.001705406312808161,636.9413692434746,-644.8281151716594,752.7420672651226,0.7958874844719639,0.12907892223135836,0.8203015233978458,1.0101944810946897,-197978.58061457306,-146727.20842280274,0.34949160172481236,0.3734411276985764,-0.18193259625488456,837.2916362765604,True,False,True,1.8523199874003354e-05,485.52869721867876,-8.2292173541222e-06,468.50129884937996,839.2778993767341,5.029193819474699,5.805161383489099e-06,0.019236081589000625,0.5793141736449087,True,1.0,5.805161383489099e-06,5.029193819474699,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,332.55646502756304,0.005440267874521315,-452.9092040128263,242.33428550929068,-370.25673583988254,0.8626247513356209,0.12909727576183655,0.638793946982623,0.5396937509715211,-46577.45750123098,-36518.568959986755,0.35756772482101895,0.24964744524090926,0.015105375003565319,772.3535215779898,True,False,True,-9.934024967057932e-06,-373.21623582298525,-7.046314789976139e-05,-368.7899557225468,542.2544153555964,0.019132196870373264,3.7516611790929296e-06,0.003429779269477504,0.5789295906904682,True,1.0,3.7516611790929296e-06,0.019132196870373264,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,404.18457226112866,-0.0026433947470781566,408.31351304772704,-325.0665043547792,167.4208963058884,0.8283092076498475,0.1290826103485757,0.6225895626428787,0.8000041591971138,-58216.459541761185,35555.59257515573,0.3539003295889573,0.28898141719357195,-0.12791119951223656,603.6537688710397,True,False,True,5.93728786916843e-06,302.0027744434658,2.283384694890355e-06,292.902343517541,714.5638123502691,0.6966807445866152,4.656847645740195e-06,0.010405055079099102,0.5791095561283096,True,1.0,4.656847645740195e-06,0.6966807445866152,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
