,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2
8,168.42868442260448,-0.010065894254911958,341.52124126713136,-216.25520173221935,142.28511404489382,0.8133605400005015,0.12908472756249229,0.24764679734789252,0.6347343215010887,-29014.66965159763,-19662.518799399393,0.34087995109667857,0.16770075292048792,-0.27763127200429555,477.4819997106881,True,False,True,-6.417071988030228e-05,153.48939495825874,1.4188807532756097e-06,222.44051491679465,347.32064271368546,4.291514108320712,2.1475482781216287e-05,0.06268670107017922,0.58112162992616,True,1.0,2.1475482781216287e-05,4.291514108320712,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,130.39356799419193,-0.08015445666080995,-267.5577807360129,123.86949057512982,-56.38372207053021,0.9017681105488039,0.12914575163354408,0.12606004190294676,0.4613218238155371,-8801.787587614152,-6111.3774861737165,0.3715925316885195,0.10840198111165955,-0.2929107182753372,558.2226177853174,True,False,True,26.456561282062985,-239.44242109600856,0.0003169148389857631,-237.9493017920169,157.90878065817725,0.11375812033213606,7.031063113768191e-05,0.01699533290004736,0.5841559988162762,True,1.0,7.031063113768191e-05,0.11375812033213606,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,149.93275803058486,-0.009406059465250638,-251.21210574995638,-91.12784801776365,-90.69927206725481,0.9310882867102922,0.12907908218637396,0.4457313804946743,-0.3637916292325987,19237.48073913768,5312.758143608065,0.3506143878661824,0.05080090691823546,0.05485032284210682,641.1857156322978,True,False,True,6.780179645785072e-05,-109.05590627342312,-1.290724577045211e-06,-107.61041003580318,430.3925365407367,0.002603440238146959,1.7150112959292268e-07,0.0005777697764011325,0.5776883033965595,True,1.0,1.7150112959292268e-07,0.002603440238146959,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,443.4359847632451,0.0023782751499603905,538.3819549440557,-37.34023648339473,532.9304686810692,0.7234369427379834,0.1290825404051527,0.8305055660740527,0.06610903541460278,-2698.0221079531075,-46292.26796848838,0.2826375477864484,0.21864456408761362,0.12776695483234649,564.1523413263446,True,False,True,-1.0596756581735228e-05,411.6037395667822,0.00014820809819914536,404.8111837831704,721.7578379179032,0.7196944153023423,5.001622289788943e-06,0.0046299252813104454,0.5791734172553705,True,1.0,5.001622289788943e-06,0.7196944153023423,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,143.6029856361156,-0.02039004134451039,329.9242982831697,64.93962337917742,143.5045792704782,0.8393745111547922,0.1290911530434817,0.3395994293845123,-0.19558356413784192,18605.307980932004,-10342.401957497073,0.31703513575549425,0.05230259665648776,0.10093082115615296,509.4807336703551,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,360.0815889758857,0.003874800007575646,-182.93184061065028,-197.73849870254935,5.630049829705399,0.9785576253142639,0.12908821614776866,2.411354805465091,-1.0711320605697328,26075.064593760257,82020.91023557124,0.34380884397739514,0.4243166912713172,0.010138083987616564,869.0903295868943,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,506.56978398486626,0.002807029335085212,-179.28688255884362,240.36790445723852,-349.19231375575976,0.9443065825292632,0.1290897578314946,4.333405186636094,1.3560124112600518,-13476.42232150416,77150.86665344762,0.42847560841568366,1.3093533652023654,0.023008651848033163,514.4903407956791,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,823.9709113410034,0.0029263015032486156,-415.8737808519319,428.840809656107,-784.9791471500992,0.9226940319272318,0.12912094803389865,2.816180347208573,1.0501369695250258,-79705.93458963171,161183.49282217558,0.40565873213110176,0.8790679150563142,0.031223484199924073,995.3083594209154,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,584.3248648833705,0.0011651967881384506,-478.6080968667418,-127.59433147441939,-400.51774093254016,0.8353969696504517,0.12907774465014965,1.181333249888008,-0.26337303659675293,38726.789504058026,79009.54280153832,0.31253850193757643,0.2514378063725432,0.11439828049116435,727.4263333271053,True,False,True,1.369916082470441e-05,-327.8765555874491,-6.452370195236596e-05,-316.27136120552296,824.7745686505243,1.632008223906496,1.0107454767785043e-05,0.008961466138219402,0.5799402513285473,True,1.0,1.0107454767785043e-05,1.632008223906496,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,131.17079380106213,0.023839653741397182,-187.17077589750068,100.44178346842557,-92.09344436374442,0.8886454203491078,0.12908139992607415,0.25944578632531096,0.5374376084992403,-1561.5709506301919,-8123.640383336027,0.36885808633944284,0.15443438133120113,-0.14924185511728993,362.69142798508824,True,False,True,195.590482149751,-177.72078586817537,3.245226526411536e-06,-11.561851459041668,117.15254130826115,151.79075619395724,0.00995724952213173,0.6264057581527274,0.6529300197624064,True,1.0,0.00995724952213173,151.79075619395724,hs-SNR,,,,,,,,,,,0.6500429491124098,0.10430431662843465,0.0,165.07308438237104,0.1043042721369756,-0.13823630616180096,-15.713387238710862,-172.3174490917163,Detonation,0.0061069631857015765,0.5773502691896258,0.5101364929315422,0.6506118202735399,1.1300002045742135,False,138.58032262077438,4.073171920814214,,,,,,,,,,
