,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT,h_low_2,s_low_2,h_high_2,s_high_2,Tnuc_2,dT_2,alpha_2,vwf_2,xi_J_2,v_calculable_2,h_low_3,s_low_3,h_high_3,s_high_3,Tnuc_3,dT_3,alpha_3,vwf_3,xi_J_3,v_calculable_3
0,717.2725140708197,-0.0044976605662675195,-696.4550908614726,47.625766291856394,-142.54389485571744,0.8093496067263952,0.1291573335242839,0.6305257955771347,0.05529869808128215,-11929.099666635257,206164.37049685518,0.31514595757131486,0.16684789857449736,0.1279448747989887,959.7302405620217,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,265.71483264376695,0.0020396252515605118,134.8546519398276,133.51044541516387,122.0345826173401,0.9747883395478308,0.12907598192896855,3.2186196122336233,-0.9934082970374909,16795.42205451877,41973.847196421746,0.3452005372296033,0.6390868535521573,0.05242355297526585,589.1355854225121,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,125.48207754276814,0.08400289138016506,-307.8256901877508,-92.53458059781576,-149.03198981171354,0.7287297972340138,0.1290798011665653,0.373227081837834,-0.3004986928940037,22071.495435456054,-10506.840306109832,0.26928238296895773,0.04322365497712454,0.06859419546885258,327.5720094739153,True,False,True,-7.581573774408165e-07,-199.17820058080653,-3.834859087082741e-06,-187.1820111307204,363.3964510345931,0.3905417885208067,6.215917089291179e-06,0.018429525781369943,0.5793823454148548,True,1.0,6.215917089291179e-06,0.3905417885208067,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,296.6288468777396,0.00649948422772835,-226.11440872739718,372.92876332183823,-470.1680458282795,0.9740619509328327,0.12909930361599364,1.4112882815711068,1.6577380489520381,-34121.09658706213,-33899.843532556646,0.4553227234901776,0.6291117452181163,-0.35770687815928687,973.342696240669,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,859.7160089964117,-0.0008182784116444325,-217.48681085613225,-304.9745081925488,905.4232871934039,0.9748772623055081,0.12907809192554004,6.180612824964821,-1.413322651594893,40726.48628330117,488928.7040763953,0.3277485031984636,1.3095994309753898,0.048281859655377235,951.8737040536046,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,145.81149797628555,-0.0018206303933101103,213.4252955145251,-142.68280735241194,109.91250794704933,0.8553204819908946,0.12907424952676083,0.2684673989781121,0.6687319711225717,-7397.867037993696,-11223.428933910138,0.35979572053384845,0.17857217826495664,-0.28736593176126585,352.339851769587,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,277.10064604307183,-0.0019299884355128,89.30598002699844,-57.890633540425256,454.3655337228306,0.994305385496606,0.12907597452989503,6.1259733335764865,0.6535944617318492,5260.278442295536,8443.140418537663,0.4234333716560733,1.6404257436827632,0.11164259304318748,833.2442712243853,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,742.7588452076516,0.0030170254916127848,-774.9943101315114,334.22259615394796,-5.440766196241725,0.7258750787829665,0.12911434459937782,0.45189604285576807,0.43973410203994395,-119138.70818948274,267456.3956853774,0.2991045659629745,0.18626302772059933,0.02213947529376596,817.864695237268,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,179.51351025234268,0.0020447619795799232,61.99314054733395,72.02089164362462,-181.82566122115963,0.9948016761788858,0.12907466778272042,7.306855585267419,-1.1639767288097458,10051.921686770158,39285.97231356974,0.3479473791684445,1.6327177748485637,0.08271950825478473,605.6177834617187,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,450.6361137054524,-0.004563267857837519,-394.42902063890153,242.5223496020285,-132.12627757993403,0.8937850324813045,0.1291062897677442,0.7602429567325211,0.6060621631810594,-40688.3134330008,65892.86734467333,0.37402013800039474,0.29107109971330686,0.008318802561553082,786.0383559517543,True,False,True,2.2444107204441315e-06,-285.4670024588247,-1.3927294793662335e-05,-274.49640330855163,713.8553572601397,1.6628021733337164,7.636047798280807e-06,0.01231287893060776,0.5796021138805105,True,1.0,7.636047798280807e-06,1.6628021733337164,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
