,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,134.55218662216777,0.07123552591438992,113.0763172558901,-24.038432965277707,193.52370257611722,0.9898108689612153,0.12917676028388383,1.3112482215583348,0.2063207412644358,6430.8341658549725,-5306.875553736134,0.4026179486851426,0.362198845600323,0.12106078201675669,786.0486042784646,True,False,True,24.48289407814048,78.70754585886061,2.521112814655817e-05,78.07043015294353,159.4052836573015,0.057285278793472116,5.9463310585429e-05,0.014170627247720807,0.5836120522402962,True,1.0,5.9463310585429e-05,0.057285278793472116,h-SNR,,,,,,,,,,,,,,,,,
1,235.56415593097825,-0.009404034345531914,-348.8147640105638,-233.08448734465946,-618.7684722687136,0.912855954944241,0.12910316042636857,1.1982008870445104,-0.6725812455506021,48211.76113766284,-70180.61423524446,0.3293553421799433,0.18745334750269393,0.034718834567996265,779.8967677940084,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,847.422395155447,0.003952514661929807,814.8551154191528,-408.26876769606696,871.5854628486084,0.7362234131220271,0.12916462152598682,1.0641328522068951,0.4871924491543385,-163105.47337731064,-4062.9631411307255,0.3048897065637628,0.3472319545774469,0.07340173392676663,886.4803114516444,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,339.4239299127274,0.002196236331007101,-195.7446693587559,-126.23957830853817,254.28729288098907,0.9074209367498782,0.12907805737046532,1.108916861682277,-0.6403824077786268,20266.280329880043,92402.12383305038,0.3282110993862067,0.17049881412413148,0.03662531308397597,422.68717964938503,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,189.98870233757492,0.00228745334562426,161.52412545841486,-33.51067569894195,69.88407237897792,0.9463994200047445,0.1290749786176755,0.7875775144275825,0.20628925426080552,5102.072729022487,9224.320341556333,0.38155232236144404,0.23127592098369654,0.11556670303720494,473.2723538882588,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,645.8576159028917,0.003083032638224431,-610.5050902225101,-41.58171907873566,-752.5948028102155,0.8069679568795697,0.12910557480039705,1.1787183012952027,-0.05987529409788043,22053.259291059927,-19885.657445009056,0.3093587862491271,0.28470035964082063,0.12834520422683246,834.1720805441555,True,False,True,-1.022817653091157e-06,-429.28572244779775,-6.033940338590548e-05,-413.6313821035493,966.56051971443,2.8994959360009034,9.477999346467406e-06,0.011821404712165032,0.5798584868913903,True,1.0,9.477999346467406e-06,2.8994959360009034,s-SNR,,,,,,,,,,,,,,,,,
6,585.5298824832689,0.001119508513065054,572.4462384966391,354.602886088828,562.3441601566931,0.8409358954064781,0.12907747870412284,1.0429379916385078,-0.6220509077074111,108893.65585066905,19774.678893412187,0.2999147284887699,0.15705934662505844,0.036323322924520715,889.5946681807511,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,465.3092872209502,-0.0036349785026217607,-175.5677639143894,325.74645560505155,0.8428230068211633,0.9477600301985493,0.12909598879678366,2.5974926114364436,1.8384971916068964,-21030.54051143135,79701.25154497307,0.45021579467124473,0.9557893514602602,-0.1962246597263729,521.6437205632835,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,338.9070800781956,0.0017494831850165121,-239.84058271742822,212.60378948389018,-28.105808404929007,0.9324632027995831,0.12907660082662098,0.8234299110315659,0.8893773097108073,-17587.06076794441,40714.74568773586,0.40346907637381846,0.3540870293763594,-0.11107498597859494,619.0539885417595,True,False,True,7.009938284276603e-06,-155.73103507003572,0.00014693343197012376,-149.43491126523304,506.9176486982411,0.5843369750906504,5.492578634432355e-06,0.008856486591979866,0.5792606573231869,True,1.0,5.492578634432355e-06,0.5843369750906504,noneSNR,,,,,,,,,,,,,,,,,
9,176.683457958868,-0.0021647008241066495,-602.8361517948321,117.7612161464208,-2.371487121710061,0.8375028960649519,0.12907469785778405,0.03677129319194742,0.1951182288558861,-27712.830958715116,11926.607662724093,0.3325215322725929,0.0417125281073012,-0.12976256299897562,923.9506548077643,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,377.24537482530474,-0.004968746971426824,-768.8965337135969,378.5770212558846,-358.0791561995413,0.711476278726062,0.1290998916674571,0.3405897338975335,0.4890394140670022,-138700.7313629046,-74069.29202125096,0.29597769379606836,0.1666540024855504,-0.04644822730707723,778.4883600796829,True,False,True,1.8658317886487888e-05,-680.9252813115306,1.3353101947110177e-05,-675.9296534538075,703.8830191283239,0.2042350775751629,2.629483203410594e-06,0.0025125432991460863,0.5786727550251066,True,1.0,2.629483203410594e-06,0.2042350775751629,noneSNR,,,,,,,,,,,,,,,,,
11,122.36668315742958,0.07446772857985448,-362.14174033577683,-244.65659773773268,-592.0256139932603,0.8725080507704964,0.12904332624940507,0.9525579409888708,-0.6761432116314218,52085.29983199823,-89489.40838542825,0.31116808588363626,0.12544894997531408,0.009058592785145661,646.687996597866,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
