,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
13,544.8420478116041,-0.0014545877991656714,240.33020056211512,-381.66867184961575,579.7664829678522,0.9522234162147337,0.12907900395578142,3.3592979240794945,1.5950141656838703,-37839.56008975941,54902.48154680706,0.4421822660570433,1.1056601753005186,-0.06025149353420617,749.333072009649,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,126.31821885948496,0.016471837903906536,158.3024148300264,-24.415326750499048,167.7644422252435,0.8665490548266204,0.1290747870658347,0.7549859926761696,0.1541017015802026,5889.658455538116,-7641.782645858021,0.34318659578273,0.21443011509907617,0.12121128540478482,274.852797525196,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,343.4442402359644,-0.002345244936307611,165.87317373338908,159.42408376635058,-62.17231084895553,0.9025150671522723,0.12907873769154385,2.4854619385794567,-0.9552451190542152,21126.950140677633,78875.55611418992,0.3128723324064741,0.462157964802495,0.03729567482170677,347.61444447454517,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,817.9600520193986,-0.0023777929364227346,441.21292215380595,-426.18308203448044,434.8379544492011,0.9064798454750804,0.1291045699158732,2.1360281789016033,0.9802380293586856,-84800.98042917252,224395.48865761026,0.39532344565642347,0.6973800496185151,0.016645075737395182,947.1912095104119,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,153.12141048415302,-0.010963690640676288,-197.823814877116,98.66454704840663,-56.56247298940252,0.8686799082377279,0.129081828362647,0.24938402650115424,0.4969941959182579,-1969.223878552475,-1483.1456097485025,0.3584016833339713,0.14517837261166489,-0.11853149539537294,346.90080096759993,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,191.88425744868547,-0.001543636141599511,348.66712674789756,169.61160518764848,355.45447668825636,0.8893813797121267,0.12907451218728014,0.7218053557836859,-0.48607639446183387,37415.91676644569,-36174.766570805674,0.3265353645478021,0.09943860653561583,0.047241418486939496,678.3051297091422,True,False,True,5.9864585330328967e-05,258.02138628084606,-1.0704741873786622e-05,217.0660956059776,366.3268622552983,10.19363743004925,4.868011979657473e-05,0.05318122551312362,0.5830188854743019,True,1.0,4.868011979657473e-05,10.19363743004925,s-SNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,201.43916880588998,0.0049635926583026235,-205.5664088457354,88.42665792998002,-187.1357592171547,0.8213930149437341,0.12907916255047652,0.7810316499805737,0.432606007674961,-1213.0546996104622,-5390.242691617963,0.3357379347566945,0.2673589137743036,0.06917507355449176,296.0411627031185,True,False,True,-1.1434997825595589e-05,-144.44787540270846,9.959799246559083e-07,-144.26536606675353,325.24131185903485,0.019470787851332716,1.843502458102528e-07,0.0014648346307678261,0.5777007339354073,True,1.0,1.843502458102528e-07,0.019470787851332716,noneSNR,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,122.62170856660217,-0.01841665093080498,114.9128845385826,-88.8181413253194,490.6278701025742,0.9763325679334031,0.1290723855955748,1.817148397091961,0.7725192457190705,2717.8486843609135,-32396.1317712236,0.41953229741668374,0.5830403068928354,0.04696764583389425,518.7533563133557,True,False,True,193.12413302027574,101.29390184452214,2.9913177492204653e-06,6.511655835024942,116.870969629308,12.294962071866507,0.00630086371119288,0.3576134759487227,0.6384449217243642,True,1.0,0.00630086371119288,12.294962071866507,hs-SNR,,,,,,,,,,,0.3111237240753888,0.20643065600536895,0.0,191.59454661523512,0.20643059609757067,0.9999999999999983,6.568708337168363,100.97514243089333,Deflagration,0.006218632083018278,0.3111237240753888,0.3037700384326972,0.5773503139512189,1.0032895890600582,True,121.2840725551659,8.041916976187201
21,291.2137953605858,0.00706862011839389,692.8864503806735,-370.4573447616914,233.97083482306016,0.7579316445595725,0.12910259953934128,0.24028042167339697,0.5317925097405797,-121204.82561428676,-46845.44889567606,0.31482589737713285,0.1487021903751125,-0.16514034319257542,805.0486138869667,True,False,True,9.939353213629705e-06,635.8010752264615,-1.677458319254286e-05,633.7253085209155,532.2873429858823,0.006388713610022023,1.287413215706977e-06,0.003064894318766214,0.5782759571865865,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,129.77548721354717,0.021159335591343753,-177.6157345374982,201.64501231177695,-114.70301096270998,0.9121414678276929,0.12907850563780085,0.04448517711885527,1.1358656567848586,-10074.530408256767,-18952.163007543946,0.40436898476306093,0.20043223707719024,-7.1215995506514504,395.26799853082633,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,415.0709083041539,0.00442584137386004,-128.38630994510402,124.43005985247726,-175.06731650440122,0.9849650218689954,0.12909940505977985,5.016783755845341,0.9911166830931386,18.482147680993876,60880.3180151458,0.4328867364805285,1.4193820528101917,0.08014810840677,732.0010351752155,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,472.5350967945303,-0.0006411398975234156,434.1793055188755,-208.6846223605554,517.6615193436803,0.7671628759013953,0.12907480010825914,1.149744053176039,0.48188697316132795,-37362.088810174304,-7980.003426702791,0.3162522253882533,0.36775050882089777,0.07858202863857458,519.2688792081783,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,183.23300040662946,0.002317178644584736,203.36711564938315,-24.214463189907292,244.18581857244038,0.8710373487785589,0.12907489003138597,0.9626267690071862,0.11823809619459097,5344.433094390222,-9872.015079788789,0.3436420300110063,0.26036304161756174,0.12544413514230784,360.6154268796154,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
