,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,131.78167442496334,-0.021898008272767083,118.2308609097878,-122.11658003138842,527.021363631228,0.9800579351685288,0.1290808940964912,1.7302416667587543,1.0341582237828355,614.2269460973522,-38084.7651407453,0.432260244022974,0.6049201206534945,-0.02544711958571341,True,223.69700139484357,116.82538778742058,8.481885541744281e-07,3.3122241520334272,92.758618063046,49.14264266029457,0.019555960648440014,0.6628640528421965,0.6798978271362437,True,1.0,0.019555960648440014,49.14264266029457,hs-SNR,0.6537860659117362,0.04745364887809964,0.0,207.42172573788415,0.04745362822283129,0.502942311195386,4.665131177592247,115.2137352481324,Hybrid,0.011024448594974983,0.5773502691896258,0.4855612886986571,0.6590426493092318,1.1540670865716274,True,110.43289274618384,4.071643892456683
1,123.59243339327642,-0.02137776558212957,117.75637395714381,-124.46663199314898,443.1984558187023,0.9798897987688702,0.12907269231034393,1.2775497169138026,1.0567097154219904,493.39594331180984,-34482.53891038423,0.4331134039759893,0.4955057151321157,-0.08943845600032574,True,222.40356988596383,117.5330349345625,-3.7876221846264312e-06,3.3683200694361632,93.8922051119605,53.31468585270152,0.018703608714624183,0.65905087391185,0.6778918158456092,True,1.0,0.018703608714624183,53.31468585270152,hs-SNR,0.6599068147791456,0.04290755008779944,0.0,204.47862883109698,0.042907529028427795,0.49758108932792894,4.8365478767362475,117.20048844901697,Hybrid,0.010360089741217137,0.5773502691896258,0.48853898856871614,0.6634282398849791,1.1591522238214258,True,111.52835623071007,4.116683685256655
2,158.5753994992385,-0.01662695530115212,116.60844631178406,-135.45132011342943,460.38961592899017,0.9797298378091036,0.12909575517977054,1.604124302856113,1.1670911604891263,-34.922694123364636,-31706.49487690416,0.4376457966290388,0.5955462691288826,-0.08318545246521353,True,216.8481192163348,115.5817625823883,4.926200604362826e-06,3.788043300782959,100.20058705274873,75.9174375610713,0.016598235826996592,0.6662903683129264,0.6726790768928188,True,1.0,0.016598235826996592,75.9174375610713,hs-SNR,0.6660424428427757,0.03802314620931431,0.0,194.13779740850123,0.03802312114156133,0.31151474246505534,5.902968009441338,114.14808309611868,Detonation,0.009103610079615406,0.5773502691896258,0.49441494655021545,0.6672956322046482,1.1620159002238872,False,120.30585304746988,3.761294281911287
3,126.1113312097743,-0.023039394507269176,113.45230337933133,-129.24340245510106,567.6524676228088,0.9794116152351342,0.12907521921624918,1.7783507488019177,1.1393986633164879,493.702726486762,-41505.160064185045,0.4363258138394288,0.6344874644198941,-0.053429457496432825,True,225.43834212874063,112.75599339691802,-2.940661617168383e-06,3.4083386055530345,90.33205228360409,48.85527023642138,0.02081666740274207,0.6674529831964942,0.6827664076082633,True,1.0,0.02081666740274207,48.85527023642138,hs-SNR,0.6310009320961812,0.05082943082093758,0.0,212.66728375570275,0.05082941165293198,0.5190356777323964,4.41792994061624,112.05909285732437,Hybrid,0.012628956876898115,0.5773502691896258,0.47868321409034,0.6425316723044958,1.1330809311064043,True,107.86835359554675,4.136262345819572
4,132.64514254632974,-0.02197613391046813,108.46194313620798,-130.94429444267908,595.9136795887089,0.9793788070704152,0.12908185213118614,1.939747316465112,1.2088853159989084,732.4108266618288,-41766.229419872565,0.4392083414122918,0.6864177151160962,-0.05926790028669088,True,220.0377984674121,107.79139976827896,8.329648488941614e-06,3.822273471619015,96.37127779594708,46.28670848112878,0.016220240784856618,0.6270390826274721,0.671700505522428,True,1.0,0.016220240784856618,46.28670848112878,hs-SNR,0.6254207199772497,0.04929128248657399,0.0,205.807664259718,0.04929126073701941,0.5132591643477187,4.943322738570159,107.123290011702,Hybrid,0.01033452411861188,0.5773502691896258,0.488655254994296,0.6358857916559986,1.1192879036483214,True,111.86580367375107,4.332599045083504
5,127.98607557550794,-0.02368891249030425,117.10763923112572,-125.59169420696828,479.7453498887645,0.9793026875584762,0.12907748810339134,1.4604933522398826,1.0730486037176559,474.2139756235465,-36134.104795865685,0.4335090229168218,0.5439647720129134,-0.06801914779955848,True,223.15343482916046,116.46021112029379,2.328617634494537e-05,3.3334944995200404,93.17349736125531,53.11230080111346,0.019377246435645274,0.6653161659629006,0.6794818392370795,True,1.0,0.019377246435645274,53.11230080111346,hs-SNR,0.6634596712679781,0.043563636100128963,0.0,205.1792083686323,0.04356361526857332,0.49176336048453906,4.817870462546837,115.53596216275183,Hybrid,0.010548239255516375,0.5773502691896258,0.4876872434272332,0.6665559500777476,1.1642011465571338,True,111.20957045388685,4.064316323278701
6,155.79235900754813,-0.016844320085230933,113.0805904898082,-137.12766460101423,498.5920446982066,0.9792563023237264,0.12909427765994902,1.71646827110862,1.2178709493540012,105.09190931794636,-34274.12345578348,0.4395289700419857,0.6320955593361551,-0.08693209379206326,True,217.6914255672104,112.21234233467469,-4.1070335575096134e-06,3.6065086672274016,99.23461690901148,70.44052154002492,0.01672669198062219,0.6623375653458501,0.6730084982017034,True,1.0,0.01672669198062219,70.44052154002492,hs-SNR,0.6597584282051991,0.03905592622906447,0.0,196.66951748276284,0.0390559014932268,0.35798077144251333,5.480443359613239,111.03596043191864,Hybrid,0.009386879148577304,0.5773502691896258,0.4930599829481274,0.6623387124517723,1.1553773746906904,True,118.64991834601702,3.825735999373612
7,134.01580449790484,-0.02351594781632736,109.00415524960276,-127.83621684865645,519.4972699678666,0.979246988631296,0.1290846438757546,1.642963817825685,1.1747904175875248,869.0891477245214,-37044.423395240316,0.4377245707686331,0.6065393573876753,-0.08092188674309256,True,214.96784803720757,108.66586956496576,2.1250203676457456e-06,4.1227363161032535,101.3358830867091,47.28562274147493,0.013568842253912982,0.6027003455168625,0.6644079547352898,True,1.0,0.013568842253912982,47.28562274147493,hs-SNR,0.6301521850211346,0.04559047316772147,0.0,198.07242917749969,0.045590448685245935,0.49087512792361415,5.485691051785647,108.28653485295169,Hybrid,0.008674315053341907,0.5773502691896258,0.49650506850287746,0.6376792786513296,1.1183478441724513,True,115.92882669676301,4.418290365633551
8,148.54098054339354,-0.01631317500862736,111.43577262606443,-136.6772910455954,481.2183932531063,0.9788668732767146,0.1290881810986801,1.5508015913787785,1.2303266374528643,232.92418432851449,-34251.578793006556,0.4398542712549192,0.592754837420172,-0.11493137034507946,True,217.20763691313667,111.01392680364842,2.297530845328879e-06,3.671992142438634,99.46887627019244,66.29247333837517,0.016056273537423713,0.6513076190943283,0.6712716525879825,True,1.0,0.016056273537423713,66.29247333837517,hs-SNR,0.6501918294611119,0.039599596863744355,0.0,197.5930471102305,0.039599571921482876,0.3982734312899955,5.35946987359184,110.43938726401703,Hybrid,0.009378889840449807,0.5773502691896258,0.4930979445758981,0.6544589672411523,1.1438612051450021,True,117.85598439384769,3.9399030542039473
9,140.7478305154506,-0.019032193504485442,114.61376941184172,-129.4979095433869,518.5252367779216,0.9781491002914886,0.12908653166298978,1.7126398060354615,1.1326702297004914,421.82139374434786,-36847.28847192688,0.43543325624802093,0.6169383231256139,-0.05818896034773366,True,221.2705409009668,113.64085672709899,2.166028611307573e-06,3.371328936653104,95.46765970183195,57.0074879424687,0.018319775219367045,0.6642960513282035,0.6769697515160977,True,1.0,0.018319775219367045,57.0074879424687,hs-SNR,0.650243862098956,0.0428996908432292,0.0,203.96755193156986,0.042899667668681724,0.4670957340694853,4.838011660118727,112.4996094306377,Hybrid,0.01054195824272568,0.5773502691896258,0.48771556719676334,0.6556871213163311,1.1481528607824638,True,114.01671834180357,3.968185092629122
10,143.06387655360413,-0.01897593975448492,122.30425660612957,-119.80885207109112,507.4102501740197,0.9781068422199864,0.12908841047508302,1.7660765790834438,0.9826334018164722,520.7670524535979,-35548.84254860635,0.4291619942580264,0.6052913784069397,-0.007594281232787603,True,222.68035628946686,120.61423487930172,2.6627578513425344e-06,3.200241603717865,94.32447931939173,55.8221283565192,0.019715627091160298,0.6781083490168628,0.6802674603307372,True,1.0,0.019715627091160298,55.8221283565192,hs-SNR,0.6595360701903951,0.044497220195074356,0.0,204.88058776217895,0.04449719735381886,0.46267466316266137,4.778793710185033,118.71210543673983,Hybrid,0.010869579780686627,0.5773502691896258,0.48624809195528884,0.6636138153982979,1.1605110591457972,True,113.89405713638898,3.84684139107678
